"범죄별","기간별","기관별","항목","단위","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년",
"농업협동조합법","3개월 이내","검찰","범죄사건 처리 기간[명]","명","42","4","7","8","16","3","2","19","50","9","16","53",
"농업협동조합법","6개월 이내","경찰","범죄사건 처리 기간[명]","명","1","","","","3","","16","3","24","21","56","167",
"농업협동조합법","6개월 이내","검찰","범죄사건 처리 기간[명]","명","31","1","4","13","7","7","8","9","26","3","48","37",
"농업협동조합법","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","2","3","","","","","1",
"농업협동조합법","6개월 초과","검찰","범죄사건 처리 기간[명]","명","1","","","","","","2","","","","","2",
"농지의보전 및 이용에 관한법률","계","합계","범죄사건 처리 기간[명]","명","","","","","","","8","4","","","","",
"농지의보전 및 이용에 관한법률","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","4","2","","","","",
"농지의보전 및 이용에 관한법률","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","4","2","","","","",
"농지의보전 및 이용에 관한법률","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","2","1","","","","",
"농지의보전 및 이용에 관한법률","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","2","1","","","","",
"농지의보전 및 이용에 관한법률","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","3","1","","","","",
"농지의보전 및 이용에 관한법률","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","1","1","","","","",
"농지법","계","합계","범죄사건 처리 기간[명]","명","1643","1715","782","131","37","21","","","3523","3308","3829","3305",
"농지법","계","경찰","범죄사건 처리 기간[명]","명","737","793","331","57","17","10","","","1623","1415","1693","1532",
"농지법","계","검찰","범죄사건 처리 기간[명]","명","906","922","451","74","20","11","","","1900","1893","2136","1773",
"농지법","10일 이내","경찰","범죄사건 처리 기간[명]","명","105","120","71","6","7","3","","","203","159","109","84",
"농지법","10일 이내","검찰","범죄사건 처리 기간[명]","명","305","287","91","15","10","4","","","883","555","766","700",
"농지법","20일 이내","경찰","범죄사건 처리 기간[명]","명","94","88","14","6","","1","","","176","129","70","78",
"농지법","20일 이내","검찰","범죄사건 처리 기간[명]","명","302","254","152","24","4","2","","","363","682","574","374",
"농지법","1개월 이내","경찰","범죄사건 처리 기간[명]","명","212","279","103","11","","1","","","470","463","316","304",
"농지법","1개월 이내","검찰","범죄사건 처리 기간[명]","명","181","200","112","19","4","4","","","515","536","300","239",
"농지법","2개월 이내","경찰","범죄사건 처리 기간[명]","명","169","158","72","23","6","2","","","410","384","454","330",
"농지법","2개월 이내","검찰","범죄사건 처리 기간[명]","명","55","90","47","5","","","","","67","52","237","208",
"농지법","3개월 이내","경찰","범죄사건 처리 기간[명]","명","77","77","38","5","","3","","","231","217","212","223",
"농지법","3개월 이내","검찰","범죄사건 처리 기간[명]","명","43","60","31","9","2","1","","","61","56","230","219",
"농지법","6개월 이내","경찰","범죄사건 처리 기간[명]","명","51","45","28","6","2","","","","96","50","510","505",
"농지법","6개월 이내","검찰","범죄사건 처리 기간[명]","명","18","27","18","2","","","","","11","12","27","33",
"농지법","6개월 초과","경찰","범죄사건 처리 기간[명]","명","29","26","5","","2","","","","37","13","22","8",
"농지법","6개월 초과","검찰","범죄사건 처리 기간[명]","명","2","4","","","","","","","","","2","",
"담배사업법","계","합계","범죄사건 처리 기간[명]","명","721","1811","1795","1997","1359","1367","1457","1431","1382","816","874","923",
"담배사업법","계","경찰","범죄사건 처리 기간[명]","명","354","893","879","983","666","675","719","706","682","395","431","461",
"담배사업법","계","검찰","범죄사건 처리 기간[명]","명","367","918","916","1014","693","692","738","725","700","421","443","462",
"담배사업법","10일 이내","경찰","범죄사건 처리 기간[명]","명","70","136","138","182","113","128","154","135","142","96","48","59",
"담배사업법","10일 이내","검찰","범죄사건 처리 기간[명]","명","156","281","271","239","145","103","116","121","142","111","231","292",
"담배사업법","20일 이내","경찰","범죄사건 처리 기간[명]","명","77","168","144","145","111","107","114","115","127","55","16","17",
"담배사업법","20일 이내","검찰","범죄사건 처리 기간[명]","명","138","317","309","308","177","213","253","287","249","121","140","93",
"담배사업법","1개월 이내","경찰","범죄사건 처리 기간[명]","명","108","310","310","363","210","233","235","258","232","105","132","99",
"담배사업법","1개월 이내","검찰","범죄사건 처리 기간[명]","명","52","278","301","435","324","355","355","312","304","174","47","51",
"담배사업법","2개월 이내","경찰","범죄사건 처리 기간[명]","명","64","200","183","203","147","127","140","129","122","84","74","75",
"담배사업법","2개월 이내","검찰","범죄사건 처리 기간[명]","명","13","29","19","24","42","15","9","2","1","11","16","12",
"담배사업법","3개월 이내","경찰","범죄사건 처리 기간[명]","명","15","63","68","66","63","55","62","55","41","19","31","30",
"담배사업법","3개월 이내","검찰","범죄사건 처리 기간[명]","명","7","7","15","6","3","6","4","2","4","4","9","13",
"담배사업법","6개월 이내","경찰","범죄사건 처리 기간[명]","명","5","3","34","22","16","22","10","11","18","7","127","181",
"담배사업법","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","6","1","2","2","","1","1","","","","1",
"담배사업법","6개월 초과","경찰","범죄사건 처리 기간[명]","명","15","13","2","2","6","3","4","3","","29","3","",
"담배사업법","6개월 초과","검찰","범죄사건 처리 기간[명]","명","1","","","","","","","","","","","",
"대기환경보전법","계","합계","범죄사건 처리 기간[명]","명","4900","6862","7104","5512","3895","5572","11937","11592","11166","9770","7829","5343",
"대기환경보전법","계","경찰","범죄사건 처리 기간[명]","명","1707","2294","2273","1847","1458","1984","5003","4803","4514","3819","3028","1903",
"대기환경보전법","계","검찰","범죄사건 처리 기간[명]","명","3193","4568","4831","3665","2437","3588","6934","6789","6652","5951","4801","3440",
"대기환경보전법","10일 이내","경찰","범죄사건 처리 기간[명]","명","281","390","485","305","245","405","1250","1175","979","983","275","114",
"대기환경보전법","10일 이내","검찰","범죄사건 처리 기간[명]","명","1004","1417","1362","1018","684","1050","1842","2086","2228","2214","2781","2165",
"대기환경보전법","20일 이내","경찰","범죄사건 처리 기간[명]","명","323","341","329","263","301","250","792","673","603","434","202","93",
"대기환경보전법","20일 이내","검찰","범죄사건 처리 기간[명]","명","1115","1454","1382","878","745","780","1494","1546","1421","1453","1019","627",
"대기환경보전법","1개월 이내","경찰","범죄사건 처리 기간[명]","명","604","833","772","677","515","761","1695","1523","1520","1321","841","417",
"대기환경보전법","1개월 이내","검찰","범죄사건 처리 기간[명]","명","732","1069","1433","1169","759","1541","3367","2940","2839","2125","486","311",
"대기환경보전법","2개월 이내","경찰","범죄사건 처리 기간[명]","명","304","506","526","396","273","374","926","838","823","737","629","320",
"대기환경보전법","2개월 이내","검찰","범죄사건 처리 기간[명]","명","212","336","408","377","137","137","165","149","66","84","338","200",
"대기환경보전법","3개월 이내","경찰","범죄사건 처리 기간[명]","명","150","162","130","134","72","108","238","426","300","271","291","234",
"대기환경보전법","3개월 이내","검찰","범죄사건 처리 기간[명]","명","80","144","184","169","92","62","57","57","95","70","166","109",
"대기환경보전법","6개월 이내","경찰","범죄사건 처리 기간[명]","명","30","48","24","61","33","67","59","111","48","60","777","717",
"대기환경보전법","6개월 이내","검찰","범죄사건 처리 기간[명]","명","18","36","38","51","20","18","9","10","3","5","11","28",
"대기환경보전법","6개월 초과","경찰","범죄사건 처리 기간[명]","명","15","14","7","11","19","19","43","57","241","13","13","8",
"대기환경보전법","6개월 초과","검찰","범죄사건 처리 기간[명]","명","32","112","24","3","","","","1","","","","",
"대외 무역법","계","합계","범죄사건 처리 기간[명]","명","748","217","154","149","138","300","669","879","892","943","915","673",
"대외 무역법","계","경찰","범죄사건 처리 기간[명]","명","366","97","66","63","57","124","242","133","113","189","323","189",
"대외 무역법","계","검찰","범죄사건 처리 기간[명]","명","382","120","88","86","81","176","427","746","779","754","592","484",
"대외 무역법","10일 이내","경찰","범죄사건 처리 기간[명]","명","182","33","11","11","10","39","28","38","48","68","57","21",
"대외 무역법","10일 이내","검찰","범죄사건 처리 기간[명]","명","124","45","30","11","31","49","26","52","48","235","291","184",
"대외 무역법","20일 이내","경찰","범죄사건 처리 기간[명]","명","54","14","9","4","3","16","43","4","8","31","42","54",
"대외 무역법","20일 이내","검찰","범죄사건 처리 기간[명]","명","165","34","29","40","29","48","211","230","40","54","129","94",
"대외 무역법","1개월 이내","경찰","범죄사건 처리 기간[명]","명","73","19","17","13","10","35","39","10","26","39","90","27",
"대외 무역법","1개월 이내","검찰","범죄사건 처리 기간[명]","명","77","25","21","29","12","55","149","458","656","434","51","53",
"대외 무역법","2개월 이내","경찰","범죄사건 처리 기간[명]","명","38","22","15","22","16","19","51","19","16","17","58","25",
"대외 무역법","2개월 이내","검찰","범죄사건 처리 기간[명]","명","9","5","2","4","3","17","19","3","3","16","45","71",
"대외 무역법","3개월 이내","경찰","범죄사건 처리 기간[명]","명","8","3","11","4","14","13","76","49","12","24","21","11",
"대외 무역법","3개월 이내","검찰","범죄사건 처리 기간[명]","명","7","10","6","2","1","6","17","3","30","12","63","58",
"대외 무역법","6개월 이내","경찰","범죄사건 처리 기간[명]","명","4","5","2","8","3","1","5","13","3","8","51","51",
"대외 무역법","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","1","","","5","1","1","","2","3","11","24",
"대외 무역법","6개월 초과","경찰","범죄사건 처리 기간[명]","명","7","1","1","1","1","1","","","","2","4","",
"대외 무역법","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","4","","","","2","",
"도로교통법","계","합계","범죄사건 처리 기간[명]","명","446827","536507","617595","848659","929661","717313","216309","140011","89353","81207","74092","64189",
"도로교통법","계","경찰","범죄사건 처리 기간[명]","명","221759","266789","306968","421326","460767","354608","104588","65484","41101","36992","36405","31860",
"도로교통법","계","검찰","범죄사건 처리 기간[명]","명","225068","269718","310627","427333","468894","362705","111721","74527","48252","44215","37687","32329",
"도로교통법","10일 이내","경찰","범죄사건 처리 기간[명]","명","82710","106015","122783","163799","182277","142976","32431","15986","9361","7605","2552","2015",
"도로교통법","10일 이내","검찰","범죄사건 처리 기간[명]","명","98017","106056","109337","134843","146491","107915","38435","26968","18092","15864","23456","21912",
"도로교통법","20일 이내","경찰","범죄사건 처리 기간[명]","명","50746","59364","62944","86057","94355","67728","21151","12838","7157","5891","1901","1441",
"도로교통법","20일 이내","검찰","범죄사건 처리 기간[명]","명","84452","100547","111258","131947","133442","94871","29305","18281","10260","9914","9005","6109",
"도로교통법","1개월 이내","경찰","범죄사건 처리 기간[명]","명","51763","62299","74084","104689","118069","89849","28228","19728","12559","12261","7810","5731",
"도로교통법","1개월 이내","검찰","범죄사건 처리 기간[명]","명","34412","47655","84515","149123","166299","147807","42012","28416","18585","17389","3241","2498",
"도로교통법","2개월 이내","경찰","범죄사건 처리 기간[명]","명","26706","29105","34684","48966","49996","38059","14609","10021","6637","6618","5520","4227",
"도로교통법","2개월 이내","검찰","범죄사건 처리 기간[명]","명","3543","6449","3412","8774","17128","7853","1374","540","493","661","1371","1211",
"도로교통법","3개월 이내","경찰","범죄사건 처리 기간[명]","명","6326","6138","8206","12446","11449","11141","4792","3235","2377","2267","2626","1886",
"도로교통법","3개월 이내","검찰","범죄사건 처리 기간[명]","명","3009","8576","1840","2245","5095","3974","502","258","795","367","551","543",
"도로교통법","6개월 이내","경찰","범죄사건 처리 기간[명]","명","2520","2483","2593","3270","3100","3361","2105","1568","1517","1601","15015","15894",
"도로교통법","6개월 이내","검찰","범죄사건 처리 기간[명]","명","168","276","196","378","428","280","90","60","26","19","63","56",
"도로교통법","6개월 초과","경찰","범죄사건 처리 기간[명]","명","988","1385","1674","2099","1521","1494","1272","2108","1493","749","981","666",
"도로교통법","6개월 초과","검찰","범죄사건 처리 기간[명]","명","1467","159","69","23","11","5","3","4","1","1","","",
"도로교통법(무면허운전)","계","합계","범죄사건 처리 기간[명]","명","","","","","","","98571","215682","251798","176300","212260","157179",
"도로교통법(무면허운전)","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","48804","106845","124003","86573","105558","78216",
"도로교통법(무면허운전)","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","49767","108837","127795","89727","106702","78963",
"도로교통법(무면허운전)","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","16740","38033","42348","26406","15104","10591",
"도로교통법(무면허운전)","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","16232","37257","45305","31453","68388","56773",
"도로교통법(무면허운전)","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","10612","24215","25335","16717","8730","6114",
"도로교통법(무면허운전)","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","13843","29752","30270","23061","29542","16735",
"도로교통법(무면허운전)","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","13018","28807","34744","26923","26975","17066",
"도로교통법(무면허운전)","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","19018","41121","49611","33369","6446","3838",
"도로교통법(무면허운전)","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","5852","11436","14984","11274","12257","8153",
"도로교통법(무면허운전)","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","453","510","1031","1057","1684","1199",
"도로교통법(무면허운전)","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","1757","2985","3878","2574","3127","1697",
"도로교통법(무면허운전)","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","207","172","1524","771","589","402",
"도로교통법(무면허운전)","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","561","883","1829","1962","38754","34309",
"도로교통법(무면허운전)","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","14","23","51","15","53","16",
"도로교통법(무면허운전)","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","264","486","885","717","611","286",
"도로교통법(무면허운전)","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","","2","3","1","","",
"도로교통법(음주운전)","계","합계","범죄사건 처리 기간[명]","명","","","","","","","487533","623189","773482","814952","916989","657633",
"도로교통법(음주운전)","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","242072","309414","382646","403437","456677","327849",
"도로교통법(음주운전)","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","245461","313775","390836","411515","460312","329784",
"도로교통법(음주운전)","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","96894","118895","129339","125378","63738","44476",
"도로교통법(음주운전)","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","74210","104409","142256","141604","306383","255558",
"도로교통법(음주운전)","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","53465","69727","72917","75691","34155","24636",
"도로교통법(음주운전)","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","65836","85018","87072","97869","133915","63499",
"도로교통법(음주운전)","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","61037","83519","122887","138895","129091","78431",
"도로교통법(음주운전)","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","103464","123163","157312","165915","17624","9041",
"도로교통법(음주운전)","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","23140","29115","44618","47942","55341","32918",
"도로교통법(음주운전)","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","1368","795","1424","3599","1744","1294",
"도로교통법(음주운전)","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","5556","5931","9144","9220","12965","5183",
"도로교통법(음주운전)","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","533","350","2735","2504","597","364",
"도로교통법(음주운전)","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","1410","1609","2675","5396","160595","141826",
"도로교통법(음주운전)","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","49","37","35","21","49","28",
"도로교통법(음주운전)","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","570","618","1066","915","792","379",
"도로교통법(음주운전)","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","1","3","2","3","","",
"도로교통법(음주측정거부)","계","합계","범죄사건 처리 기간[명]","명","","","","","","","10722","9857","12805","12725","11846","8440",
"도로교통법(음주측정거부)","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","5287","4877","6307","6274","5886","4195",
"도로교통법(음주측정거부)","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","5435","4980","6498","6451","5960","4245",
"도로교통법(음주측정거부)","10일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","1831","1741","1881","1724","785","533",
"도로교통법(음주측정거부)","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","1935","1897","2684","2494","3907","2960",
"도로교통법(음주측정거부)","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","1090","972","1154","1107","461","293",
"도로교통법(음주측정거부)","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","1380","1293","1422","1532","1425","842",
"도로교통법(음주측정거부)","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","1516","1428","2138","2227","1637","990",
"도로교통법(음주측정거부)","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","2011","1717","2280","2296","385","242",
"도로교통법(음주측정거부)","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","612","537","824","859","778","466",
"도로교통법(음주측정거부)","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","77","40","53","82","163","139",
"도로교통법(음주측정거부)","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","149","121","201","201","196","118",
"도로교통법(음주측정거부)","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","28","30","58","46","73","54",
"도로교통법(음주측정거부)","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","65","52","77","131","1995","1783",
"도로교통법(음주측정거부)","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","4","3","1","1","7","8",
"도로교통법(음주측정거부)","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","24","26","32","25","34","12",
"도로법","계","합계","범죄사건 처리 기간[명]","명","89835","95633","93556","100714","81934","96479","102189","115234","156376","171731","166661","143053",
"도로법","계","경찰","범죄사건 처리 기간[명]","명","44423","46900","45340","47337","36553","40088","42607","48341","69045","76190","76566","63987",
"도로법","계","검찰","범죄사건 처리 기간[명]","명","45412","48733","48216","53377","45381","56391","59582","66893","87331","95541","90095","79066",
"도로법","10일 이내","경찰","범죄사건 처리 기간[명]","명","6296","6487","6591","6327","4621","5936","6666","8036","11284","12325","6718","4769",
"도로법","10일 이내","검찰","범죄사건 처리 기간[명]","명","16824","16221","15973","17700","14143","17269","18384","21735","26859","33754","58108","58394",
"도로법","20일 이내","경찰","범죄사건 처리 기간[명]","명","8343","7715","6542","6496","4865","5148","6128","6587","10735","11873","5355","4044",
"도로법","20일 이내","검찰","범죄사건 처리 기간[명]","명","18184","19044","17255","15221","12214","13094","13549","13661","17622","19541","24308","14950",
"도로법","1개월 이내","경찰","범죄사건 처리 기간[명]","명","15497","15566","15244","15048","11800","13059","14076","15762","25068","26948","19350","14624",
"도로법","1개월 이내","검찰","범죄사건 처리 기간[명]","명","8289","9551","13604","17832","16380","23644","25846","30384","40546","40697","5612","3957",
"도로법","2개월 이내","경찰","범죄사건 처리 기간[명]","명","9264","10780","9951","10912","8638","8628","10111","10710","13906","17061","15879","14075",
"도로법","2개월 이내","검찰","범죄사건 처리 기간[명]","명","1082","1908","970","2099","1888","1486","1627","916","713","858","1601","1313",
"도로법","3개월 이내","경찰","범죄사건 처리 기간[명]","명","3319","4077","4095","4115","3373","3746","3204","4195","4356","5534","7450","6970",
"도로법","3개월 이내","검찰","범죄사건 처리 기간[명]","명","772","1919","377","474","664","862","155","174","1568","669","442","424",
"도로법","6개월 이내","경찰","범죄사건 처리 기간[명]","명","1263","1739","2150","2657","2050","2200","1485","2082","1739","1725","20345","18388",
"도로법","6개월 이내","검찰","범죄사건 처리 기간[명]","명","45","62","25","46","90","33","17","19","17","21","24","28",
"도로법","6개월 초과","경찰","범죄사건 처리 기간[명]","명","441","536","767","1782","1206","1371","937","969","1957","724","1469","1117",
"도로법","6개월 초과","검찰","범죄사건 처리 기간[명]","명","216","28","12","5","2","3","4","4","6","1","","",
"도시계획법","계","합계","범죄사건 처리 기간[명]","명","4287","5368","6378","6889","5446","5276","6636","4090","3389","1348","12","2",
"도시계획법","계","경찰","범죄사건 처리 기간[명]","명","2034","2564","3007","3106","2603","2510","3098","1918","1644","640","4","1",
"도시계획법","계","검찰","범죄사건 처리 기간[명]","명","2253","2804","3371","3783","2843","2766","3538","2172","1745","708","8","1",
"도시계획법","10일 이내","경찰","범죄사건 처리 기간[명]","명","207","367","357","371","247","307","386","258","216","125","","",
"도시계획법","10일 이내","검찰","범죄사건 처리 기간[명]","명","807","1053","1036","990","740","563","890","714","675","185","3","",
"도시계획법","20일 이내","경찰","범죄사건 처리 기간[명]","명","259","258","349","370","296","285","336","230","149","42","","1",
"도시계획법","20일 이내","검찰","범죄사건 처리 기간[명]","명","699","806","1072","970","853","843","1266","748","508","342","","1",
"도시계획법","1개월 이내","경찰","범죄사건 처리 기간[명]","명","554","729","860","907","800","750","979","531","507","132","2","",
"도시계획법","1개월 이내","검찰","범죄사건 처리 기간[명]","명","469","547","807","1339","974","1125","1213","654","505","149","","",
"도시계획법","2개월 이내","경찰","범죄사건 처리 기간[명]","명","562","600","773","788","630","510","768","423","465","204","1","",
"도시계획법","2개월 이내","검찰","범죄사건 처리 기간[명]","명","168","177","211","210","144","140","80","36","18","18","4","",
"도시계획법","3개월 이내","경찰","범죄사건 처리 기간[명]","명","289","414","491","419","384","328","378","273","219","98","1","",
"도시계획법","3개월 이내","검찰","범죄사건 처리 기간[명]","명","77","152","202","195","87","72","78","15","29","14","1","",
"도시계획법","6개월 이내","경찰","범죄사건 처리 기간[명]","명","95","137","139","203","187","196","177","163","79","30","","",
"도시계획법","6개월 이내","검찰","범죄사건 처리 기간[명]","명","23","58","41","76","45","21","11","5","10","","","",
"도시계획법","6개월 초과","경찰","범죄사건 처리 기간[명]","명","68","59","38","48","59","134","74","40","9","9","","",
"도시계획법","6개월 초과","검찰","범죄사건 처리 기간[명]","명","10","11","2","3","","2","","","","","","",
"도시공원법","계","합계","범죄사건 처리 기간[명]","명","263","401","480","322","276","292","456","362","533","426","452","517",
"도시공원법","계","경찰","범죄사건 처리 기간[명]","명","127","194","236","147","134","143","219","174","258","205","225","258",
"도시공원법","계","검찰","범죄사건 처리 기간[명]","명","136","207","244","175","142","149","237","188","275","221","227","259",
"도시공원법","10일 이내","경찰","범죄사건 처리 기간[명]","명","16","23","39","17","19","20","27","22","36","32","13","5",
"도시공원법","10일 이내","검찰","범죄사건 처리 기간[명]","명","58","58","50","32","44","41","53","34","88","66","74","118",
"도시공원법","20일 이내","경찰","범죄사건 처리 기간[명]","명","32","38","31","19","16","15","39","26","38","22","10","10",
"도시공원법","20일 이내","검찰","범죄사건 처리 기간[명]","명","48","70","89","48","30","52","66","48","39","48","65","62",
"도시공원법","1개월 이내","경찰","범죄사건 처리 기간[명]","명","30","57","55","49","51","53","53","50","73","61","59","53",
"도시공원법","1개월 이내","검찰","범죄사건 처리 기간[명]","명","23","58","96","76","52","50","100","94","141","101","26","28",
"도시공원법","2개월 이내","경찰","범죄사건 처리 기간[명]","명","30","52","75","45","26","28","76","48","45","57","39","42",
"도시공원법","2개월 이내","검찰","범죄사건 처리 기간[명]","명","5","11","3","12","8","4","11","9","4","5","38","28",
"도시공원법","3개월 이내","경찰","범죄사건 처리 기간[명]","명","14","18","22","11","16","14","15","22","23","20","40","40",
"도시공원법","3개월 이내","검찰","범죄사건 처리 기간[명]","명","1","3","4","5","6","2","7","3","3","1","18","22",
"도시공원법","6개월 이내","경찰","범죄사건 처리 기간[명]","명","3","4","10","4","4","8","7","5","38","10","63","107",
"도시공원법","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","7","2","2","2","","","","","","6","1",
"도시공원법","6개월 초과","경찰","범죄사건 처리 기간[명]","명","2","2","4","2","2","5","2","1","5","3","1","1",
"도시공원법","6개월 초과","검찰","범죄사건 처리 기간[명]","명","1","","","","","","","","","","","",
"독점규제 및 공정거래에 관한법률","계","합계","범죄사건 처리 기간[명]","명","","","","","","","","","17","131","78","76",
"독점규제 및 공정거래에 관한법률","계","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","5","56","4","18",
"독점규제 및 공정거래에 관한법률","계","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","12","75","74","58",
"독점규제 및 공정거래에 관한법률","10일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","","1","","29",
"독점규제 및 공정거래에 관한법률","20일 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","1","","","",
"독점규제 및 공정거래에 관한법률","20일 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","3","66","","",
"독점규제 및 공정거래에 관한법률","1개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","","1","","",
"독점규제 및 공정거래에 관한법률","1개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","9","8","11","1",
"독점규제 및 공정거래에 관한법률","2개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","2","","2","1",
"독점규제 및 공정거래에 관한법률","2개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","","","","4",
"독점규제 및 공정거래에 관한법률","3개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","","54","1","7",
"독점규제 및 공정거래에 관한법률","3개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","","","1","10",
"독점규제 및 공정거래에 관한법률","6개월 이내","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","2","1","1","9",
"독점규제 및 공정거래에 관한법률","6개월 이내","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","","","47","5",
"독점규제 및 공정거래에 관한법률","6개월 초과","경찰","범죄사건 처리 기간[명]","명","","","","","","","","","","","","1",
"독점규제 및 공정거래에 관한법률","6개월 초과","검찰","범죄사건 처리 기간[명]","명","","","","","","","","","","","15","9",
"디자인보호법","계","합계","범죄사건 처리 기간[명]","명","553","564","609","753","816","976","","","","","806","594",
"디자인보호법","계","경찰","범죄사건 처리 기간[명]","명","251","254","257","309","376","451","","","","","384","285",
"디자인보호법","계","검찰","범죄사건 처리 기간[명]","명","302","310","352","444","440","525","","","","","422","309",
"디자인보호법","10일 이내","경찰","범죄사건 처리 기간[명]","명","22","17","24","17","41","52","","","","","5","3",
"디자인보호법","10일 이내","검찰","범죄사건 처리 기간[명]","명","97","85","91","86","94","121","","","","","157","125",
"디자인보호법","20일 이내","경찰","범죄사건 처리 기간[명]","명","17","11","8","16","11","9","","","","","3","4",
"디자인보호법","20일 이내","검찰","범죄사건 처리 기간[명]","명","94","70","80","140","170","144","","","","","40","35",
"디자인보호법","1개월 이내","경찰","범죄사건 처리 기간[명]","명","60","51","61","77","75","132","","","","","36","34",
"디자인보호법","1개월 이내","검찰","범죄사건 처리 기간[명]","명","35","64","87","160","133","186","","","","","26","14",
"디자인보호법","2개월 이내","경찰","범죄사건 처리 기간[명]","명","85","111","92","107","112","137","","","","","91","42",
"디자인보호법","2개월 이내","검찰","범죄사건 처리 기간[명]","명","22","30","29","18","16","26","","","","","55","34",
"디자인보호법","3개월 이내","경찰","범죄사건 처리 기간[명]","명","39","49","55","70","99","85","","","","","76","48",
"디자인보호법","3개월 이내","검찰","범죄사건 처리 기간[명]","명","38","32","46","32","17","28","","","","","73","60",
