"범죄별","기간별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"문서","2일 이내","범죄발생부터 인지까지의 기간[건]","건","94","77","129","128","113","129","166","160","148","125","128","151","140","164","169","173","203","179","167",
"문서","5일 이내","범죄발생부터 인지까지의 기간[건]","건","189","252","283","278","289","304","367","329","293","324","333","289","337","460","380","333","381","387","408",
"문서","10일 이내","범죄발생부터 인지까지의 기간[건]","건","363","407","493","537","542","539","552","498","456","479","432","413","499","524","569","512","599","416","441",
"문서","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","1466","1420","1714","1890","1808","1709","1557","1467","1244","1250","1209","1187","1227","1334","1490","1303","1326","912","1114",
"문서","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","2271","2339","2760","2884","2521","2347","2260","2066","2130","1928","1702","1560","1431","1613","1773","1466","1377","1204","1495",
"문서","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","17196","13860","15778","12996","10930","10462","10215","11080","12357","12616","10684","10688","9761","9306","8316","6956","6274","5451","5763",
"인장","계","범죄발생부터 인지까지의 기간[건]","건","611","607","806","2307","445","409","456","375","528","700","794","1023","1209","563","587","632","723","643","1381",
"인장","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","47","44","45","60","34","47","50","26","42","61","104","65","58","42","44","57","54","137","157",
"인장","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","5","2","10","5","8","2","7","5","9","9","22","8","6","9","10","6","8","21","27",
"인장","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","8","10","10","11","7","10","10","8","11","16","35","23","13","13","7","2","9","16","28",
"인장","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","4","10","9","11","2","11","9","5","11","16","19","9","16","19","11","14","15","51","52",
"인장","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","29","19","19","26","3","3","8","7","12","12","22","16","13","17","15","14","22","95","76",
"인장","2일 이내","범죄발생부터 인지까지의 기간[건]","건","8","12","12","19","5","7","5","14","8","10","15","10","10","8","26","9","11","11","23",
"인장","5일 이내","범죄발생부터 인지까지의 기간[건]","건","20","31","91","25","16","16","12","12","15","28","31","19","25","19","21","19","27","26","33",
"인장","10일 이내","범죄발생부터 인지까지의 기간[건]","건","37","36","27","32","20","29","26","17","30","29","48","35","30","37","31","34","28","39","40",
"인장","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","92","102","87","133","35","73","62","59","74","105","92","84","534","85","83","81","82","69","84",
"인장","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","133","115","146","232","112","67","89","70","110","138","130","200","192","99","110","90","124","43","66",
"인장","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","228","226","350","1753","203","144","178","152","206","276","276","554","312","215","229","306","343","135","795",
"공무원범죄","계","범죄발생부터 인지까지의 기간[건]","건","1534","1587","1492","1664","2009","2468","2865","2466","2705","3286","3103","3845","4422","3879","3689","3717","4775","4242","3812",
"공무원범죄","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","32","67","45","42","52","153","157","72","120","245","200","276","378","306","349","411","657","130","265",
"공무원범죄","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","7","2","2","-","2","16","12","4","22","6","4","3","4","6","14","5","9","5","6",
"공무원범죄","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","7","4","5","4","4","9","11","7","6","19","7","9","21","27","24","13","11","10","13",
"공무원범죄","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","5","2","5","6","11","9","14","16","15","37","21","32","56","54","80","175","378","515","348",
"공무원범죄","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","33","27","14","8","16","22","45","29","20","38","26","32","63","60","68","159","253","1085","796",
"공무원범죄","2일 이내","범죄발생부터 인지까지의 기간[건]","건","15","15","9","10","14","19","33","27","18","27","31","35","45","49","88","75","135","51","52",
"공무원범죄","5일 이내","범죄발생부터 인지까지의 기간[건]","건","41","22","31","27","27","41","65","70","69","58","71","97","108","88","101","131","283","114","114",
"공무원범죄","10일 이내","범죄발생부터 인지까지의 기간[건]","건","44","71","49","61","55","73","108","88","146","99","99","135","158","144","161","202","340","182","146",
"공무원범죄","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","138","198","139","171","124","203","264","275","306","345","368","473","471","380","465","430","620","397","302",
"공무원범죄","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","223","236","184","242","222","366","464","369","431","451","459","586","644","496","479","436","488","338","384",
"공무원범죄","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","989","943","1009","1093","1482","1557","1692","1509","1552","1961","1817","2167","2474","2269","1860","1680","1601","1415","1386",
"직무유기","계","범죄발생부터 인지까지의 기간[건]","건","544","574","492","556","552","692","920","962","1072","1052","1070","1316","1558","1365","1419","1423","1907","1497","1203",
"직무유기","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","11","23","14","11","9","24","30","25","48","73","56","88","132","104","149","167","262","28","98",
"직무유기","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","-","1","-","1","4","1","1","17","2","3","2","1","2","6","1","2","-","-",
"직무유기","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","1","2","-","-","1","1","2","2","2","2","2","8","18","6","6","1","3","3",
"직무유기","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","1","3","2","3","1","5","7","8","12","6","13","22","23","42","95","197","180","125",
"직무유기","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","4","12","8","2","6","7","16","12","14","11","9","13","35","24","39","83","107","452","274",
"직무유기","2일 이내","범죄발생부터 인지까지의 기간[건]","건","7","5","4","5","5","10","13","7","6","11","8","9","18","20","34","33","60","22","16",
"직무유기","5일 이내","범죄발생부터 인지까지의 기간[건]","건","10","9","13","9","10","14","23","30","21","24","25","44","51","39","40","49","119","21","37",
"직무유기","10일 이내","범죄발생부터 인지까지의 기간[건]","건","18","26","9","20","20","32","55","42","68","42","42","55","56","61","74","93","147","65","52",
"직무유기","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","49","81","56","62","60","80","96","121","133","144","129","187","178","165","188","195","238","149","97",
"직무유기","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","90","106","79","113","73","130","169","169","171","160","210","236","289","203","219","183","209","122","138",
"직무유기","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","351","310","303","332","365","389","511","546","584","571","580","667","768","706","622","518","565","455","363",
"직권남용","계","범죄발생부터 인지까지의 기간[건]","건","411","472","406","416","382","545","713","764","833","992","1040","1372","1835","1784","1668","1588","2304","2202","1868",
"직권남용","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","4","18","12","13","14","34","37","23","33","56","66","101","136","153","173","187","333","69","123",
"직권남용","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","1","-","-","1","-","-","2","5","3","1","","2","2","7","4","5","5","5",
"직권남용","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","4","1","-","1","-","7","7","2","2","2","4","4","10","9","13","6","10","7","9",
"직권남용","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","1","2","3","7","1","7","8","5","15","8","17","22","27","31","71","168","307","188",
"직권남용","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","10","4","3","5","11","21","16","3","17","15","9","23","32","25","65","139","584","467",
"직권남용","2일 이내","범죄발생부터 인지까지의 기간[건]","건","5","4","1","2","7","3","11","15","10","12","21","22","25","25","51","41","73","27","35",
"직권남용","5일 이내","범죄발생부터 인지까지의 기간[건]","건","21","12","16","15","12","19","31","36","41","29","32","49","52","43","58","71","156","83","72",
"직권남용","10일 이내","범죄발생부터 인지까지의 기간[건]","건","23","39","34","34","31","29","40","42","65","53","54","74","95","77","76","102","186","104","87",
"직권남용","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","79","102","68","93","46","79","84","97","143","159","183","238","255","192","256","212","346","215","182",
"직권남용","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","88","84","54","97","84","124","159","140","157","184","194","247","297","247","220","212","248","193","206",
"직권남용","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","182","200","215","155","175","238","316","383","369","462","462","611","918","977","758","617","640","608","494",
"수뢰","계","범죄발생부터 인지까지의 기간[건]","건","367","368","405","464","798","848","859","549","530","767","629","762","757","540","472","586","453","412","532",
"수뢰","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","9","15","7","10","11","67","58","12","23","69","44","43","78","34","19","52","48","23","30",
"수뢰","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","-","-","-","-","8","8","-","-","-","-","","-","1","-","-","1","-","1",
"수뢰","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","2","-","1","-","1","1","1","1","8","-","1","3","-","4","-","0","-","-",
"수뢰","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","-","-","-","-","5","2","1","-","7","2","2","8","3","5","7","13","26","31",
"수뢰","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","11","1","1","-","4","3","6","1","2","3","2","5","4","2","3","10","7","44","48",
"수뢰","2일 이내","범죄발생부터 인지까지의 기간[건]","건","1","2","1","3","2","3","6","4","-","3","-","2","1","3","2","-","2","2","1",
"수뢰","5일 이내","범죄발생부터 인지까지의 기간[건]","건","6","-","-","2","1","6","7","3","5","1","6","1","4","4","2","7","8","7","5",
"수뢰","10일 이내","범죄발생부터 인지까지의 기간[건]","건","2","4","-","1","3","8","8","3","11","4","2","4","6","5","8","7","7","6","3",
"수뢰","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","7","6","10","10","10","29","45","36","19","28","37","29","31","21","20","21","30","25","20",
"수뢰","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","27","36","33","21","55","76","93","48","67","68","41","70","43","38","30","36","27","17","29",
"수뢰","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","301","302","353","416","712","642","625","440","402","576","495","605","579","429","379","446","310","262","364",
"증뢰","계","범죄발생부터 인지까지의 기간[건]","건","212","173","189","228","277","383","373","191","270","475","364","395","272","190","130","120","111","131","209",
"증뢰","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","8","11","12","8","18","28","32","12","16","47","34","44","32","15","8","5","14","10","14",
"증뢰","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","1","1","-","-","4","3","1","-","1","-","1","1","1","1","-","1","-","-",
"증뢰","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","-","3","2","4","-","2","2","1","7","1","2","-","-","1","1","0","-","1",
"증뢰","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","-","-","1","1","2","-","-","2","3","5","","4","1","2","2","0","2","4",
"증뢰","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","17","4","1","3","1","1","2","-","1","7","-","5","1","2","1","1","0","5","7",
"증뢰","2일 이내","범죄발생부터 인지까지의 기간[건]","건","2","4","3","-","-","3","3","1","2","1","2","2","1","1","1","1","0","-","-",
"증뢰","5일 이내","범죄발생부터 인지까지의 기간[건]","건","4","1","2","1","4","2","4","1","2","4","8","3","1","2","1","4","0","3","-",
"증뢰","10일 이내","범죄발생부터 인지까지의 기간[건]","건","1","2","6","6","1","4","5","1","2","-","1","2","1","1","3","-","0","7","4",
"증뢰","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","3","9","5","6","8","15","39","21","11","14","19","19","7","2","1","2","6","8","3",
"증뢰","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","18","10","18","11","10","36","43","12","36","39","14","33","15","8","10","5","4","6","11",
"증뢰","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","155","131","138","190","230","288","240","140","197","352","280","284","209","157","101","99","86","90","165",
"풍속범죄","계","범죄발생부터 인지까지의 기간[건]","건","19299","14168","14796","35175","15963","15193","11523","10030","9580","10252","15856","12161","9097","11447","10951","9135","7016","8636","11409",
"풍속범죄","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","5229","3177","3115","2971","2361","2847","2328","1873","1657","1796","1750","1667","1325","1494","1315","893","777","2881","2632",
"풍속범죄","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","701","690","614","630","503","658","649","528","469","477","447","474","312","324","239","165","131","453","427",
"풍속범죄","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","945","909","886","938","974","1234","1195","1063","1003","968","831","729","650","570","436","286","240","323","299",
"풍속범죄","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","729","541","567","822","569","754","617","522","469","524","550","472","447","476","388","329","317","433","395",
"풍속범죄","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","1189","912","887","1018","536","439","396","403","361","383","352","302","349","392","370","282","285","662","912",
"풍속범죄","2일 이내","범죄발생부터 인지까지의 기간[건]","건","584","416","433","504","302","363","378","355","281","332","396","322","364","400","396","296","439","145","137",
"풍속범죄","5일 이내","범죄발생부터 인지까지의 기간[건]","건","1203","851","825","1029","606","591","660","611","547","659","853","747","739","781","755","616","776","186","280",
"풍속범죄","10일 이내","범죄발생부터 인지까지의 기간[건]","건","1117","729","661","934","573","553","510","483","421","509","692","566","571","705","738","623","545","164","248",
"풍속범죄","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","2085","1138","1184","2799","1169","1121","770","746","660","739","1080","901","965","1243","1112","1056","904","271","455",
"풍속범죄","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","2397","1443","1815","7945","2354","1955","1069","781","833","851","1566","906","802","1336","1206","1240","886","449","681",
"풍속범죄","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","3120","3362","3809","15585","6016","4678","2951","2665","2879","3014","7339","5075","2573","3726","3996","3349","1716","2669","4943",
"간통","계","범죄발생부터 인지까지의 기간[건]","건","3324","3081","2298","2304","1698","1698","1827","1564","","","","","","","","","","","",
"간통","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","182","158","116","104","91","76","87","51","","","","","","","","","","","",
"간통","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","21","17","18","14","17","21","18","20","","","","","","","","","","","",
"간통","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","36","25","25","30","24","26","35","20","","","","","","","","","","","",
"간통","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","41","47","24","26","45","37","36","44","","","","","","","","","","","",
"간통","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","143","98","84","90","43","44","38","48","","","","","","","","","","","",
"간통","2일 이내","범죄발생부터 인지까지의 기간[건]","건","101","112","83","66","44","49","40","47","","","","","","","","","","","",
"간통","5일 이내","범죄발생부터 인지까지의 기간[건]","건","223","215","159","145","89","100","106","73","","","","","","","","","","","",
"간통","10일 이내","범죄발생부터 인지까지의 기간[건]","건","186","204","109","143","82","81","78","79","","","","","","","","","","","",
"간통","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","431","381","290","292","220","202","198","184","","","","","","","","","","","",
"간통","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","634","580","406","431","324","333","322","297","","","","","","","","","","","",
"간통","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","1326","1244","984","963","719","729","869","701","","","","","","","","","","","",
"혼인빙자간음","계","범죄발생부터 인지까지의 기간[건]","건","762","613","524","452","23","8","12","3","","","","","","","","","","","",
"혼인빙자간음","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","11","5","3","7","-","-","1","1","","","","","","","","","","","",
"혼인빙자간음","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"혼인빙자간음","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"혼인빙자간음","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","-","-","1","-","-","-","-","","","","","","","","","","","",
"혼인빙자간음","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","1","1","3","1","-","-","-","","","","","","","","","","","",
"혼인빙자간음","2일 이내","범죄발생부터 인지까지의 기간[건]","건","4","-","1","1","-","-","-","-","","","","","","","","","","","",
"혼인빙자간음","5일 이내","범죄발생부터 인지까지의 기간[건]","건","4","8","4","6","-","-","-","-","","","","","","","","","","","",
"혼인빙자간음","10일 이내","범죄발생부터 인지까지의 기간[건]","건","13","12","5","7","-","1","-","-","","","","","","","","","","","",
"혼인빙자간음","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","39","45","36","19","1","-","-","-","","","","","","","","","","","",
"혼인빙자간음","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","108","91","72","63","2","2","1","-","","","","","","","","","","","",
"혼인빙자간음","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","582","451","402","345","19","5","10","2","","","","","","","","","","","",
"도박과복표","계","범죄발생부터 인지까지의 기간[건]","건","14691","9773","11177","31600","13275","12370","7956","6637","7448","7823","13084","8799","6074","8086","8068","6321","4407","5892","8943",
"도박과복표","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","4942","2901","2827","2692","2068","2489","1854","1420","1170","1209","1130","814","674","781","776","440","398","1223","1180",
"도박과복표","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","667","651","572","593","425","547","467","369","298","282","233","191","133","132","103","59","47","275","259",
"도박과복표","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","894","858","827","876","868","1121","1006","844","783","720","557","425","391","334","254","151","114","198","204",
"도박과복표","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","667","459","494","749","479","658","487","392","367","414","403","306","308","327","276","232","196","331","311",
"도박과복표","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","1021","763","726","868","445","344","287","275","262","277","262","190","240","278","272","182","177","495","711",
"도박과복표","2일 이내","범죄발생부터 인지까지의 기간[건]","건","454","270","321","404","212","259","230","220","176","247","262","184","230","241","236","140","292","62","59",
"도박과복표","5일 이내","범죄발생부터 인지까지의 기간[건]","건","944","579","590","811","437","423","405","388","376","440","562","384","448","468","440","283","504","78","185",
"도박과복표","10일 이내","범죄발생부터 인지까지의 기간[건]","건","878","477","488","739","427","414","310","282","266","341","465","301","302","358","409","284","216","81","196",
"도박과복표","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","1558","638","782","2385","831","801","398","336","457","496","732","505","512","723","594","509","397","201","370",
"도박과복표","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","1574","672","1246","7347","1933","1511","595","304","607","582","1322","640","474","971","860","867","507","379","624",
"도박과복표","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","1092","1505","2304","14136","5150","3803","1917","1807","2686","2815","7156","4859","2362","3473","3848","3174","1559","2569","4844",
"신앙","계","범죄발생부터 인지까지의 기간[건]","건","255","302","214","243","234","233","259","273","268","304","272","323","374","365","228","252","227","287","235",
"신앙","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","15","13","6","10","5","16","10","13","13","9","11","14","23","25","14","22","21","23","22",
"신앙","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","2","1","-","1","3","3","3","5","1","5","1","3","2","1","1","3","3","3",
"신앙","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","3","3","3","4","3","1","6","7","6","5","7","7","4","1","2","4","4","4",
"신앙","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","3","1","1","1","1","4","5","2","3","2","4","4","17","5","6","12","21","22","7",
"신앙","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","7","7","1","6","4","3","7","4","6","5","6","11","8","5","5","3","45","32",
"신앙","2일 이내","범죄발생부터 인지까지의 기간[건]","건","7","11","5","2","4","3","4","5","7","2","5","10","5","6","6","5","11","8","5",
"신앙","5일 이내","범죄발생부터 인지까지의 기간[건]","건","15","8","5","8","11","9","12","12","15","14","12","13","13","13","9","18","14","11","12",
"신앙","10일 이내","범죄발생부터 인지까지의 기간[건]","건","15","17","16","10","19","10","13","11","9","17","10","19","18","17","16","14","14","17","8",
"신앙","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","28","30","29","35","37","25","35","52","28","35","44","39","47","41","37","33","31","28","30",
"신앙","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","66","69","40","61","51","44","54","56","55","74","47","55","74","50","47","43","36","47","33",
"신앙","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","104","141","101","112","95","112","119","106","122","138","124","155","156","194","86","97","69","79","79",
"기타음란행위","계","범죄발생부터 인지까지의 기간[건]","건","267","399","583","576","733","884","1469","1553","1864","2125","2500","3039","2649","2996","2655","2562","2382","2457","2231",
"기타음란행위","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","79","100","163","158","197","266","376","388","474","578","609","839","628","688","525","431","358","1635","1430",
"기타음란행위","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","13","20","23","23","60","87","161","136","166","194","209","282","176","190","135","105","81","175","165",
"기타음란행위","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","14","23","31","29","78","84","153","193","213","242","269","297","252","232","181","133","122","121","91",
"기타음란행위","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","17","34","48","45","44","55","89","84","99","108","143","162","122","144","106","85","100","80","77",
"기타음란행위","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","24","43","69","56","41","47","68","73","95","100","85","106","98","106","93","95","105","122","169",
"기타음란행위","2일 이내","범죄발생부터 인지까지의 기간[건]","건","18","23","23","31","42","52","104","83","98","83","129","128","129","153","154","151","136","75","73",
"기타음란행위","5일 이내","범죄발생부터 인지까지의 기간[건]","건","17","41","67","59","69","59","137","138","156","205","279","350","278","300","306","315","258","97","83",
"기타음란행위","10일 이내","범죄발생부터 인지까지의 기간[건]","건","25","19","43","35","45","47","109","111","146","151","217","246","251","330","313","325","315","66","44",
"기타음란행위","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","29","44","47","68","80","93","139","174","175","208","304","357","406","479","481","514","476","42","55",
"기타음란행위","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","15","31","51","43","44","65","97","124","171","195","197","211","254","315","299","330","343","23","24",
"기타음란행위","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","16","21","18","29","33","29","36","49","71","61","59","61","55","59","62","78","88","21","20",
"과실범죄","계","범죄발생부터 인지까지의 기간[건]","건","6112","5775","5752","5900","6289","7131","7229","7114","7092","7599","7708","8419","8836","9176","8873","8179","8901","9803","9574",
"과실범죄","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","1675","1356","1268","1250","1455","1883","1675","1424","1363","1298","1224","1298","1334","1223","1165","984","1109","3780","3224",
"과실범죄","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","107","114","117","129","166","307","279","262","252","220","244","199","180","171","167","118","140","618","520",
"과실범죄","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","139","155","167","193","220","321","304","275","264","304","281","252","239","193","160","116","156","372","283",
"과실범죄","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","183","170","191","178","189","211","180","142","180","171","150","148","215","201","206","191","221","419","351",
"과실범죄","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","215","211","229","245","220","217","163","177","151","194","194","228","227","261","234","218","246","761","678",
"과실범죄","2일 이내","범죄발생부터 인지까지의 기간[건]","건","159","164","175","148","199","195","229","214","195","205","217","253","227","253","246","208","219","253","296",
"과실범죄","5일 이내","범죄발생부터 인지까지의 기간[건]","건","324","342","334","311","296","362","389","475","453","490","489","561","559","591","579","505","453","476","580",
"과실범죄","10일 이내","범죄발생부터 인지까지의 기간[건]","건","320","329","329","317","351","370","451","521","443","573","613","702","689","789","756","668","646","451","576",
"과실범죄","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","811","783","792","826","861","916","1029","1068","1127","1235","1354","1570","1693","1912","1788","1664","1781","826","967",
"과실범죄","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","1059","1106","1152","1234","1275","1283","1403","1439","1537","1656","1708","1870","1974","2148","2138","2151","2325","688","808",
"과실범죄","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","1120","1045","998","1069","1057","1066","1127","1117","1127","1253","1234","1338","1499","1434","1434","1356","1605","1159","1291",
"과실치사상","계","범죄발생부터 인지까지의 기간[건]","건","1114","1135","1221","1296","1409","1553","1713","1672","1872","2143","2266","2583","2806","3130","2883","2557","2682","2946","3078",
"과실치사상","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","284","283","310","299","287","317","361","312","320","335","326","388","423","371","343","290","300","760","713",
"과실치사상","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","24","26","31","50","43","77","76","80","91","80","94","65","67","72","68","39","45","140","124",
"과실치사상","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","36","25","40","38","56","73","99","88","89","116","121","110","95","89","70","44","49","137","89",
"과실치사상","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","19","25","28","32","34","46","41","36","61","69","56","54","80","79","77","82","81","142","113",
"과실치사상","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","36","36","61","66","44","48","43","61","48","74","79","90","102","113","107","79","88","269","269",
"과실치사상","2일 이내","범죄발생부터 인지까지의 기간[건]","건","29","33","30","37","65","44","79","68","88","84","107","128","121","129","121","93","109","160","151",
"과실치사상","5일 이내","범죄발생부터 인지까지의 기간[건]","건","61","78","76","90","97","139","155","179","185","214","236","275","294","338","296","243","200","266","323",
"과실치사상","10일 이내","범죄발생부터 인지까지의 기간[건]","건","76","69","90","92","117","132","156","181","186","257","246","320","340","410","373","330","296","256","302",
"과실치사상","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","201","217","203","210","251","281","298","275","364","413","466","541","629","719","720","624","716","393","455",
"과실치사상","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","199","208","223","230","263","256","257","243","311","325","369","393","451","571","490","516","568","230","287",
"과실치사상","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","149","135","129","152","152","140","148","149","129","176","166","219","204","239","218","217","230","193","252",
"업무상과실치사상","계","범죄발생부터 인지까지의 기간[건]","건","2835","2732","2629","2715","2808","2882","3079","3176","3150","3322","3388","3485","3621","3713","3604","3339","3616","4161","4334",
"업무상과실치사상","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","383","383","331","356","361","439","412","413","442","393","413","406","429","387","405","352","405","1105","1056",
"업무상과실치사상","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","34","36","31","32","38","64","44","63","72","44","52","60","44","34","32","38","31","159","128",
"업무상과실치사상","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","42","43","34","59","69","71","71","75","63","81","70","52","65","46","27","36","42","106","82",
"업무상과실치사상","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","65","51","45","49","45","52","59","36","45","47","47","42","83","72","84","82","114","191","167",
"업무상과실치사상","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","57","74","67","50","48","45","44","52","46","47","66","66","66","72","70","83","99","388","316",
"업무상과실치사상","2일 이내","범죄발생부터 인지까지의 기간[건]","건","45","43","41","33","45","55","45","50","47","60","57","57","58","70","59","67","60","64","104",
"업무상과실치사상","5일 이내","범죄발생부터 인지까지의 기간[건]","건","92","93","110","91","78","92","111","147","123","145","123","122","137","132","127","144","142","173","212",
"업무상과실치사상","10일 이내","범죄발생부터 인지까지의 기간[건]","건","136","133","131","113","142","133","163","171","139","179","196","173","182","188","189","176","189","179","250",
"업무상과실치사상","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","425","392","355","393","426","422","490","486","469","492","507","554","596","677","541","533","489","411","489",
"업무상과실치사상","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","696","690","716","748","767","727","793","841","816","886","894","967","979","976","994","885","946","440","505",
