"범죄별","기간별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"중대재해처벌등에관한법률","계","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","","","","","","","","30","74","100",
"중대재해처벌등에관한법률","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","","","","","","","","9","22","16",
"중대재해처벌등에관한법률","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","","","","","","","","2","-","-",
"중대재해처벌등에관한법률","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","","","","","","","","2","2","-",
"중대재해처벌등에관한법률","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","","","","","","","","2","1","1",
"중대재해처벌등에관한법률","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","","","","","","","","0","1","2",
"중대재해처벌등에관한법률","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","","","","","","","","1","-","-",
"중대재해처벌등에관한법률","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","","","","","","","","1","-","4",
"중대재해처벌등에관한법률","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","","","","","","","","1","2","-",
"중대재해처벌등에관한법률","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","","","","","","","","4","12","5",
"중대재해처벌등에관한법률","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","","","","","","","","2","13","21",
"중대재해처벌등에관한법률","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","","","","","","","","6","21","51",
"증권거래법","계","범죄발생부터 인지까지의 기간[건]","건","155","121","95","76","43","32","33","9","","","","","","","","","","","",
"증권거래법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","3","2","2","1","4","6","6","-","","","","","","","","","","","",
"증권거래법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","-","-","-","-","-","-","-","","","","","","","","","","","",
"증권거래법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","1","-","-","-","-","-","2","","","","","","","","","","","",
"증권거래법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","1","-","-","-","-","-","-","-","","","","","","","","","","","",
"증권거래법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","4","3","5","-","1","-","-","-","","","","","","","","","","","",
"증권거래법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","1","-","-","-","-","-","-","-","","","","","","","","","","","",
"증권거래법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","3","-","1","-","-","-","-","-","","","","","","","","","","","",
"증권거래법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","1","4","-","-","-","1","2","-","","","","","","","","","","","",
"증권거래법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","3","1","2","-","-","4","4","1","","","","","","","","","","","",
"증권거래법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","3","5","9","4","1","3","2","3","","","","","","","","","","","",
"증권거래법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","135","105","76","71","37","18","19","3","","","","","","","","","","","",
"지방세법","계","범죄발생부터 인지까지의 기간[건]","건","422","369","138","18","7","4","3","3","","","","","","","","","","","",
"지방세법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","8","3","-","-","1","-","-","-","","","","","","","","","","","",
"지방세법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"지방세법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"지방세법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"지방세법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","5","-","-","-","-","-","-","-","","","","","","","","","","","",
"지방세법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","3","3","-","-","-","-","-","-","","","","","","","","","","","",
"지방세법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","12","5","5","1","-","-","-","-","","","","","","","","","","","",
"지방세법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","20","8","7","-","-","-","-","1","","","","","","","","","","","",
"지방세법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","50","50","2","-","-","-","-","-","","","","","","","","","","","",
"지방세법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","135","101","23","4","1","-","-","-","","","","","","","","","","","",
"지방세법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","189","199","101","13","5","4","3","2","","","","","","","","","","","",
"지하수법","계","범죄발생부터 인지까지의 기간[건]","건","18","16","11","23","13","21","21","22","","","","","","","","","","","",
"지하수법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","1","-","5","2","1","","","","","","","","","","","",
"지하수법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"지하수법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"지하수법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"지하수법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","1","-","-","-","-","","","","","","","","","","","",
"지하수법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","-","-","-","1","-","-","1","-","","","","","","","","","","","",
"지하수법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","-","1","-","-","-","1","2","1","","","","","","","","","","","",
"지하수법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","1","4","-","1","-","1","2","-","","","","","","","","","","","",
"지하수법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","5","2","5","7","3","4","3","4","","","","","","","","","","","",
"지하수법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","2","3","3","5","3","1","3","7","","","","","","","","","","","",
"지하수법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","10","6","3","7","7","9","8","9","","","","","","","","","","","",
"직업안정법","계","범죄발생부터 인지까지의 기간[건]","건","2500","1314","962","1550","758","1090","656","1083","872","525","406","473","391","343","208","148","190","1582","196",
"직업안정법","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","95","50","68","110","119","146","82","117","55","52","35","21","20","23","15","9","14","23","27",
"직업안정법","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","4","1","7","16","25","25","21","17","9","17","4","2","2","1","-","1","0","11","-",
"직업안정법","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","7","10","9","15","24","26","28","46","24","14","8","5","2","2","-","1","1","4","4",
"직업안정법","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","4","1","2","9","21","20","24","26","15","3","3","15","18","15","12","13","6","24","14",
"직업안정법","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","122","11","23","45","32","27","23","30","18","12","10","10","7","18","4","3","4","38","24",
"직업안정법","2일 이내","범죄발생부터 인지까지의 기간[건]","건","10","9","6","18","27","23","24","30","18","9","8","7","6","8","3","3","2","-","8",
"직업안정법","5일 이내","범죄발생부터 인지까지의 기간[건]","건","29","14","17","52","31","31","45","35","19","15","28","18","20","15","15","4","5","3","14",
"직업안정법","10일 이내","범죄발생부터 인지까지의 기간[건]","건","31","24","35","126","42","45","37","50","24","30","29","32","35","23","13","8","10","4","7",
"직업안정법","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","140","71","72","118","95","125","82","113","76","110","51","63","50","57","33","28","18","15","21",
"직업안정법","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","412","229","179","362","137","196","104","134","90","95","83","93","50","80","42","36","31","74","20",
"직업안정법","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","1646","894","544","679","205","426","186","485","524","168","147","207","181","101","71","42","99","1386","57",
"집회및시위에관한법률","계","범죄발생부터 인지까지의 기간[건]","건","690","609","897","708","413","705","581","411","411","520","531","260","192","225","282","307","399","402","397",
"집회및시위에관한법률","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","158","117","193","121","39","97","49","39","49","48","51","23","22","27","17","23","50","26","31",
"집회및시위에관한법률","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","11","17","16","11","8","21","10","10","11","12","7","1","5","4","2","2","3","5","2",
"집회및시위에관한법률","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","39","12","60","31","11","20","10","7","18","17","12","11","5","7","3","5","5","5","8",
