"죄종별","항목","단위","1990 년","1991 년","1992 년","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년",
"국교에 관한 죄","발생건수[건]","건","","1","","","","","","","","","","","","","","","","","","","",
"국교에 관한 죄","검거건수[건]","건","","1","","","","","","","","","","","","","","","","","","","",
"국교에 관한 죄","검거율[%]","%","","100","-","-","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"국교에 관한 죄","검거인원(계)[명]","명","","2","","1","","","","","","","","","","","","","","","","","",
"국교에 관한 죄","검거인원(남)[명]","명","","2","","1","","","","","","","","","","","","","","","","","",
"국교에 관한 죄","성년(계)[명]","명","","2","","1","","","","","","","","","","","","","","","","","",
"국교에 관한 죄","성년(남)[명]","명","","2","","1","","","","","","","","","","","","","","","","","",
"공안을 해하는 죄","발생건수[건]","건","8","8","3","8","16","23","9","12","20","15","23","18","16","10","7","6","12","11","13","9","7",
"공안을 해하는 죄","검거건수[건]","건","7","11","18","22","18","28","8","13","19","13","24","22","16","9","7","7","13","8","12","9","8",
"공안을 해하는 죄","검거율[%]","%","87.5","137.5","600","275","112.5","121.7","88.9","108.3","95","86.7","104.3","122.2","100","90","100","116.7","108.3","72.7","92.3","100","114.3",
"공안을 해하는 죄","검거인원(계)[명]","명","5","21","9","7","32","34","16","42","27","38","36","53","40","17","16","11","60","12","42","13","9",
"공안을 해하는 죄","검거인원(남)[명]","명","5","19","9","7","32","32","15","40","22","34","34","48","38","17","16","9","57","12","41","12","9",
"공안을 해하는 죄","검거인원(여)[명]","명","","2","","","","2","1","2","5","4","2","5","2","","","2","3","","1","1","",
"공안을 해하는 죄","성년(계)[명]","명","5","20","5","7","27","30","16","26","27","38","35","52","40","12","16","11","60","12","42","9","9",
"공안을 해하는 죄","성년(남)[명]","명","5","18","5","7","27","28","15","24","22","34","33","47","38","12","16","9","57","12","41","8","9",
"공안을 해하는 죄","성년(여)[명]","명","","2","","","","2","1","2","5","4","2","5","2","","","2","3","","1","1","",
"공안을 해하는 죄","미성년(계)[명]","명","","1","4","","5","4","","16","","","1","1","","5","","","","","","4","",
"공안을 해하는 죄","미성년(남)[명]","명","","1","4","","5","4","","16","","","1","1","","5","","","","","","4","",
"폭발물에 관한 죄","발생건수[건]","건","1","5","2","3","","","1","","1","1","","4","","1","","","","","1","","2",
"폭발물에 관한 죄","검거건수[건]","건","1","2","1","1","","","1","","1","","","3","","1","","","","","","","1",
"폭발물에 관한 죄","검거율[%]","%","100","40","50","33.3","-","","100","-","100","0","-","75","-","100","-","-","-","-","0","-","50",
"폭발물에 관한 죄","검거인원(계)[명]","명","5","1","","","","","1","1","1","","","3","","1","","","","","","","3",
"폭발물에 관한 죄","검거인원(남)[명]","명","5","1","","","","","","1","1","","","3","","1","","","","","","","3",
"폭발물에 관한 죄","검거인원(여)[명]","명","","","","","","","1","","","","","","","","","","","","","","",
"폭발물에 관한 죄","성년(계)[명]","명","2","1","","","","","1","1","1","","","2","","1","","","","","","","2",
"폭발물에 관한 죄","성년(남)[명]","명","2","1","","","","","","1","1","","","2","","1","","","","","","","2",
"폭발물에 관한 죄","성년(여)[명]","명","","","","","","","1","","","","","","","","","","","","","","",
"폭발물에 관한 죄","미성년(계)[명]","명","3","","","","","","","","","","","1","","","","","","","","","1",
"폭발물에 관한 죄","미성년(남)[명]","명","3","","","","","","","","","","","1","","","","","","","","","1",
"공무방해에 관한 죄","발생건수[건]","건","1510","1571","1173","1432","1729","1578","1724","1967","2212","2224","2344","2649","2701","2676","2517","2388","2638","3708","3910","3678","2943",
"공무방해에 관한 죄","검거건수[건]","건","1562","1590","1161","1440","1621","1490","1678","1910","2127","2128","2269","2634","2667","2581","2441","2325","2571","3628","3851","3646","2890",
"공무방해에 관한 죄","검거율[%]","%","103.4","101.2","99","100.6","93.8","94.4","97.3","97.1","96.2","95.7","96.8","99.4","98.7","96.4","97","97.4","97.5","97.8","98.5","99.1","98.2",
"공무방해에 관한 죄","검거인원(계)[명]","명","1914","2066","1546","1757","1758","1682","1983","2335","2495","2561","2810","3005","3202","3027","3246","2926","3603","4789","4963","4608","3937",
"공무방해에 관한 죄","검거인원(남)[명]","명","1799","1921","1478","1608","1561","1473","1772","2057","2215","2235","2502","2739","2915","2730","2934","2594","3050","4315","4354","4127","3517",
"공무방해에 관한 죄","검거인원(여)[명]","명","115","145","68","149","197","209","211","278","280","326","308","266","287","297","312","332","553","474","609","481","420",
"공무방해에 관한 죄","성년(계)[명]","명","1843","2028","1504","1716","1684","1632","1889","2222","2394","2445","2677","2858","3086","2941","3148","2892","3552","4704","4879","4531","3883",
"공무방해에 관한 죄","성년(남)[명]","명","1730","1883","1437","1568","1489","1423","1680","1953","2116","2120","2376","2594","2805","2649","2840","2566","3002","4239","4279","4059","3470",
"공무방해에 관한 죄","성년(여)[명]","명","113","145","67","148","195","209","209","269","278","325","301","264","281","292","308","326","550","465","600","472","413",
"공무방해에 관한 죄","미성년(계)[명]","명","71","38","42","41","74","50","94","113","101","116","133","147","116","86","98","34","51","85","84","77","54",
"공무방해에 관한 죄","미성년(남)[명]","명","69","38","41","40","72","50","92","104","99","115","126","145","110","81","94","28","48","76","75","68","47",
"공무방해에 관한 죄","미성년(여)[명]","명","2","","1","1","2","","2","9","2","1","7","2","6","5","4","6","3","9","9","9","7",
"공무방해에 관한 죄","법인체[개]","개","","","","","","","","1","","2","1","4","","","2","9","1","2","1","1","1",
"도주와 도주원조죄","발생건수[건]","건","3","1","3","5","4","6","4","1","9","1","","4","3","3","3","1","1","3","1","3","1",
"도주와 도주원조죄","검거건수[건]","건","4","","3","5","2","2","4","1","2","4","1","4","3","4","3","","","5","2","3","",
"도주와 도주원조죄","검거율[%]","%","133.3","0","100","100","50","33.3","100","100","22.2","400","100","100","100","133.3","100","0","0","166.7","200","100","0",
"도주와 도주원조죄","검거인원(계)[명]","명","4","2","4","13","2","1","3","","2","1","1","1","5","","5","","","5","2","5","1",
"도주와 도주원조죄","검거인원(남)[명]","명","4","1","4","13","2","1","3","","1","1","1","1","3","","5","","","2","","5","1",
"도주와 도주원조죄","검거인원(여)[명]","명","","1","","","","","","","1","","","","2","","","","","3","2","","",
"도주와 도주원조죄","성년(계)[명]","명","4","2","4","11","2","1","2","","2","1","1","","5","","5","","","5","2","3","1",
"도주와 도주원조죄","성년(남)[명]","명","4","1","4","11","2","1","2","","1","1","1","","3","","5","","","2","","3","1",
"도주와 도주원조죄","성년(여)[명]","명","","1","","","","","","","1","","","","2","","","","","3","2","","",
"도주와 도주원조죄","미성년(계)[명]","명","","","","2","","","1","","","","","1","","","","","","","","2","",
"도주와 도주원조죄","미성년(남)[명]","명","","","","2","","","1","","","","","1","","","","","","","","2","",
"범인은닉·범인도피죄","발생건수[건]","건","18","12","13","8","31","24","24","25","19","24","18","44","48","41","27","14","25","24","35","34","19",
"범인은닉·범인도피죄","검거건수[건]","건","18","17","18","10","35","26","22","27","25","25","26","48","44","44","26","16","16","25","33","36","18",
"범인은닉·범인도피죄","검거율[%]","%","100","141.7","138.5","125","112.9","108.3","91.7","108","131.6","104.2","144.4","109.1","91.7","107.3","96.3","114.3","64","104.2","94.3","105.9","94.7",
"범인은닉·범인도피죄","검거인원(계)[명]","명","35","26","35","19","68","59","67","57","73","58","68","122","143","116","110","61","64","71","81","98","85",
"범인은닉·범인도피죄","검거인원(남)[명]","명","27","21","29","18","58","49","56","49","59","43","57","88","100","90","87","47","42","56","66","80","62",
"범인은닉·범인도피죄","검거인원(여)[명]","명","8","5","6","1","10","10","11","8","14","15","11","34","43","26","23","14","22","15","15","18","23",
"범인은닉·범인도피죄","성년(계)[명]","명","35","23","34","16","64","50","61","48","68","47","62","110","131","106","106","60","61","64","79","94","83",
"범인은닉·범인도피죄","성년(남)[명]","명","27","21","28","15","54","40","51","43","54","33","51","78","88","83","83","46","39","50","64","76","60",
"범인은닉·범인도피죄","성년(여)[명]","명","8","2","6","1","10","10","10","5","14","14","11","32","43","23","23","14","22","14","15","18","23",
"범인은닉·범인도피죄","미성년(계)[명]","명","","3","1","3","4","9","6","9","5","11","6","12","12","10","4","1","3","7","2","4","2",
"범인은닉·범인도피죄","미성년(남)[명]","명","","","1","3","4","9","5","6","5","10","6","10","12","7","4","1","3","6","2","4","2",
"범인은닉·범인도피죄","미성년(여)[명]","명","","3","","","","","1","3","","1","","2","","3","","","","1","","","",
"위증죄","발생건수[건]","건","397","336","405","518","512","472","402","433","419","576","586","559","454","458","607","600","557","655","601","733","693",
"위증죄","검거건수[건]","건","395","354","396","511","481","441","378","411","384","542","538","521","431","431","500","490","465","535","456","529","518",
"위증죄","검거율[%]","%","99.5","105.4","97.8","98.6","93.9","93.4","94","94.9","91.6","94.1","91.8","93.2","94.9","94.1","82.4","81.7","83.5","81.7","75.9","72.2","74.7",
"위증죄","검거인원(계)[명]","명","488","457","535","672","613","583","477","521","519","731","691","693","583","553","827","769","700","847","781","879","849",
"위증죄","검거인원(남)[명]","명","369","367","416","510","448","439","324","379","374","518","506","516","441","400","630","572","530","610","586","655","640",
"위증죄","검거인원(여)[명]","명","119","90","119","162","165","144","153","142","145","213","185","177","142","153","197","197","170","237","195","224","209",
"위증죄","성년(계)[명]","명","486","455","535","671","612","582","476","521","516","730","691","693","582","552","824","767","700","846","781","877","849",
"위증죄","성년(남)[명]","명","367","365","416","510","448","438","324","379","372","517","506","516","441","400","629","571","530","610","586","654","640",
"위증죄","성년(여)[명]","명","119","90","119","161","164","144","152","142","144","213","185","177","141","152","195","196","170","236","195","223","209",
"위증죄","미성년(계)[명]","명","2","2","","1","1","1","1","","3","1","","","1","1","3","2","","1","","2","",
"위증죄","미성년(남)[명]","명","2","2","","","","1","","","2","1","","","","","1","1","","","","1","",
"위증죄","미성년(여)[명]","명","","","","1","1","","1","","1","","","","1","1","2","1","","1","","1","",
"위증죄","법인체[개]","개","","","","","","","","","","1","","","","","1","1","","3","","","",
"허위감정·증거인멸은닉·증인은닉죄","발생건수[건]","건","","","","","17","27","11","14","14","16","15","16","15","10","7","13","12","17","11","19","20",
"허위감정·증거인멸은닉·증인은닉죄","검거건수[건]","건","","","","","16","27","12","13","13","15","16","16","14","11","7","11","12","13","12","16","21",
"허위감정·증거인멸은닉·증인은닉죄","검거율[%]","%","","","","","94.1","100","109.1","92.9","92.9","93.8","106.7","100","93.3","110","100","84.6","100","76.5","109.1","84.2","105",
"허위감정·증거인멸은닉·증인은닉죄","검거인원(계)[명]","명","","","","","32","45","16","15","21","15","23","24","27","19","11","19","26","26","21","25","53",
"허위감정·증거인멸은닉·증인은닉죄","검거인원(남)[명]","명","","","","","29","37","15","14","20","15","21","22","22","18","10","18","26","23","18","24","50",
"허위감정·증거인멸은닉·증인은닉죄","검거인원(여)[명]","명","","","","","3","8","1","1","1","","2","2","5","1","1","1","","3","3","1","3",
"허위감정·증거인멸은닉·증인은닉죄","성년(계)[명]","명","","","","","29","44","14","15","21","15","20","24","27","19","11","19","26","26","21","25","53",
"허위감정·증거인멸은닉·증인은닉죄","성년(남)[명]","명","","","","","26","36","14","14","20","15","18","22","22","18","10","18","26","23","18","24","50",
"허위감정·증거인멸은닉·증인은닉죄","성년(여)[명]","명","","","","","3","8","","1","1","","2","2","5","1","1","1","","3","3","1","3",
"허위감정·증거인멸은닉·증인은닉죄","미성년(계)[명]","명","","","","","3","1","2","","","","3","","","","","","","","","","",
"허위감정·증거인멸은닉·증인은닉죄","미성년(남)[명]","명","","","","","3","1","1","","","","3","","","","","","","","","","",
"허위감정·증거인멸은닉·증인은닉죄","미성년(여)[명]","명","","","","","","","1","","","","","","","","","","","","","","",
"허위감정·증거인멸은닉·증인은닉죄","법인체[개]","개","","","","","","","","","","","","","","","","1","1","","","","",
"무고의 죄","발생건수[건]","건","","","","","428","439","395","414","368","456","559","538","472","494","624","652","672","620","594","749","806",
"무고의 죄","검거건수[건]","건","","","","","404","416","371","402","337","424","518","500","422","457","541","551","559","544","487","613","640",
"무고의 죄","검거율[%]","%","","","","","94.4","94.8","93.9","97.1","91.6","93","92.7","92.9","89.4","92.5","86.7","84.5","83.2","87.7","82","81.8","79.4",
"무고의 죄","검거인원(계)[명]","명","","","","","575","552","552","571","538","701","783","736","654","704","1007","994","1017","1003","940","1252","1204",
"무고의 죄","검거인원(남)[명]","명","","","","","408","362","344","380","373","491","549","486","422","479","763","691","680","673","698","849","845",
"무고의 죄","검거인원(여)[명]","명","","","","","167","190","208","191","165","210","234","250","232","225","244","303","337","330","242","403","359",
"무고의 죄","성년(계)[명]","명","","","","","569","547","550","568","538","700","777","728","647","698","1000","992","1015","1001","938","1241","1200",
"무고의 죄","성년(남)[명]","명","","","","","406","359","342","379","373","491","547","482","421","477","759","691","680","671","698","842","843",
"무고의 죄","성년(여)[명]","명","","","","","163","188","208","189","165","209","230","246","226","221","241","301","335","330","240","399","357",
"무고의 죄","미성년(계)[명]","명","","","","","6","5","2","3","","1","6","8","7","6","7","2","2","2","2","11","4",
"무고의 죄","미성년(남)[명]","명","","","","","2","3","2","1","","","2","4","1","2","4","","","2","","7","2",
"무고의 죄","미성년(여)[명]","명","","","","","4","2","","2","","1","4","4","6","4","3","2","2","","2","4","2",
"무고의 죄","법인체[개]","개","","","","","","","","","","","1","3","","1","3","6","3","","2","5","3",
"특가법(무고)","발생건수[건]","건","","","","","","","","1","","","","","","","","","","2","","","",
"특가법(무고)","검거건수[건]","건","","","","","","","","","","","","","","","","","","2","","","",
"특가법(무고)","검거율[%]","%","","","","","-","","-","0","-","-","-","-","-","-","-","-","-","100","-","-","-",
"특가법(무고)","검거인원(계)[명]","명","","","","","1","","","","","1","","","","","","","","2","","","",
"특가법(무고)","검거인원(남)[명]","명","","","","","1","","","","","1","","","","","","","","2","","","",
"특가법(무고)","성년(계)[명]","명","","","","","1","","","","","1","","","","","","","","2","","","",
"특가법(무고)","성년(남)[명]","명","","","","","1","","","","","1","","","","","","","","2","","","",
"신앙에 관한 죄","발생건수[건]","건","15","12","7","6","6","9","7","14","9","10","12","14","17","29","16","16","8","22","14","11","13",
"신앙에 관한 죄","검거건수[건]","건","15","12","5","5","5","7","6","15","10","8","12","13","16","26","23","32","25","27","21","15","19",
"신앙에 관한 죄","검거율[%]","%","100","100","71.4","83.3","83.3","77.8","85.7","107.1","111.1","80","100","92.9","94.1","89.7","143.8","200","312.5","122.7","150","136.4","146.2",
"신앙에 관한 죄","검거인원(계)[명]","명","26","18","14","14","12","16","21","58","44","18","17","37","48","218","196","106","46","99","48","44","70",
"신앙에 관한 죄","검거인원(남)[명]","명","14","9","13","9","12","12","13","39","29","13","10","26","34","122","128","78","37","75","44","35","59",
"신앙에 관한 죄","검거인원(여)[명]","명","12","9","1","5","","4","8","19","15","5","7","11","14","96","68","28","9","24","4","9","11",
"신앙에 관한 죄","성년(계)[명]","명","26","17","14","14","11","16","21","58","44","18","17","37","48","215","196","104","46","99","48","44","70",
"신앙에 관한 죄","성년(남)[명]","명","14","9","13","9","11","12","13","39","29","13","10","26","34","120","128","77","37","75","44","35","59",
"신앙에 관한 죄","성년(여)[명]","명","12","8","1","5","","4","8","19","15","5","7","11","14","95","68","27","9","24","4","9","11",
"신앙에 관한 죄","미성년(계)[명]","명","","1","","","1","","","","","","","","","3","","2","","","","","",
"신앙에 관한 죄","미성년(남)[명]","명","","","","","1","","","","","","","","","2","","1","","","","","",
"신앙에 관한 죄","미성년(여)[명]","명","","1","","","","","","","","","","","","1","","1","","","","","",
"신앙에 관한 죄","법인체[개]","개","","","","","","","","","","","","","","","","1","","","","","",
"실화 및 업무상실화죄","발생건수[건]","건","789","834","618","562","600","563","536","531","390","431","739","1080","922","843","382","356","314","268","286","259","317",
"실화 및 업무상실화죄","검거건수[건]","건","392","429","286","292","336","301","303","262","206","226","272","260","222","218","182","212","203","184","210","205","200",
"실화 및 업무상실화죄","검거율[%]","%","49.7","51.4","46.3","52","56","53.5","56.5","49.3","52.8","52.4","36.8","24.1","24.1","25.9","47.6","59.6","64.6","68.7","73.4","79.2","63.1",
"실화 및 업무상실화죄","검거인원(계)[명]","명","378","478","313","315","374","336","316","285","217","256","297","275","240","250","265","293","267","239","266","240","238",
"실화 및 업무상실화죄","검거인원(남)[명]","명","316","413","256","263","310","275","239","215","182","207","231","223","190","204","212","247","217","191","214","199","184",
"실화 및 업무상실화죄","검거인원(여)[명]","명","62","65","57","52","64","61","77","70","35","49","66","52","50","46","53","46","50","48","52","41","54",
"실화 및 업무상실화죄","성년(계)[명]","명","340","425","281","286","337","298","296","269","202","244","288","264","224","239","261","285","251","226","250","226","232",
"실화 및 업무상실화죄","성년(남)[명]","명","282","365","231","239","278","240","224","204","169","195","223","214","178","193","211","241","203","178","198","186","178",
"실화 및 업무상실화죄","성년(여)[명]","명","58","60","50","47","59","58","72","65","33","49","65","50","46","46","50","44","48","48","52","40","54",
"실화 및 업무상실화죄","미성년(계)[명]","명","38","53","32","29","37","38","20","16","15","12","9","11","16","11","4","8","16","13","16","14","6",
"실화 및 업무상실화죄","미성년(남)[명]","명","34","48","25","24","32","35","15","11","13","12","8","9","12","11","1","6","14","13","16","13","6",
"실화 및 업무상실화죄","미성년(여)[명]","명","4","5","7","5","5","3","5","5","2","","1","2","4","","3","2","2","","","1","",
"일수와 수리에 관한 죄","발생건수[건]","건","","","2","","1","1","1","","3","","","","1","1","","","1","1","","1","1",
"일수와 수리에 관한 죄","검거건수[건]","건","1","","1","","1","2","1","","2","","1","","1","1","","","1","1","","1","1",
"일수와 수리에 관한 죄","검거율[%]","%","","","50","-","100","200","100","-","66.7","-","100","-","100","100","-","-","100","100","-","100","100",
"일수와 수리에 관한 죄","검거인원(계)[명]","명","1","1","2","1","1","2","","","5","","","","1","1","","","1","1","3","2","1",
"일수와 수리에 관한 죄","검거인원(남)[명]","명","1","1","2","1","1","1","","","5","","","","1","1","","","","1","3","1","1",
"일수와 수리에 관한 죄","검거인원(여)[명]","명","","","","","","1","","","","","","","","","","","1","","","1","",
"일수와 수리에 관한 죄","성년(계)[명]","명","1","1","2","1","1","2","","","5","","","","1","1","","","1","1","3","2","1",
"일수와 수리에 관한 죄","성년(남)[명]","명","1","1","2","1","1","1","","","5","","","","1","1","","","","1","3","1","1",
"일수와 수리에 관한 죄","성년(여)[명]","명","","","","","","1","","","","","","","","","","","1","","","1","",
"교통 방해의 죄","발생건수[건]","건","10","13","8","23","68","16","33","33","41","68","66","76","55","113","92","108","93","164","218","235","146",
"교통 방해의 죄","검거건수[건]","건","10","13","7","22","75","18","31","36","38","68","64","73","56","116","98","110","95","163","222","233","145",
"교통 방해의 죄","검거율[%]","%","100","100","87.5","95.7","110.3","112.5","93.9","109.1","92.7","100","97","96.1","101.8","102.7","106.5","101.9","102.2","99.4","101.8","99.1","99.3",
"교통 방해의 죄","검거인원(계)[명]","명","16","13","8","50","86","25","28","43","44","72","80","110","68","146","127","158","132","326","426","408","243",
"교통 방해의 죄","검거인원(남)[명]","명","15","12","6","45","78","24","25","41","42","68","68","100","66","126","118","147","127","297","377","357","213",
"교통 방해의 죄","검거인원(여)[명]","명","1","1","2","5","8","1","3","2","2","4","12","10","2","20","9","11","5","29","49","51","30",
"교통 방해의 죄","성년(계)[명]","명","16","13","8","50","53","24","28","42","41","67","77","85","68","144","127","158","122","307","423","402","232",
"교통 방해의 죄","성년(남)[명]","명","15","12","6","45","48","23","25","40","39","63","65","76","66","124","118","147","117","279","374","351","202",
"교통 방해의 죄","성년(여)[명]","명","1","1","2","5","5","1","3","2","2","4","12","9","2","20","9","11","5","28","49","51","30",
"교통 방해의 죄","미성년(계)[명]","명","","","","","33","1","","1","3","5","3","25","","2","","","10","19","3","6","11",
"교통 방해의 죄","미성년(남)[명]","명","","","","","30","1","","1","3","5","3","24","","2","","","10","18","3","6","11",
"교통 방해의 죄","미성년(여)[명]","명","","","","","3","","","","","","","1","","","","","","1","","","",
"교통 방해의 죄","법인체[개]","개","","","","","","","1","","","","","","","","","1","","","5","1","",
"음용수에 관한 죄","발생건수[건]","건","32","6","4","11","3","3","2","4","2","9","10","7","3","3","4","1","","3","2","2","4",
"음용수에 관한 죄","검거건수[건]","건","31","9","3","10","3","3","","2","3","9","10","7","3","3","3","","","4","2","2","3",
"음용수에 관한 죄","검거율[%]","%","96.9","150","75","90.9","100","100","0","50","150","100","100","100","100","100","75","0","-","133.3","100","100","75",
"음용수에 관한 죄","검거인원(계)[명]","명","27","10","6","11","3","3","2","3","3","10","14","8","4","4","4","2","","5","3","7","2",
"음용수에 관한 죄","검거인원(남)[명]","명","26","9","6","11","3","3","2","2","3","6","12","8","3","3","3","2","","4","2","7","2",
"음용수에 관한 죄","검거인원(여)[명]","명","1","1","","","","","","1","","4","2","","1","1","1","","","1","1","","",
"음용수에 관한 죄","성년(계)[명]","명","27","10","6","11","3","3","2","3","3","10","14","8","4","4","4","2","","5","3","7","2",
"음용수에 관한 죄","성년(남)[명]","명","26","9","6","11","3","3","2","2","3","6","12","8","3","3","3","2","","4","2","7","2",
"음용수에 관한 죄","성년(여)[명]","명","1","1","","","","","","1","","4","2","","1","1","1","","","1","1","","",
"음용수에 관한 죄","법인체[개]","개","","","","","","","","","","","","1","","","","","","","","","",
"아편·몰핀에 관한 죄","발생건수[건]","건","","","","","","","","","","","","1","","","","","","","","","",
"아편·몰핀에 관한 죄","검거건수[건]","건","","","","","","","","","","","","1","","","","","","","","","",
"아편·몰핀에 관한 죄","검거율[%]","%","","","","","-","","-","-","-","-","-","100","-","-","-","-","-","-","-","-","-",
"아편·몰핀에 관한 죄","검거인원(계)[명]","명","","","","","2","","","","","","","","","","","","","","","","",
"아편·몰핀에 관한 죄","검거인원(남)[명]","명","","","","","2","","","","","","","","","","","","","","","","",
"아편·몰핀에 관한 죄","성년(계)[명]","명","","","","","2","","","","","","","","","","","","","","","","",
"아편·몰핀에 관한 죄","성년(남)[명]","명","","","","","2","","","","","","","","","","","","","","","","",
"과실사상의 죄","발생건수[건]","건","","","","","784","689","728","674","631","595","717","734","662","761","727","659","672","673","658","749","844",
"과실사상의 죄","검거건수[건]","건","","","","","766","683","729","670","628","603","701","697","655","741","713","668","687","672","659","747","810",
"과실사상의 죄","검거율[%]","%","","","","","97.7","99.1","100.1","99.4","99.5","101.3","97.8","95","98.9","97.4","98.1","101.4","102.2","99.9","100.2","99.7","96",
"과실사상의 죄","검거인원(계)[명]","명","","","","","1072","986","1002","947","897","837","954","944","928","1021","1053","922","978","942","895","1071","1128",
"과실사상의 죄","검거인원(남)[명]","명","","","","","991","864","887","841","805","721","821","817","805","887","906","786","796","807","760","889","914",
"과실사상의 죄","검거인원(여)[명]","명","","","","","81","122","115","106","92","116","133","127","123","134","147","136","182","135","135","182","214",
"과실사상의 죄","성년(계)[명]","명","","","","","1048","967","981","932","892","812","926","926","908","1009","1041","902","957","933","881","1061","1106",
"과실사상의 죄","성년(남)[명]","명","","","","","972","847","875","826","801","699","797","802","789","878","895","770","778","802","749","880","895",
"과실사상의 죄","성년(여)[명]","명","","","","","76","120","106","106","91","113","129","124","119","131","146","132","179","131","132","181","211",
"과실사상의 죄","미성년(계)[명]","명","","","","","24","19","21","15","5","25","28","18","20","12","12","20","21","9","14","10","22",
"과실사상의 죄","미성년(남)[명]","명","","","","","19","17","12","15","4","22","24","15","16","9","11","16","18","5","11","9","19",
"과실사상의 죄","미성년(여)[명]","명","","","","","5","2","9","","1","3","4","3","4","3","1","4","3","4","3","1","3",
"과실사상의 죄","법인체[개]","개","","","","","3","2","3","4","2","1","5","6","7","5","4","6","2","1","5","8","2",
"낙태의 죄","발생건수[건]","건","","","","","6","1","2","7","4","3","4","7","4","2","6","3","5","2","4","3","9",
"낙태의 죄","검거건수[건]","건","","","","","4","1","1","7","4","4","4","7","3","2","5","3","5","2","3","4","10",
"낙태의 죄","검거율[%]","%","","","","","66.7","100","50","100","100","133.3","100","100","75","100","83.3","100","100","100","75","133.3","111.1",
"낙태의 죄","검거인원(계)[명]","명","","","","","7","1","3","10","6","7","6","16","4","5","10","13","14","2","6","6","21",
"낙태의 죄","검거인원(남)[명]","명","","","","","4","","","3","2","3","1","6","1","2","4","5","6","1","3","2","10",
"낙태의 죄","검거인원(여)[명]","명","","","","","3","1","3","7","4","4","5","10","3","3","6","8","8","1","3","4","11",
"낙태의 죄","성년(계)[명]","명","","","","","7","1","3","10","6","7","6","16","4","4","10","9","13","2","6","6","21",
"낙태의 죄","성년(남)[명]","명","","","","","4","","","3","2","3","1","6","1","2","4","3","6","1","3","2","10",
"낙태의 죄","성년(여)[명]","명","","","","","3","1","3","7","4","4","5","10","3","2","6","6","7","1","3","4","11",
"낙태의 죄","미성년(계)[명]","명","","","","","","","","","","","","","","1","","4","1","","","","",
"낙태의 죄","미성년(남)[명]","명","","","","","","","","","","","","","","","","2","","","","","",
"낙태의 죄","미성년(여)[명]","명","","","","","","","","","","","","","","1","","2","1","","","","",
"유기의 죄","발생건수[건]","건","20","17","19","25","28","26","15","18","14","34","40","60","37","50","42","30","33","25","27","21","26",
"유기의 죄","검거건수[건]","건","12","13","13","17","21","20","13","14","11","13","20","24","14","23","25","16","20","20","18","18","18",
"유기의 죄","검거율[%]","%","60","76.5","68.4","68","75","76.9","86.7","77.8","78.6","38.2","50","40","37.8","46","59.5","53.3","60.6","80","66.7","85.7","69.2",
"유기의 죄","검거인원(계)[명]","명","10","19","21","21","25","25","18","21","14","23","25","25","21","35","44","23","35","41","29","30","38",
"유기의 죄","검거인원(남)[명]","명","6","14","8","12","11","14","6","11","8","13","11","4","7","20","25","7","14","14","10","9","22",
"유기의 죄","검거인원(여)[명]","명","4","5","13","9","14","11","12","10","6","10","14","21","14","15","19","16","21","27","19","21","16",
"유기의 죄","성년(계)[명]","명","10","16","21","19","23","24","16","20","14","21","23","22","19","32","41","22","35","40","28","29","36",
"유기의 죄","성년(남)[명]","명","6","11","8","11","11","14","6","11","8","13","10","4","7","19","24","7","14","14","10","9","21",
"유기의 죄","성년(여)[명]","명","4","5","13","8","12","10","10","9","6","8","13","18","12","13","17","15","21","26","18","20","15",
"유기의 죄","미성년(계)[명]","명","","3","","2","2","1","2","1","","2","2","3","2","3","3","1","","1","1","1","2",
"유기의 죄","미성년(남)[명]","명","","3","","1","","","","","","","1","","","1","1","","","","","","1",
"유기의 죄","미성년(여)[명]","명","","","","1","2","1","2","1","","2","1","3","2","2","2","1","","1","1","1","1",
"명예에 관한 죄","발생건수[건]","건","448","404","472","593","730","685","668","719","667","945","1285","1362","1285","1207","1716","1814","1785","2110","2732","3348","3121",
"명예에 관한 죄","검거건수[건]","건","390","360","418","559","659","623","608","657","603","843","1141","1207","1144","1119","1485","1593","1532","1921","2478","3072","2778",
"명예에 관한 죄","검거율[%]","%","87.1","89.1","88.6","94.3","90.3","90.9","91","91.4","90.4","89.2","88.8","88.6","89","92.7","86.5","87.8","85.8","91","90.7","91.8","89",
"명예에 관한 죄","검거인원(계)[명]","명","548","517","610","836","1014","1004","896","988","936","1294","1933","1890","1800","1682","2707","3140","2898","3447","3865","4773","4488",
"명예에 관한 죄","검거인원(남)[명]","명","374","368","406","592","679","634","569","618","621","895","1342","1270","1252","1129","1995","2310","2069","2567","2927","3689","3397",
"명예에 관한 죄","검거인원(여)[명]","명","174","149","204","244","335","370","327","370","315","399","591","620","548","553","712","830","829","880","938","1084","1091",
"명예에 관한 죄","성년(계)[명]","명","544","516","605","832","1010","1003","892","979","932","1282","1925","1869","1789","1679","2691","3132","2890","3413","3839","4730","4442",
"명예에 관한 죄","성년(남)[명]","명","371","367","403","590","676","634","565","612","618","885","1340","1259","1248","1127","1987","2308","2064","2546","2909","3661","3366",
