"죄종별","항목","단위","1990 년","1991 년","1992 년","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년",
"윤락행위등방지법","미성년(남)[명]","명","2","5","1","","1","1","3","4","7","5","3","16","12","13","6","","","","","","",
"윤락행위등방지법","미성년(여)[명]","명","4","6","2","5","3","5","86","163","161","176","138","118","54","39","32","","","","","","",
"윤락행위등방지법","법인체[개]","개","","","","","","","","","","1","","","","1","1","","","","","","",
"음반 및 비디오물에 관한 법률","발생건수[건]","건","","","","","318","429","511","379","474","534","158","24","4","13","3617","","","","","","",
"음반 및 비디오물에 관한 법률","검거건수[건]","건","","","","","313","434","514","391","470","527","173","25","","21","3579","","","","","","",
"음반 및 비디오물에 관한 법률","검거율[%]","%","","","","","98.4","101.2","100.6","103.2","99.2","98.7","109.5","104.2","0","161.5","98.9","","","","","","",
"음반 및 비디오물에 관한 법률","검거인원(계)[명]","명","","","","","326","469","556","454","561","710","213","29","","19","4424","","","","","","",
"음반 및 비디오물에 관한 법률","검거인원(남)[명]","명","","","","","233","382","448","363","512","608","173","26","","18","2972","","","","","","",
"음반 및 비디오물에 관한 법률","검거인원(여)[명]","명","","","","","93","87","108","91","49","102","40","3","","1","1452","","","","","","",
"음반 및 비디오물에 관한 법률","성년(계)[명]","명","","","","","316","445","526","418","412","601","189","27","","19","4408","","","","","","",
"음반 및 비디오물에 관한 법률","성년(남)[명]","명","","","","","223","358","418","328","363","500","151","24","","18","2958","","","","","","",
"음반 및 비디오물에 관한 법률","성년(여)[명]","명","","","","","93","87","108","90","49","101","38","3","","1","1450","","","","","","",
"음반 및 비디오물에 관한 법률","미성년(계)[명]","명","","","","","10","24","30","36","149","109","24","2","","","16","","","","","","",
"음반 및 비디오물에 관한 법률","미성년(남)[명]","명","","","","","10","24","30","35","149","108","22","2","","","14","","","","","","",
"음반 및 비디오물에 관한 법률","미성년(여)[명]","명","","","","","","","","1","","1","2","","","","2","","","","","","",
"음반 및 비디오물에 관한 법률","법인체[개]","개","","","","","","","","5","1","7","","","","","3","","","","","","",
"음반·비디오물 및 게임물에 관한법률","발생건수[건]","건","","","","","","","","","","","","","","","","3095","5199","238","17","8","9",
"음반·비디오물 및 게임물에 관한법률","검거건수[건]","건","","","","","","","","","","","","","","","","3050","5130","226","19","6","8",
"음반·비디오물 및 게임물에 관한법률","검거율[%]","%","","","","","","","","","","","","","","","","98.5","98.7","95","111.8","75","88.9",
"음반·비디오물 및 게임물에 관한법률","검거인원(계)[명]","명","","","","","","","","","","","","","","","","3584","7920","413","52","13","24",
"음반·비디오물 및 게임물에 관한법률","검거인원(남)[명]","명","","","","","","","","","","","","","","","","2550","6232","339","45","8","18",
"음반·비디오물 및 게임물에 관한법률","검거인원(여)[명]","명","","","","","","","","","","","","","","","","1034","1688","74","7","5","6",
"음반·비디오물 및 게임물에 관한법률","성년(계)[명]","명","","","","","","","","","","","","","","","","3570","7856","412","52","13","24",
"음반·비디오물 및 게임물에 관한법률","성년(남)[명]","명","","","","","","","","","","","","","","","","2536","6198","339","45","8","18",
"음반·비디오물 및 게임물에 관한법률","성년(여)[명]","명","","","","","","","","","","","","","","","","1034","1658","73","7","5","6",
"음반·비디오물 및 게임물에 관한법률","미성년(계)[명]","명","","","","","","","","","","","","","","","","14","64","1","","","",
"음반·비디오물 및 게임물에 관한법률","미성년(남)[명]","명","","","","","","","","","","","","","","","","14","34","","","","",
"음반·비디오물 및 게임물에 관한법률","미성년(여)[명]","명","","","","","","","","","","","","","","","","","30","1","","","",
"음반·비디오물 및 게임물에 관한법률","법인체[개]","개","","","","","","","","","","","","","","","","7","26","4","2","1","",
"음반에관한법률","발생건수[건]","건","760","1239","321","293","13","19","12","16","4","116","72","","3","","","","","","","","",
"음반에관한법률","검거건수[건]","건","759","1241","320","290","12","21","12","5","2","109","67","","4","","","","","","","","",
"음반에관한법률","검거율[%]","%","99.9","100.2","99.7","99","92.3","110.5","100","31.3","50","94","93.1","-","133.3","-","","","","","","","",
"음반에관한법률","검거인원(계)[명]","명","753","1293","326","315","15","13","8","7","1","106","64","","3","","","","","","","","",
"음반에관한법률","검거인원(남)[명]","명","600","958","246","255","13","11","6","4","","80","51","","2","","","","","","","","",
"음반에관한법률","검거인원(여)[명]","명","153","335","80","60","2","2","2","3","1","26","13","","1","","","","","","","","",
"음반에관한법률","성년(계)[명]","명","748","1283","319","299","15","13","8","7","1","105","64","","3","","","","","","","","",
"음반에관한법률","성년(남)[명]","명","595","948","240","239","13","11","6","4","","79","51","","2","","","","","","","","",
"음반에관한법률","성년(여)[명]","명","153","335","79","60","2","2","2","3","1","26","13","","1","","","","","","","","",
"음반에관한법률","미성년(계)[명]","명","5","10","7","16","","","","","","1","","","","","","","","","","","",
"음반에관한법률","미성년(남)[명]","명","5","10","6","16","","","","","","1","","","","","","","","","","","",
"음반에관한법률","미성년(여)[명]","명","","","1","","","","","","","","","","","","","","","","","","",
"음악산업진흥에 관한 법률","발생건수[건]","건","","","","","","","","","","","","","","","","","285","1287","1436","1855","1624",
"음악산업진흥에 관한 법률","검거건수[건]","건","","","","","","","","","","","","","","","","","283","1285","1421","1839","1613",
"음악산업진흥에 관한 법률","검거율[%]","%","","","","","","","","","","","","","","","","","99.3","99.8","99","99.1","99.3",
"음악산업진흥에 관한 법률","검거인원(계)[명]","명","","","","","","","","","","","","","","","","","436","2528","2781","4179","4186",
"음악산업진흥에 관한 법률","검거인원(남)[명]","명","","","","","","","","","","","","","","","","","158","671","694","1018","961",
"음악산업진흥에 관한 법률","검거인원(여)[명]","명","","","","","","","","","","","","","","","","","278","1857","2087","3161","3225",
"음악산업진흥에 관한 법률","성년(계)[명]","명","","","","","","","","","","","","","","","","","431","2498","2764","4143","4131",
"음악산업진흥에 관한 법률","성년(남)[명]","명","","","","","","","","","","","","","","","","","158","668","690","1014","952",
"음악산업진흥에 관한 법률","성년(여)[명]","명","","","","","","","","","","","","","","","","","273","1830","2074","3129","3179",
"음악산업진흥에 관한 법률","미성년(계)[명]","명","","","","","","","","","","","","","","","","","5","30","17","36","55",
"음악산업진흥에 관한 법률","미성년(남)[명]","명","","","","","","","","","","","","","","","","","","3","4","4","9",
"음악산업진흥에 관한 법률","미성년(여)[명]","명","","","","","","","","","","","","","","","","","5","27","13","32","46",
"음악산업진흥에 관한 법률","법인체[개]","개","","","","","","","","","","","","","","","","","1","1","","2","",
"의료기기법","발생건수[건]","건","","","","","","","","","","","","","","","27","209","179","148","202","214","239",
"의료기기법","검거건수[건]","건","","","","","","","","","","","","","","","23","188","172","135","202","199","236",
"의료기기법","검거율[%]","%","","","","","","","","","","","","","","","85.2","90","96.1","91.2","100","93","98.7",
"의료기기법","검거인원(계)[명]","명","","","","","","","","","","","","","","","37","236","296","205","223","231","302",
"의료기기법","검거인원(남)[명]","명","","","","","","","","","","","","","","","29","194","254","163","179","177","244",
"의료기기법","검거인원(여)[명]","명","","","","","","","","","","","","","","","8","42","42","42","44","54","58",
"의료기기법","성년(계)[명]","명","","","","","","","","","","","","","","","37","236","296","205","223","231","302",
"의료기기법","성년(남)[명]","명","","","","","","","","","","","","","","","29","194","254","163","179","177","244",
"의료기기법","성년(여)[명]","명","","","","","","","","","","","","","","","8","42","42","42","44","54","58",
"의료기기법","법인체[개]","개","","","","","","","","","","","","","","","5","39","40","27","29","37","36",
"의료법","발생건수[건]","건","141","171","129","173","129","91","81","106","108","207","206","269","363","371","631","549","499","422","628","1093","498",
"의료법","검거건수[건]","건","137","167","138","181","125","90","78","105","110","199","195","266","360","367","628","542","477","413","619","1088","493",
"의료법","검거율[%]","%","97.2","97.7","107","104.6","96.9","98.9","96.3","99.1","101.9","96.1","94.7","98.9","99.2","98.9","99.5","98.7","95.6","97.9","98.6","99.5","99",
