"범죄별","검거단서별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"오수?분뇨및축산폐수의처리에관한법률","신문","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","불심검문","범죄의 검거 단서[건]","건","-","3","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","탐문정보","범죄의 검거 단서[건]","건","36","309","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","안면식별","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","변사체","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","범죄수법","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","검사지휘","범죄의 검거 단서[건]","건","3","-","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","타기관에서 이송","범죄의 검거 단서[건]","건","-","1","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","범행도구등 발견","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","장물","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","전과조회","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","기타","범죄의 검거 단서[건]","건","163","126","26","7","1","-","-","-","","","","","","","","","","","",
"예비군법","계","범죄의 검거 단서[건]","건","14469","14114","12323","12742","9064","8661","10725","12601","12332","12439","9862","7672","6814","5952","1613","299","943","2525","4096",
"예비군법","현행범","범죄의 검거 단서[건]","건","7","7","5","7","1","1","2","5","1","1","1","2","2","3","1","-","0","-","2",
"예비군법","피해자신고","범죄의 검거 단서[건]","건","3","4","2","4","4","2","3","7","8","7","2","7","4","5","1","1","3","7","16",
"예비군법","고소","범죄의 검거 단서[건]","건","117","96","92","116","69","79","89","108","109","109","86","69","83","75","29","1","9","19","33",
"예비군법","고발","범죄의 검거 단서[건]","건","13359","13303","11678","12079","8559","8382","10327","12147","11929","11989","9518","7426","6566","5730","1500","268","881","2388","3899",
"예비군법","자수","범죄의 검거 단서[건]","건","206","108","80","64","24","20","31","26","22","14","3","5","5","4","1","1","1","2","8",
"예비군법","민간체포","범죄의 검거 단서[건]","건","1","-","-","-","-","-","1","-","-","-","-","1","-","1","-","-","0","-","-",
"예비군법","진정투서","범죄의 검거 단서[건]","건","1","1","-","2","2","1","4","2","2","32","30","9","6","3","4","1","1","3","4",
"예비군법","타인신고","범죄의 검거 단서[건]","건","2","6","4","6","3","2","10","7","5","10","10","2","1","8","4","4","3","4","5",
"예비군법","신문","범죄의 검거 단서[건]","건","5","4","3","4","-","-","2","-","4","-","1","","-","-","-","-","0","-","2",
"예비군법","불심검문","범죄의 검거 단서[건]","건","353","315","214","223","100","31","20","59","25","37","18","13","8","3","1","1","1","2","2",
"예비군법","탐문정보","범죄의 검거 단서[건]","건","19","20","23","14","8","5","12","15","16","24","30","17","8","4","7","-","1","6","10",
"예비군법","안면식별","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"예비군법","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","1","-","-","-","-","","-","-","-","-","0","-","-",
"예비군법","변사체","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","2","-","-","-","","-","-","1","1","0","1","-",
"예비군법","범죄수법","범죄의 검거 단서[건]","건","1","-","-","-","-","-","-","-","-","1","-","","-","-","-","-","0","-","-",
"예비군법","발자국","범죄의 검거 단서[건]","건","-","1","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"예비군법","검사지휘","범죄의 검거 단서[건]","건","37","14","9","16","31","10","10","10","2","9","4","1","3","3","2","-","0","-","-",
"예비군법","타기관에서 이송","범죄의 검거 단서[건]","건","10","4","5","1","6","1","3","4","7","3","2","3","2","3","3","3","5","1","4",
"예비군법","범행도구등 발견","범죄의 검거 단서[건]","건","-","-","-","2","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"예비군법","장물","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"예비군법","전과조회","범죄의 검거 단서[건]","건","5","3","7","-","2","-","1","2","3","5","3","2","1","1","-","2","1","-","2",
"예비군법","기타","범죄의 검거 단서[건]","건","343","228","201","204","255","127","209","207","195","198","154","115","125","109","59","16","37","92","109",
"예비군법","미상","범죄의 검거 단서[건]","건","","","","","","","","","4","","","","","","","","","","",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","계","범죄의 검거 단서[건]","건","736","1040","1281","871","551","763","417","624","787","830","916","614","309","187","125","122","135","116","142",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","현행범","범죄의 검거 단서[건]","건","88","65","42","36","5","6","1","13","8","11","7","3","-","1","2","-","0","-","1",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","피해자신고","범죄의 검거 단서[건]","건","5","8","8","3","2","4","2","3","1","2","-","1","1","2","1","1","1","2","4",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","고소","범죄의 검거 단서[건]","건","5","6","12","6","3","7","5","3","8","7","6","6","9","5","1","6","6","3","4",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","고발","범죄의 검거 단서[건]","건","366","581","856","605","413","485","345","494","648","481","620","397","182","126","83","72","95","63","80",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","자수","범죄의 검거 단서[건]","건","2","3","1","3","1","-","-","1","-","-","1","","-","-","-","-","0","-","-",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","민간체포","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","진정투서","범죄의 검거 단서[건]","건","7","39","41","10","15","3","9","14","14","22","75","49","34","24","16","10","5","23","27",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","타인신고","범죄의 검거 단서[건]","건","66","43","43","48","10","22","14","27","29","29","32","28","23","15","8","22","18","12","12",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","신문","범죄의 검거 단서[건]","건","1","1","2","3","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","불심검문","범죄의 검거 단서[건]","건","26","27","64","27","8","10","4","22","6","6","6","7","3","1","-","-","1","-","-",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","탐문정보","범죄의 검거 단서[건]","건","69","126","110","48","43","129","10","8","13","33","74","25","8","-","2","-","4","1","5",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","안면식별","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","2","-","","-","-","-","-","0","-","-",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","변사체","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","범죄수법","범죄의 검거 단서[건]","건","-","1","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","검사지휘","범죄의 검거 단서[건]","건","3","-","-","-","2","3","-","-","1","-","-","","-","-","-","-","0","-","-",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","타기관에서 이송","범죄의 검거 단서[건]","건","-","1","-","-","-","2","-","1","-","-","1","","-","-","-","-","0","1","1",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","범행도구등 발견","범죄의 검거 단서[건]","건","-","1","-","-","1","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","장물","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","전과조회","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","기타","범죄의 검거 단서[건]","건","98","138","102","82","48","92","27","38","57","237","94","98","49","13","12","11","5","11","8",
"옥외광고물등의관리와옥외광고산업진흥에관한법률","미상","범죄의 검거 단서[건]","건","","","","","","","","","2","","","","","","","","","","",
"외국환거래법","계","범죄의 검거 단서[건]","건","2061","3196","3319","4590","2053","1910","1765","1974","1757","1279","831","773","857","721","309","229","444","388","468",
"외국환거래법","현행범","범죄의 검거 단서[건]","건","204","312","246","115","145","111","137","177","257","177","102","32","8","31","14","4","9","9","5",
"외국환거래법","피해자신고","범죄의 검거 단서[건]","건","1","1","1","2","1","7","2","1","-","3","1","3","5","5","3","3","6","3","5",
