"범죄별","검거단서별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"마약류관리에관한법률(향정)","기타","범죄의 검거 단서[건]","건","930","954","927","1123","944","1495","2085","1800","887","2295","2453","2289","2295","2348","2937","2513","3389","5689","5496",
"마약류관리에관한법률(향정)","미상","범죄의 검거 단서[건]","건","","","","","","","","","723","","","","","","","","","","",
"마약류불법거래방지에관한특례법","계","범죄의 검거 단서[건]","건","7","7","4","11","5","4","4","4","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","현행범","범죄의 검거 단서[건]","건","1","-","-","-","-","-","-","-","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","피해자신고","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","1","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","고소","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","고발","범죄의 검거 단서[건]","건","1","-","3","-","-","-","1","-","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","자수","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","민간체포","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","진정투서","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","타인신고","범죄의 검거 단서[건]","건","1","-","-","-","-","-","-","-","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","신문","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","불심검문","범죄의 검거 단서[건]","건","-","1","-","-","-","-","-","-","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","탐문정보","범죄의 검거 단서[건]","건","3","5","-","7","2","2","1","2","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","안면식별","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","변사체","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","범죄수법","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","검사지휘","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","타기관에서 이송","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","범행도구등 발견","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","장물","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","전과조회","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"마약류불법거래방지에관한특례법","기타","범죄의 검거 단서[건]","건","1","1","1","4","3","2","2","1","","","","","","","","","","","",
"물환경보전법","계","범죄의 검거 단서[건]","건","","","","","","","","","1011","922","933","1834","1846","778","657","599","585","582","493",
"물환경보전법","현행범","범죄의 검거 단서[건]","건","","","","","","","","","37","41","26","18","22","18","21","16","29","24","19",
"물환경보전법","피해자신고","범죄의 검거 단서[건]","건","","","","","","","","","1","2","-","","272","2","1","-","0","-","2",
"물환경보전법","고소","범죄의 검거 단서[건]","건","","","","","","","","","6","2","6","2","1","-","5","3","3","1","2",
"물환경보전법","고발","범죄의 검거 단서[건]","건","","","","","","","","","355","319","342","395","318","329","276","238","264","255","255",
"물환경보전법","자수","범죄의 검거 단서[건]","건","","","","","","","","","1","-","-","2","-","-","3","1","2","-","-",
"물환경보전법","민간체포","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"물환경보전법","진정투서","범죄의 검거 단서[건]","건","","","","","","","","","2","3","8","4","6","3","4","2","1","5","-",
"물환경보전법","타인신고","범죄의 검거 단서[건]","건","","","","","","","","","41","23","44","36","35","17","25","24","19","20","27",
"물환경보전법","신문","범죄의 검거 단서[건]","건","","","","","","","","","6","4","3","4","-","-","-","6","3","1","1",
"물환경보전법","불심검문","범죄의 검거 단서[건]","건","","","","","","","","","3","4","6","905","2","3","2","-","1","-","-",
"물환경보전법","탐문정보","범죄의 검거 단서[건]","건","","","","","","","","","46","35","45","14","791","9","8","7","5","5","2",
"물환경보전법","안면식별","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"물환경보전법","감식자료","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"물환경보전법","변사체","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"물환경보전법","범죄수법","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"물환경보전법","발자국","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"물환경보전법","검사지휘","범죄의 검거 단서[건]","건","","","","","","","","","1","1","3","","-","1","1","-","0","-","-",
"물환경보전법","타기관에서 이송","범죄의 검거 단서[건]","건","","","","","","","","","-","1","-","","2","1","-","-","1","3","-",
"물환경보전법","범행도구등 발견","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","1","0","-","1",
"물환경보전법","장물","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"물환경보전법","전과조회","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"물환경보전법","기타","범죄의 검거 단서[건]","건","","","","","","","","","66","487","450","454","397","395","311","301","257","268","184",
"물환경보전법","미상","범죄의 검거 단서[건]","건","","","","","","","","","446","","","","","","","","","","",
"민사소송법","계","범죄의 검거 단서[건]","건","31","11","14","12","9","4","7","1","","","","","","","","","","","",
"민사소송법","현행범","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"민사소송법","피해자신고","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"민사소송법","고소","범죄의 검거 단서[건]","건","27","9","13","12","7","3","7","1","","","","","","","","","","","",
"민사소송법","고발","범죄의 검거 단서[건]","건","2","-","-","-","-","-","-","-","","","","","","","","","","","",
"민사소송법","자수","범죄의 검거 단서[건]","건","1","1","-","-","-","-","-","-","","","","","","","","","","","",
"민사소송법","민간체포","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"민사소송법","진정투서","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"민사소송법","타인신고","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"민사소송법","신문","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"민사소송법","불심검문","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"민사소송법","탐문정보","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"민사소송법","안면식별","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"민사소송법","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"민사소송법","변사체","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"민사소송법","범죄수법","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"민사소송법","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"민사소송법","검사지휘","범죄의 검거 단서[건]","건","-","-","1","-","-","-","-","-","","","","","","","","","","","",
"민사소송법","타기관에서 이송","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"민사소송법","범행도구등 발견","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"민사소송법","장물","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"민사소송법","전과조회","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"민사소송법","기타","범죄의 검거 단서[건]","건","1","1","-","-","2","1","-","-","","","","","","","","","","","",
"밀항단속법","계","범죄의 검거 단서[건]","건","254","273","207","167","96","130","83","53","","","","","","","","","","","",
"밀항단속법","현행범","범죄의 검거 단서[건]","건","-","3","7","2","3","-","-","-","","","","","","","","","","","",
"밀항단속법","피해자신고","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"밀항단속법","고소","범죄의 검거 단서[건]","건","-","1","-","-","1","-","1","-","","","","","","","","","","","",
"밀항단속법","고발","범죄의 검거 단서[건]","건","-","-","-","-","-","4","-","1","","","","","","","","","","","",
"밀항단속법","자수","범죄의 검거 단서[건]","건","8","6","6","4","2","5","2","3","","","","","","","","","","","",
"밀항단속법","민간체포","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","1","","","","","","","","","","","",
"밀항단속법","진정투서","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"밀항단속법","타인신고","범죄의 검거 단서[건]","건","117","119","76","53","8","2","6","5","","","","","","","","","","","",
"밀항단속법","신문","범죄의 검거 단서[건]","건","1","-","-","-","1","-","-","-","","","","","","","","","","","",
"밀항단속법","불심검문","범죄의 검거 단서[건]","건","5","6","5","4","6","2","2","-","","","","","","","","","","","",
"밀항단속법","탐문정보","범죄의 검거 단서[건]","건","43","41","4","8","3","2","3","5","","","","","","","","","","","",
"밀항단속법","안면식별","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"밀항단속법","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"밀항단속법","변사체","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"밀항단속법","범죄수법","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"밀항단속법","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"밀항단속법","검사지휘","범죄의 검거 단서[건]","건","1","-","-","-","-","-","-","-","","","","","","","","","","","",
"밀항단속법","타기관에서 이송","범죄의 검거 단서[건]","건","13","2","-","4","2","15","2","7","","","","","","","","","","","",
"밀항단속법","범행도구등 발견","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"밀항단속법","장물","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"밀항단속법","전과조회","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"밀항단속법","기타","범죄의 검거 단서[건]","건","66","95","109","92","70","100","67","31","","","","","","","","","","","",
"방문판매등에관한법률","계","범죄의 검거 단서[건]","건","213","190","227","828","266","233","156","132","","","","","","","","","","","",
"방문판매등에관한법률","현행범","범죄의 검거 단서[건]","건","-","3","4","10","3","1","1","2","","","","","","","","","","","",
"방문판매등에관한법률","피해자신고","범죄의 검거 단서[건]","건","3","10","8","25","8","5","5","8","","","","","","","","","","","",
"방문판매등에관한법률","고소","범죄의 검거 단서[건]","건","76","56","33","29","46","21","25","24","","","","","","","","","","","",
"방문판매등에관한법률","고발","범죄의 검거 단서[건]","건","12","15","15","17","9","19","22","23","","","","","","","","","","","",
"방문판매등에관한법률","자수","범죄의 검거 단서[건]","건","5","-","-","-","1","1","-","-","","","","","","","","","","","",
"방문판매등에관한법률","민간체포","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"방문판매등에관한법률","진정투서","범죄의 검거 단서[건]","건","7","8","5","13","14","10","10","9","","","","","","","","","","","",
"방문판매등에관한법률","타인신고","범죄의 검거 단서[건]","건","4","12","14","15","20","9","9","7","","","","","","","","","","","",
"방문판매등에관한법률","신문","범죄의 검거 단서[건]","건","1","1","1","4","1","-","-","-","","","","","","","","","","","",
"방문판매등에관한법률","불심검문","범죄의 검거 단서[건]","건","4","2","3","6","6","-","-","-","","","","","","","","","","","",
"방문판매등에관한법률","탐문정보","범죄의 검거 단서[건]","건","75","59","112","585","117","99","53","42","","","","","","","","","","","",
"방문판매등에관한법률","안면식별","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"방문판매등에관한법률","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"방문판매등에관한법률","변사체","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"방문판매등에관한법률","범죄수법","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"방문판매등에관한법률","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"방문판매등에관한법률","검사지휘","범죄의 검거 단서[건]","건","1","2","2","3","3","4","2","1","","","","","","","","","","","",
"방문판매등에관한법률","타기관에서 이송","범죄의 검거 단서[건]","건","-","-","-","-","-","-","1","-","","","","","","","","","","","",
"방문판매등에관한법률","범행도구등 발견","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"방문판매등에관한법률","장물","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"방문판매등에관한법률","전과조회","범죄의 검거 단서[건]","건","-","1","-","-","-","-","-","-","","","","","","","","","","","",
"방문판매등에관한법률","기타","범죄의 검거 단서[건]","건","25","21","30","121","38","64","28","16","","","","","","","","","","","",
"배타적경제수역에서의외국인어업등에관한법률","계","범죄의 검거 단서[건]","건","381","391","372","266","264","420","388","377","244","415","358","286","191","149","79","96","49","118","117",
"배타적경제수역에서의외국인어업등에관한법률","현행범","범죄의 검거 단서[건]","건","186","184","209","90","51","128","104","103","72","65","131","27","46","28","40","18","11","5","-",
"배타적경제수역에서의외국인어업등에관한법률","피해자신고","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"배타적경제수역에서의외국인어업등에관한법률","고소","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"배타적경제수역에서의외국인어업등에관한법률","고발","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"배타적경제수역에서의외국인어업등에관한법률","자수","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"배타적경제수역에서의외국인어업등에관한법률","민간체포","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"배타적경제수역에서의외국인어업등에관한법률","진정투서","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"배타적경제수역에서의외국인어업등에관한법률","타인신고","범죄의 검거 단서[건]","건","-","-","-","1","-","-","-","-","-","-","-","2","-","-","1","-","1","2","-",
"배타적경제수역에서의외국인어업등에관한법률","신문","범죄의 검거 단서[건]","건","-","-","1","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"배타적경제수역에서의외국인어업등에관한법률","불심검문","범죄의 검거 단서[건]","건","164","193","135","139","160","190","154","211","137","239","179","128","112","102","22","49","24","81","28",
"배타적경제수역에서의외국인어업등에관한법률","탐문정보","범죄의 검거 단서[건]","건","-","1","-","-","-","-","1","5","2","-","1","","-","-","1","-","0","-","-",
"배타적경제수역에서의외국인어업등에관한법률","안면식별","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"배타적경제수역에서의외국인어업등에관한법률","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"배타적경제수역에서의외국인어업등에관한법률","변사체","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"배타적경제수역에서의외국인어업등에관한법률","범죄수법","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"배타적경제수역에서의외국인어업등에관한법률","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"배타적경제수역에서의외국인어업등에관한법률","검사지휘","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"배타적경제수역에서의외국인어업등에관한법률","타기관에서 이송","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"배타적경제수역에서의외국인어업등에관한법률","범행도구등 발견","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","1","","-","-","-","-","0","-","-",
"배타적경제수역에서의외국인어업등에관한법률","장물","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"배타적경제수역에서의외국인어업등에관한법률","전과조회","범죄의 검거 단서[건]","건","1","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"배타적경제수역에서의외국인어업등에관한법률","기타","범죄의 검거 단서[건]","건","30","13","27","36","53","102","129","58","31","111","46","129","33","19","15","29","13","30","89",
"배타적경제수역에서의외국인어업등에관한법률","미상","범죄의 검거 단서[건]","건","","","","","","","","","2","","","","","","","","","","",
"범죄수익은닉의규제및처벌등에관한법률","계","범죄의 검거 단서[건]","건","20","22","24","12","33","101","115","104","191","276","227","245","329","301","279","250","698","823","662",
"범죄수익은닉의규제및처벌등에관한법률","현행범","범죄의 검거 단서[건]","건","-","-","-","-","1","-","-","2","2","3","2","2","2","2","-","9","5","7","8",
"범죄수익은닉의규제및처벌등에관한법률","피해자신고","범죄의 검거 단서[건]","건","-","-","-","1","-","-","-","-","-","-","-","1","1","-","2","-","6","9","9",
"범죄수익은닉의규제및처벌등에관한법률","고소","범죄의 검거 단서[건]","건","2","2","5","3","4","14","14","7","19","6","6","12","16","11","16","8","13","14","13",
"범죄수익은닉의규제및처벌등에관한법률","고발","범죄의 검거 단서[건]","건","-","-","1","-","1","-","1","1","1","1","1","7","10","5","5","4","6","5","5",
"범죄수익은닉의규제및처벌등에관한법률","자수","범죄의 검거 단서[건]","건","-","-","-","-","-","1","-","1","2","-","-","","-","-","-","-","0","1","2",
"범죄수익은닉의규제및처벌등에관한법률","민간체포","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"범죄수익은닉의규제및처벌등에관한법률","진정투서","범죄의 검거 단서[건]","건","-","-","-","-","1","1","3","2","-","-","2","1","1","-","1","1","4","6","18",
"범죄수익은닉의규제및처벌등에관한법률","타인신고","범죄의 검거 단서[건]","건","1","1","-","-","-","3","2","1","-","-","-","1","1","1","-","-","1","8","5",
"범죄수익은닉의규제및처벌등에관한법률","신문","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","1","-","-","2","3","2","1","1","2","7","14","11",
"범죄수익은닉의규제및처벌등에관한법률","불심검문","범죄의 검거 단서[건]","건","-","1","-","-","-","-","-","-","-","1","-","","-","-","-","-","0","-","-",
"범죄수익은닉의규제및처벌등에관한법률","탐문정보","범죄의 검거 단서[건]","건","4","3","2","2","7","3","7","11","7","29","19","9","9","6","8","9","13","27","25",
"범죄수익은닉의규제및처벌등에관한법률","안면식별","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"범죄수익은닉의규제및처벌등에관한법률","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"범죄수익은닉의규제및처벌등에관한법률","변사체","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"범죄수익은닉의규제및처벌등에관한법률","범죄수법","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","1","","-","-","-","-","0","-","-",
"범죄수익은닉의규제및처벌등에관한법률","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"범죄수익은닉의규제및처벌등에관한법률","검사지휘","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","1","4","5","3","","3","6","-","1","4","7","14",
"범죄수익은닉의규제및처벌등에관한법률","타기관에서 이송","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","1","-","-","1","","-","1","-","-","0","4","4",
"범죄수익은닉의규제및처벌등에관한법률","범행도구등 발견","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","1","-",
"범죄수익은닉의규제및처벌등에관한법률","장물","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"범죄수익은닉의규제및처벌등에관한법률","전과조회","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"범죄수익은닉의규제및처벌등에관한법률","기타","범죄의 검거 단서[건]","건","13","15","16","6","19","79","88","76","19","231","190","209","284","268","246","216","639","720","548",
"범죄수익은닉의규제및처벌등에관한법률","미상","범죄의 검거 단서[건]","건","","","","","","","","","137","","","","","","","","","","",
"변호사법","계","범죄의 검거 단서[건]","건","541","556","469","524","472","585","630","503","580","847","752","753","604","469","359","274","285","300","297",
"변호사법","현행범","범죄의 검거 단서[건]","건","3","3","6","2","-","1","2","2","1","1","-","1","-","1","-","-","2","-","-",
"변호사법","피해자신고","범죄의 검거 단서[건]","건","13","4","10","8","11","12","9","9","6","4","4","6","4","3","7","1","6","6","4",
"변호사법","고소","범죄의 검거 단서[건]","건","240","260","231","239","255","244","283","266","285","258","235","197","205","185","168","141","160","162","134",
"변호사법","고발","범죄의 검거 단서[건]","건","9","4","7","10","9","18","17","23","28","37","42","21","45","35","40","37","43","33","30",
"변호사법","자수","범죄의 검거 단서[건]","건","5","2","1","2","-","3","3","1","-","2","-","1","1","1","-","-","1","-","3",
"변호사법","민간체포","범죄의 검거 단서[건]","건","-","-","-","-","-","1","-","-","-","-","-","","-","-","-","-","0","-","-",
"변호사법","진정투서","범죄의 검거 단서[건]","건","8","10","8","10","6","12","9","8","7","3","8","5","9","5","2","1","3","6","10",
"변호사법","타인신고","범죄의 검거 단서[건]","건","4","2","3","2","-","7","3","-","2","-","-","5","2","4","-","1","0","1","1",
"변호사법","신문","범죄의 검거 단서[건]","건","-","13","-","1","2","4","-","-","-","-","1","4","-","1","2","-","0","4","2",
"변호사법","불심검문","범죄의 검거 단서[건]","건","5","6","5","5","3","1","1","2","-","-","1","1","-","-","-","-","0","-","-",
"변호사법","탐문정보","범죄의 검거 단서[건]","건","75","81","71","93","81","67","60","49","41","58","63","58","50","25","22","19","12","5","12",
"변호사법","안면식별","범죄의 검거 단서[건]","건","-","-","-","-","-","-","1","-","-","-","-","","-","-","-","-","0","-","-",
"변호사법","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"변호사법","변사체","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"변호사법","범죄수법","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","1","3","-","1","-","-","-","-","0","-","-",
"변호사법","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","1","-","-","-","-","-","","-","-","-","-","0","-","-",
"변호사법","검사지휘","범죄의 검거 단서[건]","건","-","2","3","-","11","2","3","4","3","6","12","3","5","7","6","1","0","-","-",
"변호사법","타기관에서 이송","범죄의 검거 단서[건]","건","1","1","-","1","-","-","1","-","-","-","-","","1","-","-","-","1","1","-",
"변호사법","범행도구등 발견","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","1","-","-","-","0","-","-",
"변호사법","장물","범죄의 검거 단서[건]","건","-","-","-","-","-","1","-","-","-","-","-","","-","-","-","-","0","-","-",
"변호사법","전과조회","범죄의 검거 단서[건]","건","-","-","-","-","-","1","-","-","-","-","-","","-","-","-","-","0","-","-",
"변호사법","기타","범죄의 검거 단서[건]","건","178","168","124","151","94","210","238","139","22","475","386","450","281","202","112","73","57","82","101",
"변호사법","미상","범죄의 검거 단서[건]","건","","","","","","","","","184","","","","","","","","","","",
"병역법","계","범죄의 검거 단서[건]","건","9416","9486","7754","6891","7763","7091","7682","10080","6429","5980","5889","6846","6414","5876","1487","1124","3015","4827","4603",
"병역법","현행범","범죄의 검거 단서[건]","건","3","4","3","2","-","1","2","2","1","2","3","1","3","-","-","2","1","2","3",
"병역법","피해자신고","범죄의 검거 단서[건]","건","2","1","7","6","4","3","2","4","4","1","8","5","5","2","1","2","6","6","11",
"병역법","고소","범죄의 검거 단서[건]","건","75","81","67","56","49","54","49","71","56","45","62","62","74","69","23","13","22","30","31",
"병역법","고발","범죄의 검거 단서[건]","건","8920","9138","7384","6613","7315","6818","7222","9760","6178","5724","5642","6602","6136","5611","1354","1006","2789","4440","4224",
"병역법","자수","범죄의 검거 단서[건]","건","109","52","65","26","20","31","23","24","13","12","1","2","12","2","1","3","3","9","14",
"병역법","민간체포","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","1","-","","-","-","-","-","0","-","-",
"병역법","진정투서","범죄의 검거 단서[건]","건","1","2","1","-","2","1","6","-","1","1","2","1","7","2","3","1","4","3","4",
"병역법","타인신고","범죄의 검거 단서[건]","건","6","5","11","3","2","2","4","7","1","8","2","14","10","6","5","6","13","25","9",
"병역법","신문","범죄의 검거 단서[건]","건","4","4","1","1","1","-","-","-","-","-","1","2","1","-","-","2","2","2","21",
"병역법","불심검문","범죄의 검거 단서[건]","건","136","88","77","70","48","29","17","15","10","18","7","5","3","4","1","3","1","-","1",
"병역법","탐문정보","범죄의 검거 단서[건]","건","11","17","13","9","22","5","228","12","14","14","17","13","24","10","11","6","9","12","13",
"병역법","안면식별","범죄의 검거 단서[건]","건","1","1","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"병역법","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","0","-","-",
"병역법","변사체","범죄의 검거 단서[건]","건","-","-","-","-","-","1","-","-","-","-","1","","-","-","-","-","0","-","-",
"병역법","범죄수법","범죄의 검거 단서[건]","건","-","-","1","-","-","-","-","-","-","-","-","","-","-","-","-","1","-","-",
"병역법","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"병역법","검사지휘","범죄의 검거 단서[건]","건","17","4","3","3","19","11","6","9","2","2","3","5","3","1","3","-","1","-","-",
"병역법","타기관에서 이송","범죄의 검거 단서[건]","건","3","1","-","2","3","4","2","3","-","1","4","2","3","3","1","3","7","7","3",
"병역법","범행도구등 발견","범죄의 검거 단서[건]","건","-","-","-","1","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
