"범죄별","수사단서별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"윤락행위등방지법","여죄","범죄의 수사단서[건]","건","2","-","-","-","-","-","-","-","","","","","","","","","","","",
"윤락행위등방지법","기타","범죄의 수사단서[건]","건","11","4","1","6","-","-","-","-","","","","","","","","","","","",
"음반?비디오물및게임물에관한법률","합계","범죄의 수사단서[건]","건","26910","2422","352","357","156","199","221","78","","","","","","","","","","","",
"음반?비디오물및게임물에관한법률","현행범","범죄의 수사단서[건]","건","6895","571","103","140","39","45","19","4","","","","","","","","","","","",
"음반?비디오물및게임물에관한법률","신고","범죄의 수사단서[건]","건","6928","506","83","51","57","35","47","17","","","","","","","","","","","",
"음반?비디오물및게임물에관한법률","피해자신고","범죄의 수사단서[건]","건","362","39","3","1","5","1","3","-","","","","","","","","","","","",
"음반?비디오물및게임물에관한법률","고소","범죄의 수사단서[건]","건","68","14","6","2","-","1","-","-","","","","","","","","","","","",
"음반?비디오물및게임물에관한법률","고발","범죄의 수사단서[건]","건","1033","61","7","1","1","2","1","1","","","","","","","","","","","",
"음반?비디오물및게임물에관한법률","자수","범죄의 수사단서[건]","건","23","5","2","2","1","-","-","-","","","","","","","","","","","",
"음반?비디오물및게임물에관한법률","진정투서","범죄의 수사단서[건]","건","60","15","2","7","4","2","3","-","","","","","","","","","","","",
"음반?비디오물및게임물에관한법률","타인신고","범죄의 수사단서[건]","건","5382","372","63","38","46","29","40","16","","","","","","","","","","","",
"음반?비디오물및게임물에관한법률","미신고","범죄의 수사단서[건]","건","13087","1345","166","166","60","119","155","57","","","","","","","","","","","",
"음반?비디오물및게임물에관한법률","불심검문","범죄의 수사단서[건]","건","1439","91","15","22","8","15","28","6","","","","","","","","","","","",
"음반?비디오물및게임물에관한법률","피해품발견","범죄의 수사단서[건]","건","-","-","-","1","-","-","-","-","","","","","","","","","","","",
"음반?비디오물및게임물에관한법률","변사체","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"음반?비디오물및게임물에관한법률","탐문정보","범죄의 수사단서[건]","건","2849","267","36","10","13","15","10","3","","","","","","","","","","","",
"음반?비디오물및게임물에관한법률","여죄","범죄의 수사단서[건]","건","127","26","3","3","1","2","-","-","","","","","","","","","","","",
"음반?비디오물및게임물에관한법률","기타","범죄의 수사단서[건]","건","8672","961","112","130","38","87","117","48","","","","","","","","","","","",
"의료기기법","합계","범죄의 수사단서[건]","건","","","","","","","","","459","349","425","421","534","292","415","286","242","193","180",
"의료기기법","현행범","범죄의 수사단서[건]","건","","","","","","","","","-","1","17","","-","1","2","3","8","4","1",
"의료기기법","신고","범죄의 수사단서[건]","건","","","","","","","","","426","315","322","321","417","250","341","255","202","158","151",
"의료기기법","피해자신고","범죄의 수사단서[건]","건","","","","","","","","","-","0","2","2","2","-","2","1","1","2","1",
"의료기기법","고소","범죄의 수사단서[건]","건","","","","","","","","","7","8","18","10","11","5","10","5","2","2","7",
"의료기기법","고발","범죄의 수사단서[건]","건","","","","","","","","","400","290","265","277","364","213","261","200","137","123","101",
"의료기기법","자수","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","","-","-","-","-","0","-","-",
"의료기기법","진정투서","범죄의 수사단서[건]","건","","","","","","","","","16","15","23","15","19","24","57","41","58","21","34",
"의료기기법","타인신고","범죄의 수사단서[건]","건","","","","","","","","","3","2","14","17","21","8","11","8","4","10","8",
"의료기기법","미신고","범죄의 수사단서[건]","건","","","","","","","","","33","31","86","100","117","41","72","28","32","31","28",
"의료기기법","불심검문","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","","-","1","1","-","0","-","-",
"의료기기법","피해품발견","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","1","-","-","-","-","0","-","-",
"의료기기법","변사체","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","","-","-","-","-","0","-","-",
"의료기기법","탐문정보","범죄의 수사단서[건]","건","","","","","","","","","18","15","28","24","16","12","9","6","14","3","4",
"의료기기법","여죄","범죄의 수사단서[건]","건","","","","","","","","","1","1","1","","-","-","-","-","0","-","-",
"의료기기법","기타","범죄의 수사단서[건]","건","","","","","","","","","14","15","57","75","101","28","62","22","18","28","24",
"의료기기법","미상","범죄의 수사단서[건]","건","","","","","","","","","-","2","","","","","","","","","",
"의료법","합계","범죄의 수사단서[건]","건","1656","1638","1676","2591","2013","2385","2366","2071","2317","2597","2254","2864","3154","3593","3076","2508","2095","2219","2085",
"의료법","현행범","범죄의 수사단서[건]","건","150","104","104","270","83","109","109","77","76","87","82","105","184","343","240","129","89","84","58",
"의료법","신고","범죄의 수사단서[건]","건","997","827","1144","1164","1198","1383","1670","1365","1531","1682","1604","2230","2509","2755","2510","2121","1829","1919","1787",
"의료법","피해자신고","범죄의 수사단서[건]","건","17","29","28","32","48","37","35","54","43","48","59","97","85","136","133","102","109","122","102",
"의료법","고소","범죄의 수사단서[건]","건","194","179","206","229","202","213","250","262","252","263","255","324","329","349","310","301","367","351","390",
"의료법","고발","범죄의 수사단서[건]","건","659","500","775","617","643","828","953","721","868","851","749","1054","985","737","605","574","574","607","638",
"의료법","자수","범죄의 수사단서[건]","건","1","2","-","-","2","1","6","1","2","0","1","4","3","3","6","2","4","2","4",
"의료법","진정투서","범죄의 수사단서[건]","건","38","36","47","107","58","105","172","97","134","211","193","307","430","599","738","612","334","287","302",
"의료법","타인신고","범죄의 수사단서[건]","건","88","81","88","179","245","199","254","230","232","309","347","444","677","931","718","530","441","550","351",
"의료법","미신고","범죄의 수사단서[건]","건","509","707","428","1157","732","893","587","629","686","807","568","529","461","495","326","258","177","216","240",
"의료법","불심검문","범죄의 수사단서[건]","건","19","5","11","17","33","68","8","24","12","117","23","12","9","8","6","12","3","-","1",
"의료법","피해품발견","범죄의 수사단서[건]","건","-","-","1","-","1","-","-","-","1","0","-","1","-","-","-","-","0","-","-",
"의료법","변사체","범죄의 수사단서[건]","건","3","4","1","3","2","-","6","1","1","1","-","1","-","1","1","1","3","-","-",
"의료법","탐문정보","범죄의 수사단서[건]","건","125","133","184","267","188","253","120","128","237","152","155","196","127","148","98","100","39","35","29",
"의료법","여죄","범죄의 수사단서[건]","건","104","6","10","100","61","6","3","6","22","176","13","13","13","15","4","6","7","10","4",
"의료법","기타","범죄의 수사단서[건]","건","258","559","221","770","447","566","450","470","413","361","377","306","312","323","217","139","125","171","206",
"의료법","미상","범죄의 수사단서[건]","건","","","","","","","","","24","21","","","","","","","","","",
"자동차관리법","합계","범죄의 수사단서[건]","건","32939","31233","36862","43058","25862","22216","18154","18887","20568","20756","32623","25013","21464","22193","24870","28517","29143","24205","23300",
"자동차관리법","현행범","범죄의 수사단서[건]","건","1795","1721","3538","5306","1604","890","735","561","450","396","1258","350","265","213","218","313","433","256","247",
"자동차관리법","신고","범죄의 수사단서[건]","건","20914","17258","16550","14187","10731","9580","8765","10372","9930","9514","11077","10204","10744","11568","14695","17245","18657","16912","12895",
"자동차관리법","피해자신고","범죄의 수사단서[건]","건","1143","840","852","725","460","442","327","424","321","385","419","489","511","453","361","330","316","401","330",
"자동차관리법","고소","범죄의 수사단서[건]","건","193","165","206","218","179","173","168","189","240","243","383","221","194","176","178","120","118","101","99",
"자동차관리법","고발","범죄의 수사단서[건]","건","10921","10463","10904","8754","6991","6312","5434","6158","5176","3888","3722","2978","2607","2009","1769","1805","1568","1718","1934",
"자동차관리법","자수","범죄의 수사단서[건]","건","49","67","122","194","100","167","78","46","26","29","25","10","11","6","5","8","4","4","7",
"자동차관리법","진정투서","범죄의 수사단서[건]","건","809","815","740","1035","800","560","1063","1423","2125","2813","3868","4161","4781","5220","8110","10442","11594","8952","3256",
"자동차관리법","타인신고","범죄의 수사단서[건]","건","7799","4908","3726","3261","2201","1926","1695","2132","2042","2156","2660","2345","2640","3704","4272","4540","5057","5736","7269",
"자동차관리법","미신고","범죄의 수사단서[건]","건","10230","12254","16774","23565","13527","11746","8654","7954","10151","10834","20288","14459","10455","10412","9957","10959","10053","7037","10158",
"자동차관리법","불심검문","범죄의 수사단서[건]","건","445","706","3413","5668","5324","4292","1915","2024","1977","1976","9288","5240","2934","3136","3013","3106","3864","1433","1864",
"자동차관리법","피해품발견","범죄의 수사단서[건]","건","3","5","6","30","12","14","5","4","8","6","15","8","6","2","1","1","0","2","2",
"자동차관리법","변사체","범죄의 수사단서[건]","건","-","-","1","7","-","1","1","-","-","0","-","","-","1","1","-","0","-","-",
