"범죄별","수사단서별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"낚시관리및육성법","피해자신고","범죄의 수사단서[건]","건","","","","","","","","","-","3","-","","-","-","1","1","4","1","1",
"낚시관리및육성법","고소","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","","-","-","-","1","0","-","-",
"낚시관리및육성법","고발","범죄의 수사단서[건]","건","","","","","","","","","20","14","28","11","17","20","30","23","14","11","9",
"낚시관리및육성법","자수","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","","-","-","-","-","0","-","-",
"낚시관리및육성법","진정투서","범죄의 수사단서[건]","건","","","","","","","","","-","2","5","3","2","1","3","2","0","4","2",
"낚시관리및육성법","타인신고","범죄의 수사단서[건]","건","","","","","","","","","47","21","38","26","36","39","33","33","30","20","30",
"낚시관리및육성법","미신고","범죄의 수사단서[건]","건","","","","","","","","","227","482","1668","950","503","1093","968","440","817","532","826",
"낚시관리및육성법","불심검문","범죄의 수사단서[건]","건","","","","","","","","","7","39","42","66","35","61","62","27","25","22","33",
"낚시관리및육성법","피해품발견","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","","-","-","-","-","0","-","-",
"낚시관리및육성법","변사체","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","","-","-","-","-","0","-","-",
"낚시관리및육성법","탐문정보","범죄의 수사단서[건]","건","","","","","","","","","1","8","15","7","58","11","3","14","6","6","6",
"낚시관리및육성법","여죄","범죄의 수사단서[건]","건","","","","","","","","","201","404","1535","818","359","983","878","368","743","449","730",
"낚시관리및육성법","기타","범죄의 수사단서[건]","건","","","","","","","","","18","31","76","59","51","38","25","31","43","55","57",
"낚시관리및육성법","미상","범죄의 수사단서[건]","건","","","","","","","","","-","0","","","","","","","","","",
"낚시어선업법","합계","범죄의 수사단서[건]","건","272","332","959","237","218","569","277","2","","","","","","","","","","","",
"낚시어선업법","현행범","범죄의 수사단서[건]","건","140","88","10","2","15","7","4","-","","","","","","","","","","","",
"낚시어선업법","신고","범죄의 수사단서[건]","건","21","115","40","37","23","27","26","-","","","","","","","","","","","",
"낚시어선업법","피해자신고","범죄의 수사단서[건]","건","2","2","2","-","1","-","-","-","","","","","","","","","","","",
"낚시어선업법","고소","범죄의 수사단서[건]","건","-","-","-","1","-","-","-","-","","","","","","","","","","","",
"낚시어선업법","고발","범죄의 수사단서[건]","건","1","2","4","1","3","-","-","-","","","","","","","","","","","",
"낚시어선업법","자수","범죄의 수사단서[건]","건","1","-","-","-","1","-","-","-","","","","","","","","","","","",
"낚시어선업법","진정투서","범죄의 수사단서[건]","건","-","1","-","-","1","-","1","-","","","","","","","","","","","",
"낚시어선업법","타인신고","범죄의 수사단서[건]","건","17","110","34","35","17","27","25","-","","","","","","","","","","","",
"낚시어선업법","미신고","범죄의 수사단서[건]","건","111","129","909","198","180","535","247","2","","","","","","","","","","","",
"낚시어선업법","불심검문","범죄의 수사단서[건]","건","86","114","212","176","148","97","76","1","","","","","","","","","","","",
"낚시어선업법","피해품발견","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"낚시어선업법","변사체","범죄의 수사단서[건]","건","-","-","-","-","-","-","1","-","","","","","","","","","","","",
"낚시어선업법","탐문정보","범죄의 수사단서[건]","건","-","-","-","-","1","-","1","-","","","","","","","","","","","",
"낚시어선업법","여죄","범죄의 수사단서[건]","건","9","1","683","-","8","398","139","-","","","","","","","","","","","",
"낚시어선업법","기타","범죄의 수사단서[건]","건","16","14","14","22","23","40","30","1","","","","","","","","","","","",
"내수면어업법","합계","범죄의 수사단서[건]","건","189","197","239","252","117","181","135","100","","","","","","","","","","","",
"내수면어업법","현행범","범죄의 수사단서[건]","건","43","46","44","57","25","22","24","18","","","","","","","","","","","",
"내수면어업법","신고","범죄의 수사단서[건]","건","101","121","160","144","81","133","98","70","","","","","","","","","","","",
"내수면어업법","피해자신고","범죄의 수사단서[건]","건","4","2","5","8","6","2","1","1","","","","","","","","","","","",
"내수면어업법","고소","범죄의 수사단서[건]","건","-","-","-","1","-","1","-","-","","","","","","","","","","","",
"내수면어업법","고발","범죄의 수사단서[건]","건","23","21","23","24","15","34","16","12","","","","","","","","","","","",
"내수면어업법","자수","범죄의 수사단서[건]","건","-","-","-","-","-","-","1","-","","","","","","","","","","","",
"내수면어업법","진정투서","범죄의 수사단서[건]","건","1","-","2","1","-","1","-","-","","","","","","","","","","","",
"내수면어업법","타인신고","범죄의 수사단서[건]","건","73","98","130","110","60","95","80","57","","","","","","","","","","","",
"내수면어업법","미신고","범죄의 수사단서[건]","건","45","30","35","51","11","26","13","12","","","","","","","","","","","",
"내수면어업법","불심검문","범죄의 수사단서[건]","건","7","6","12","7","-","-","1","2","","","","","","","","","","","",
"내수면어업법","피해품발견","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"내수면어업법","변사체","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"내수면어업법","탐문정보","범죄의 수사단서[건]","건","19","5","5","4","2","3","1","2","","","","","","","","","","","",
"내수면어업법","여죄","범죄의 수사단서[건]","건","2","1","-","15","5","-","-","-","","","","","","","","","","","",
"내수면어업법","기타","범죄의 수사단서[건]","건","17","18","18","25","4","23","11","8","","","","","","","","","","","",
"노동조합및노동관계조정법","합계","범죄의 수사단서[건]","건","434","373","308","315","345","655","564","393","526","477","429","528","709","631","603","526","473","345","325",
"노동조합및노동관계조정법","현행범","범죄의 수사단서[건]","건","9","19","5","23","11","9","10","2","19","9","3","5","6","2","-","8","8","7","4",
"노동조합및노동관계조정법","신고","범죄의 수사단서[건]","건","389","291","276","272","308","572","476","339","392","346","373","395","553","516","505","414","376","294","269",
"노동조합및노동관계조정법","피해자신고","범죄의 수사단서[건]","건","28","10","13","25","17","30","16","19","21","41","26","27","58","41","37","14","8","21","15",
"노동조합및노동관계조정법","고소","범죄의 수사단서[건]","건","257","194","174","175","224","442","388","260","281","218","241","243","373","359","322","280","270","201","187",
"노동조합및노동관계조정법","고발","범죄의 수사단서[건]","건","65","53","57","46","48","85","56","49","70","67","92","111","88","98","132","104","77","61","56",
"노동조합및노동관계조정법","자수","범죄의 수사단서[건]","건","1","-","-","-","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"노동조합및노동관계조정법","진정투서","범죄의 수사단서[건]","건","38","34","28","26","19","13","15","11","18","20","11","13","32","14","11","13","20","9","11",
"노동조합및노동관계조정법","타인신고","범죄의 수사단서[건]","건","-","-","4","-","-","2","1","-","2","0","3","1","2","4","3","3","1","2","-",
"노동조합및노동관계조정법","미신고","범죄의 수사단서[건]","건","36","63","27","20","26","74","78","52","115","122","53","128","150","113","98","104","89","44","52",
"노동조합및노동관계조정법","불심검문","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"노동조합및노동관계조정법","피해품발견","범죄의 수사단서[건]","건","-","-","-","-","-","1","-","-","1","0","-","","-","1","-","1","0","-","-",
"노동조합및노동관계조정법","변사체","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"노동조합및노동관계조정법","탐문정보","범죄의 수사단서[건]","건","-","1","2","3","-","1","-","-","2","1","-","","-","-","4","9","0","-","-",
"노동조합및노동관계조정법","여죄","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","-","0","-","","1","-","-","-","0","-","-",
"노동조합및노동관계조정법","기타","범죄의 수사단서[건]","건","36","62","25","17","26","72","78","52","112","121","53","128","149","112","94","94","89","44","52",
"노동조합및노동관계조정법","미상","범죄의 수사단서[건]","건","","","","","","","","","-","0","","","","","","","","","",
"농산물품질관리법","합계","범죄의 수사단서[건]","건","1646","1473","1777","2590","2219","88","19","26","","","","","","","","","","","",
"농산물품질관리법","현행범","범죄의 수사단서[건]","건","1317","1072","1134","1788","1701","64","4","7","","","","","","","","","","","",
"농산물품질관리법","신고","범죄의 수사단서[건]","건","127","140","227","244","159","6","12","4","","","","","","","","","","","",
"농산물품질관리법","피해자신고","범죄의 수사단서[건]","건","19","21","30","32","25","-","-","-","","","","","","","","","","","",
"농산물품질관리법","고소","범죄의 수사단서[건]","건","7","12","6","6","3","-","-","-","","","","","","","","","","","",
"농산물품질관리법","고발","범죄의 수사단서[건]","건","27","21","57","79","57","5","11","4","","","","","","","","","","","",
"농산물품질관리법","자수","범죄의 수사단서[건]","건","1","-","-","1","1","-","-","-","","","","","","","","","","","",
"농산물품질관리법","진정투서","범죄의 수사단서[건]","건","16","8","13","16","10","-","-","-","","","","","","","","","","","",
"농산물품질관리법","타인신고","범죄의 수사단서[건]","건","57","78","121","110","63","1","1","-","","","","","","","","","","","",
"농산물품질관리법","미신고","범죄의 수사단서[건]","건","202","261","416","558","359","18","3","15","","","","","","","","","","","",
"농산물품질관리법","불심검문","범죄의 수사단서[건]","건","-","8","11","3","1","-","-","1","","","","","","","","","","","",
"농산물품질관리법","피해품발견","범죄의 수사단서[건]","건","1","-","-","-","-","-","-","-","","","","","","","","","","","",
"농산물품질관리법","변사체","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"농산물품질관리법","탐문정보","범죄의 수사단서[건]","건","76","75","155","210","56","8","1","13","","","","","","","","","","","",
"농산물품질관리법","여죄","범죄의 수사단서[건]","건","1","2","4","2","-","-","-","-","","","","","","","","","","","",
"농산물품질관리법","기타","범죄의 수사단서[건]","건","124","176","246","343","302","10","2","1","","","","","","","","","","","",
"농수산물유통및가격안정에관한법률","합계","범죄의 수사단서[건]","건","57","72","60","87","59","74","50","81","232","33","38","33","35","41","30","32","12","103","74",
"농수산물유통및가격안정에관한법률","현행범","범죄의 수사단서[건]","건","-","-","-","-","-","-","2","-","2","1","-","","-","-","2","-","0","2","-",
"농수산물유통및가격안정에관한법률","신고","범죄의 수사단서[건]","건","55","41","58","84","50","69","46","78","26","28","35","30","29","36","23","25","12","100","74",
"농수산물유통및가격안정에관한법률","피해자신고","범죄의 수사단서[건]","건","1","-","-","-","-","-","-","-","-","0","-","","-","-","-","-","0","1","-",
"농수산물유통및가격안정에관한법률","고소","범죄의 수사단서[건]","건","1","-","1","-","-","3","5","1","3","0","1","1","1","1","1","-","0","-","-",
"농수산물유통및가격안정에관한법률","고발","범죄의 수사단서[건]","건","53","41","57","83","50","66","41","77","23","27","34","29","28","34","21","25","12","84","70",
"농수산물유통및가격안정에관한법률","자수","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"농수산물유통및가격안정에관한법률","진정투서","범죄의 수사단서[건]","건","-","-","-","1","-","-","-","-","-","0","-","","-","1","1","-","0","14","4",
"농수산물유통및가격안정에관한법률","타인신고","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","-","1","-","","-","-","-","-","0","1","-",
"농수산물유통및가격안정에관한법률","미신고","범죄의 수사단서[건]","건","2","31","2","3","9","5","2","3","203","2","3","3","6","5","5","7","0","1","-",
"농수산물유통및가격안정에관한법률","불심검문","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","-","0","-","","-","-","1","-","0","-","-",
"농수산물유통및가격안정에관한법률","피해품발견","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"농수산물유통및가격안정에관한법률","변사체","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"농수산물유통및가격안정에관한법률","탐문정보","범죄의 수사단서[건]","건","-","31","2","2","5","5","-","2","1","0","2","1","3","5","4","-","0","-","-",
"농수산물유통및가격안정에관한법률","여죄","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","197","0","-","","-","-","-","-","0","-","-",
"농수산물유통및가격안정에관한법률","기타","범죄의 수사단서[건]","건","2","-","-","1","4","-","2","1","5","2","1","2","3","-","-","7","0","1","-",
"농수산물유통및가격안정에관한법률","미상","범죄의 수사단서[건]","건","","","","","","","","","1","2","","","","","","","","","",
"농수산물의원산지표시에관한법률","합계","범죄의 수사단서[건]","건","","","","","","","","","3458","3353","4137","3318","3975","2849","2068","2314","","","",
"농수산물의원산지표시에관한법률","현행범","범죄의 수사단서[건]","건","","","","","","","","","2027","1923","2327","1923","2009","2078","1360","1356","","","",
"농수산물의원산지표시에관한법률","신고","범죄의 수사단서[건]","건","","","","","","","","","178","224","415","338","334","236","200","274","","","",
"농수산물의원산지표시에관한법률","피해자신고","범죄의 수사단서[건]","건","","","","","","","","","8","24","10","97","40","25","11","27","","","",
"농수산물의원산지표시에관한법률","고소","범죄의 수사단서[건]","건","","","","","","","","","18","11","72","6","2","9","2","1","","","",
"농수산물의원산지표시에관한법률","고발","범죄의 수사단서[건]","건","","","","","","","","","63","78","104","87","70","66","49","52","","","",
"농수산물의원산지표시에관한법률","자수","범죄의 수사단서[건]","건","","","","","","","","","-","2","1","2","-","1","1","1","","","",
"농수산물의원산지표시에관한법률","진정투서","범죄의 수사단서[건]","건","","","","","","","","","12","23","112","32","111","6","7","7","","","",
"농수산물의원산지표시에관한법률","타인신고","범죄의 수사단서[건]","건","","","","","","","","","77","86","116","114","111","129","130","186","","","",
"농수산물의원산지표시에관한법률","미신고","범죄의 수사단서[건]","건","","","","","","","","","1250","1206","1395","1057","1632","535","508","684","","","",
"농수산물의원산지표시에관한법률","불심검문","범죄의 수사단서[건]","건","","","","","","","","","17","9","19","16","11","7","8","6","","","",
"농수산물의원산지표시에관한법률","피해품발견","범죄의 수사단서[건]","건","","","","","","","","","-","1","-","","-","-","-","-","","","",
"농수산물의원산지표시에관한법률","변사체","범죄의 수사단서[건]","건","","","","","","","","","-","0","-","","-","-","-","-","","","",
"농수산물의원산지표시에관한법률","탐문정보","범죄의 수사단서[건]","건","","","","","","","","","320","331","335","229","74","59","67","59","","","",
"농수산물의원산지표시에관한법률","여죄","범죄의 수사단서[건]","건","","","","","","","","","2","63","309","2","1027","3","21","163","","","",
"농수산물의원산지표시에관한법률","기타","범죄의 수사단서[건]","건","","","","","","","","","911","802","732","810","520","466","412","456","","","",
"농수산물의원산지표시에관한법률","미상","범죄의 수사단서[건]","건","","","","","","","","","3","0","","","","","","","","","",
"농수산물의원산지표시등에관한법률","합계","범죄의 수사단서[건]","건","","","","","","","","","","","","","","","","","2057","2215","2868",
"농수산물의원산지표시등에관한법률","현행범","범죄의 수사단서[건]","건","","","","","","","","","","","","","","","","","1252","1384","1353",
"농수산물의원산지표시등에관한법률","신고","범죄의 수사단서[건]","건","","","","","","","","","","","","","","","","","289","293","289",
"농수산물의원산지표시등에관한법률","피해자신고","범죄의 수사단서[건]","건","","","","","","","","","","","","","","","","","40","36","24",
"농수산물의원산지표시등에관한법률","고소","범죄의 수사단서[건]","건","","","","","","","","","","","","","","","","","1","3","3",
"농수산물의원산지표시등에관한법률","고발","범죄의 수사단서[건]","건","","","","","","","","","","","","","","","","","36","41","35",
"농수산물의원산지표시등에관한법률","자수","범죄의 수사단서[건]","건","","","","","","","","","","","","","","","","","0","1","1",
"농수산물의원산지표시등에관한법률","진정투서","범죄의 수사단서[건]","건","","","","","","","","","","","","","","","","","7","19","6",
"농수산물의원산지표시등에관한법률","타인신고","범죄의 수사단서[건]","건","","","","","","","","","","","","","","","","","205","193","220",
"농수산물의원산지표시등에관한법률","미신고","범죄의 수사단서[건]","건","","","","","","","","","","","","","","","","","516","538","1226",
"농수산물의원산지표시등에관한법률","불심검문","범죄의 수사단서[건]","건","","","","","","","","","","","","","","","","","13","17","16",
"농수산물의원산지표시등에관한법률","피해품발견","범죄의 수사단서[건]","건","","","","","","","","","","","","","","","","","0","-","-",
"농수산물의원산지표시등에관한법률","변사체","범죄의 수사단서[건]","건","","","","","","","","","","","","","","","","","0","-","-",
"농수산물의원산지표시등에관한법률","탐문정보","범죄의 수사단서[건]","건","","","","","","","","","","","","","","","","","38","81","30",
"농수산물의원산지표시등에관한법률","여죄","범죄의 수사단서[건]","건","","","","","","","","","","","","","","","","","0","29","818",
"농수산물의원산지표시등에관한법률","기타","범죄의 수사단서[건]","건","","","","","","","","","","","","","","","","","465","411","362",
"농업협동조합법","합계","범죄의 수사단서[건]","건","174","62","74","241","238","53","76","59","","","","","","","","","","","",
"농업협동조합법","현행범","범죄의 수사단서[건]","건","5","-","1","-","2","-","3","-","","","","","","","","","","","",
"농업협동조합법","신고","범죄의 수사단서[건]","건","109","31","37","110","83","24","40","29","","","","","","","","","","","",
"농업협동조합법","피해자신고","범죄의 수사단서[건]","건","1","-","1","2","3","-","1","-","","","","","","","","","","","",
"농업협동조합법","고소","범죄의 수사단서[건]","건","11","7","10","12","9","4","8","12","","","","","","","","","","","",
"농업협동조합법","고발","범죄의 수사단서[건]","건","82","20","25","67","48","15","26","15","","","","","","","","","","","",
"농업협동조합법","자수","범죄의 수사단서[건]","건","-","-","1","1","1","-","-","1","","","","","","","","","","","",
"농업협동조합법","진정투서","범죄의 수사단서[건]","건","9","2","-","22","18","5","5","1","","","","","","","","","","","",
"농업협동조합법","타인신고","범죄의 수사단서[건]","건","6","2","-","6","4","-","-","-","","","","","","","","","","","",
"농업협동조합법","미신고","범죄의 수사단서[건]","건","60","31","36","131","153","29","33","30","","","","","","","","","","","",
"농업협동조합법","불심검문","범죄의 수사단서[건]","건","-","-","-","1","1","-","-","-","","","","","","","","","","","",
"농업협동조합법","피해품발견","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"농업협동조합법","변사체","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"농업협동조합법","탐문정보","범죄의 수사단서[건]","건","46","20","26","73","88","19","18","20","","","","","","","","","","","",
"농업협동조합법","여죄","범죄의 수사단서[건]","건","1","1","4","6","1","-","-","-","","","","","","","","","","","",
"농업협동조합법","기타","범죄의 수사단서[건]","건","13","10","6","51","63","10","15","10","","","","","","","","","","","",
"농지법","합계","범죄의 수사단서[건]","건","1589","1239","1074","750","674","675","887","693","821","954","983","844","743","746","878","1367","1086","640","455",
"농지법","현행범","범죄의 수사단서[건]","건","1","8","1","2","-","1","1","2","2","1","1","","-","-","-","-","2","-","-",
"농지법","신고","범죄의 수사단서[건]","건","1004","833","861","636","573","601","776","660","769","895","906","784","721","687","834","891","856","572","438",
"농지법","피해자신고","범죄의 수사단서[건]","건","10","-","3","6","3","2","-","1","-","1","-","","1","-","-","-","1","1","-",
"농지법","고소","범죄의 수사단서[건]","건","33","20","25","22","11","26","38","14","6","20","19","15","13","13","22","16","18","13","18",
"농지법","고발","범죄의 수사단서[건]","건","951","796","823","595","548","568","733","640","754","849","877","765","694","652","802","768","795","549","408",
"농지법","자수","범죄의 수사단서[건]","건","-","-","2","-","1","1","-","-","-","0","-","","-","-","-","-","0","-","-",
"농지법","진정투서","범죄의 수사단서[건]","건","6","14","6","4","8","4","4","5","9","23","9","4","11","9","10","103","40","8","12",
"농지법","타인신고","범죄의 수사단서[건]","건","4","3","2","9","2","-","1","-","-","2","1","","2","13","-","4","2","1","-",
"농지법","미신고","범죄의 수사단서[건]","건","584","398","212","112","101","73","110","31","42","41","76","60","22","59","44","476","228","68","17",
"농지법","불심검문","범죄의 수사단서[건]","건","-","-","1","2","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"농지법","피해품발견","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"농지법","변사체","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"농지법","탐문정보","범죄의 수사단서[건]","건","318","237","164","64","33","13","10","3","29","11","39","14","5","28","25","149","165","20","5",
"농지법","여죄","범죄의 수사단서[건]","건","12","5","2","1","-","-","1","-","2","2","2","2","3","2","1","3","8","29","7",
"농지법","기타","범죄의 수사단서[건]","건","254","156","45","45","68","60","99","28","11","28","35","44","14","29","18","324","55","19","5",
"농지법","미상","범죄의 수사단서[건]","건","","","","","","","","","8","17","","","","","","","","","",
"담배사업법","합계","범죄의 수사단서[건]","건","947","685","385","442","220","143","159","98","","","","","","","","","","","",
"담배사업법","현행범","범죄의 수사단서[건]","건","296","186","75","51","16","7","8","2","","","","","","","","","","","",
"담배사업법","신고","범죄의 수사단서[건]","건","438","268","207","176","153","103","107","86","","","","","","","","","","","",
"담배사업법","피해자신고","범죄의 수사단서[건]","건","12","11","15","3","6","4","1","1","","","","","","","","","","","",
"담배사업법","고소","범죄의 수사단서[건]","건","6","1","2","-","2","-","2","-","","","","","","","","","","","",
"담배사업법","고발","범죄의 수사단서[건]","건","252","146","65","70","81","50","49","35","","","","","","","","","","","",
"담배사업법","자수","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"담배사업법","진정투서","범죄의 수사단서[건]","건","4","7","7","6","6","4","4","11","","","","","","","","","","","",
"담배사업법","타인신고","범죄의 수사단서[건]","건","164","103","118","97","58","45","51","39","","","","","","","","","","","",
"담배사업법","미신고","범죄의 수사단서[건]","건","213","231","103","215","51","33","44","10","","","","","","","","","","","",
"담배사업법","불심검문","범죄의 수사단서[건]","건","9","6","2","15","1","-","-","-","","","","","","","","","","","",
"담배사업법","피해품발견","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"담배사업법","변사체","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"담배사업법","탐문정보","범죄의 수사단서[건]","건","127","132","33","51","11","18","11","3","","","","","","","","","","","",
"담배사업법","여죄","범죄의 수사단서[건]","건","1","12","4","1","-","-","-","-","","","","","","","","","","","",
"담배사업법","기타","범죄의 수사단서[건]","건","76","81","64","148","39","15","33","7","","","","","","","","","","","",
"대기환경보전법","합계","범죄의 수사단서[건]","건","2387","1921","3375","2144","1325","1718","1843","1971","1831","1995","2277","2725","2551","2633","2379","2867","2580","2530","2206",
"대기환경보전법","현행범","범죄의 수사단서[건]","건","287","214","196","210","246","308","266","272","283","208","192","252","326","545","451","450","314","441","321",
"대기환경보전법","신고","범죄의 수사단서[건]","건","1121","847","724","550","554","600","701","870","814","937","1306","1403","1354","1375","1358","1622","1399","1503","1311",
"대기환경보전법","피해자신고","범죄의 수사단서[건]","건","51","51","33","16","40","49","16","26","5","8","5","5","40","9","10","3","12","15","7",
"대기환경보전법","고소","범죄의 수사단서[건]","건","18","7","5","6","7","7","5","4","19","13","20","15","3","6","4","2","6","1","1",
"대기환경보전법","고발","범죄의 수사단서[건]","건","871","655","579","419","413","436","546","722","693","830","1123","1251","1144","1222","1205","1495","1289","1386","1197",
"대기환경보전법","자수","범죄의 수사단서[건]","건","8","9","2","-","4","6","2","-","-","1","-","1","2","3","-","3","2","1","4",
"대기환경보전법","진정투서","범죄의 수사단서[건]","건","24","43","28","24","27","13","49","9","9","14","21","31","61","24","11","14","16","15","9",
"대기환경보전법","타인신고","범죄의 수사단서[건]","건","149","82","77","85","63","89","83","109","88","71","137","100","104","111","128","105","74","85","93",
"대기환경보전법","미신고","범죄의 수사단서[건]","건","979","860","2455","1384","525","810","876","829","733","810","779","1070","871","713","570","795","867","586","574",
"대기환경보전법","불심검문","범죄의 수사단서[건]","건","22","32","561","71","26","24","28","24","5","13","6","17","13","11","8","4","4","5","8",
"대기환경보전법","피해품발견","범죄의 수사단서[건]","건","-","-","-","-","-","-","-","-","-","0","-","","-","-","-","-","0","-","-",
"대기환경보전법","변사체","범죄의 수사단서[건]","건","-","-","1","-","-","-","-","-","-","1","-","","-","-","-","-","0","-","-",
"대기환경보전법","탐문정보","범죄의 수사단서[건]","건","561","457","226","304","186","256","213","206","213","168","147","158","102","58","71","110","87","70","65",
"대기환경보전법","여죄","범죄의 수사단서[건]","건","3","2","1262","662","-","7","56","2","4","7","7","39","-","-","3","122","0","1","-",
"대기환경보전법","기타","범죄의 수사단서[건]","건","393","369","405","347","313","523","579","597","511","621","619","856","756","644","488","559","776","510","501",
"대기환경보전법","미상","범죄의 수사단서[건]","건","","","","","","","","","1","40","","","","","","","","","",
"대부업등의등록및금융이용자보호에관한법률","합계","범죄의 수사단서[건]","건","","","","2492","2088","3977","6271","2434","1565","1022","1053","1386","1496","1603","1320","759","983","1057","1654",
"대부업등의등록및금융이용자보호에관한법률","현행범","범죄의 수사단서[건]","건","","","","2","5","10","32","17","22","16","30","37","35","58","14","16","7","11","13",
"대부업등의등록및금융이용자보호에관한법률","신고","범죄의 수사단서[건]","건","","","","183","551","1458","1605","784","716","605","571","628","655","695","701","492","572","795","1276",
"대부업등의등록및금융이용자보호에관한법률","피해자신고","범죄의 수사단서[건]","건","","","","34","61","100","418","104","58","23","55","75","45","97","59","31","39","50","37",
"대부업등의등록및금융이용자보호에관한법률","고소","범죄의 수사단서[건]","건","","","","88","238","236","395","355","409","409","345","348","389","349","396","253","251","328","764",
"대부업등의등록및금융이용자보호에관한법률","고발","범죄의 수사단서[건]","건","","","","13","56","192","124","77","60","44","39","22","23","42","31","30","42","29","45",
"대부업등의등록및금융이용자보호에관한법률","자수","범죄의 수사단서[건]","건","","","","1","3","2","2","-","-","1","-","3","-","-","-","2","1","4","-",
"대부업등의등록및금융이용자보호에관한법률","진정투서","범죄의 수사단서[건]","건","","","","38","182","833","594","223","180","117","120","161","182","188","190","149","223","367","409",
"대부업등의등록및금융이용자보호에관한법률","타인신고","범죄의 수사단서[건]","건","","","","9","11","95","72","25","9","11","12","19","16","19","25","27","16","17","21",
"대부업등의등록및금융이용자보호에관한법률","미신고","범죄의 수사단서[건]","건","","","","2307","1532","2509","4634","1633","809","364","452","721","806","850","605","251","404","251","365",
"대부업등의등록및금융이용자보호에관한법률","불심검문","범죄의 수사단서[건]","건","","","","15","10","27","36","20","9","10","10","50","26","128","68","7","3","5","-",
"대부업등의등록및금융이용자보호에관한법률","피해품발견","범죄의 수사단서[건]","건","","","","-","1","-","-","-","-","0","1","3","-","-","-","-","0","-","-",
"대부업등의등록및금융이용자보호에관한법률","변사체","범죄의 수사단서[건]","건","","","","-","-","-","-","-","-","0","-","","-","-","-","-","0","-","1",
"대부업등의등록및금융이용자보호에관한법률","탐문정보","범죄의 수사단서[건]","건","","","","1986","1274","1929","3192","1123","604","244","301","454","367","383","239","101","64","68","169",
"대부업등의등록및금융이용자보호에관한법률","여죄","범죄의 수사단서[건]","건","","","","149","13","104","71","14","17","15","5","13","13","12","26","3","199","8","46",
"대부업등의등록및금융이용자보호에관한법률","기타","범죄의 수사단서[건]","건","","","","157","234","449","1335","476","179","95","135","201","400","327","272","140","138","170","149",
"대부업등의등록및금융이용자보호에관한법률","미상","범죄의 수사단서[건]","건","","","","","","","","","18","37","","","","","","","","","",
"대외무역법","합계","범죄의 수사단서[건]","건","463","330","637","425","218","399","290","262","","","","","","","","","","","",
"대외무역법","현행범","범죄의 수사단서[건]","건","28","12","12","3","6","8","3","3","","","","","","","","","","","",
"대외무역법","신고","범죄의 수사단서[건]","건","48","70","54","35","33","35","26","32","","","","","","","","","","","",
"대외무역법","피해자신고","범죄의 수사단서[건]","건","1","2","2","4","4","3","1","-","","","","","","","","","","","",
"대외무역법","고소","범죄의 수사단서[건]","건","-","5","4","3","-","1","3","1","","","","","","","","","","","",
"대외무역법","고발","범죄의 수사단서[건]","건","14","7","4","3","9","10","7","11","","","","","","","","","","","",
"대외무역법","자수","범죄의 수사단서[건]","건","-","-","-","1","-","-","-","-","","","","","","","","","","","",
"대외무역법","진정투서","범죄의 수사단서[건]","건","3","3","1","2","1","2","-","3","","","","","","","","","","","",
