"범죄별","발생지별","항목","단위","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년",
"폭행","서대문","범죄 발생지","","","","","","","","","","","","150","198","687","932","1106","1118","853",
"폭행","마포","범죄 발생지","","","","","","","","","","","","192","204","636","977","954","1017","943",
"폭행","양천","범죄 발생지","","","","","","","","","","","","275","296","799","1090","1214","1176","1122",
"폭행","강서","범죄 발생지","","","","","","","","","","","","299","289","1002","1521","1631","1769","1564",
"폭행","구로","범죄 발생지","","","","","","","","","","","","235","200","830","1309","1423","1517","1257",
"폭행","금천","범죄 발생지","","","","","","","","","","","","129","150","611","761","943","935","793",
"폭행","영등포","범죄 발생지","","","","","","","","","","","","300","313","1101","1815","1696","1641","1737",
"폭행","동작","범죄 발생지","","","","","","","","","","","","187","243","687","946","1042","1095","1008",
"폭행","관악","범죄 발생지","","","","","","","","","","","","299","298","1312","2125","2090","2064","2006",
"폭행","서초","범죄 발생지","","","","","","","","","","","","423","397","909","1295","1347","1405","1397",
"폭행","강남","범죄 발생지","","","","","","","","","","","","469","453","1424","2336","2421","2386","2208",
"폭행","송파","범죄 발생지","","","","","","","","","","","","350","419","1193","1749","1867","2053","1840",
"폭행","강동","범죄 발생지","","","","","","","","","","","","168","146","653","1052","1330","1391","1306",
"폭행","중구","범죄 발생지","","","","","","","","","","","","31","16","172","197","187","409","206",
"폭행","서구","범죄 발생지","","","","","","","","","","","","43","30","84","152","185","256","171",
"폭행","동구","범죄 발생지","","","","","","","","","","","","69","66","144","227","227","389","287",
"폭행","영도","범죄 발생지","","","","","","","","","","","","23","21","82","181","207","313","209",
"폭행","부산진","범죄 발생지","","","","","","","","","","","","90","114","369","606","821","1314","790",
"폭행","동래","범죄 발생지","","","","","","","","","","","","45","86","258","394","458","605","491",
"폭행","남구","범죄 발생지","","","","","","","","","","","","52","53","130","187","228","293","231",
"폭행","북구","범죄 발생지","","","","","","","","","","","","105","67","173","274","328","486","283",
"폭행","해운대","범죄 발생지","","","","","","","","","","","","51","76","401","563","715","1145","741",
"폭행","사하","범죄 발생지","","","","","","","","","","","","20","23","90","181","336","466","326",
"폭행","금정","범죄 발생지","","","","","","","","","","","","42","42","128","223","244","331","296",
"폭행","강서","범죄 발생지","","","","","","","","","","","","11","9","35","31","43","88","70",
"폭행","연제","범죄 발생지","","","","","","","","","","","","26","55","140","302","413","565","378",
"폭행","수영","범죄 발생지","","","","","","","","","","","","21","33","112","147","202","285","216",
"폭행","사상","범죄 발생지","","","","","","","","","","","","42","40","146","269","359","473","269",
"폭행","기장군","범죄 발생지","","","","","","","","","","","","13","18","74","130","98","203","110",
"폭행","중구","범죄 발생지","","","","","","","","","","","","89","144","306","325","416","373","432",
"폭행","동구","범죄 발생지","","","","","","","","","","","","97","108","546","791","803","809","806",
"폭행","서구","범죄 발생지","","","","","","","","","","","","73","83","501","878","968","1042","894",
"폭행","남구","범죄 발생지","","","","","","","","","","","","87","92","316","501","582","523","563",
"폭행","북구","범죄 발생지","","","","","","","","","","","","100","149","463","704","871","913","829",
"폭행","수성","범죄 발생지","","","","","","","","","","","","103","106","495","668","770","820","791",
"폭행","달서","범죄 발생지","","","","","","","","","","","","125","145","593","1103","1388","1204","1504",
"폭행","달성군","범죄 발생지","","","","","","","","","","","","21","27","24","119","147","198","198",
"폭행","중구","범죄 발생지","","","","","","","","","","","","41","45","212","233","235","292","275",
"폭행","동구","범죄 발생지","","","","","","","","","","","","51","43","111","123","95","128","119",
"폭행","서구","범죄 발생지","","","","","","","","","","","","118","171","622","553","850","802","807",
"폭행","미추홀","범죄 발생지","","","","","","","","","","","","145","156","714","1055","999","1030","1008",
"폭행","연수","범죄 발생지","","","","","","","","","","","","71","91","291","496","540","639","583",
"폭행","남동","범죄 발생지","","","","","","","","","","","","166","183","562","650","841","970","786",
"폭행","부평","범죄 발생지","","","","","","","","","","","","241","279","1000","1402","1232","1185","1167",
"폭행","계양","범죄 발생지","","","","","","","","","","","","81","89","526","727","756","811","749",
"폭행","강화군","범죄 발생지","","","","","","","","","","","","10","34","15","99","118","129","155",
"폭행","옹진군","범죄 발생지","","","","","","","","","","","","5","4","14","15","20","30","20",
"폭행","동구","범죄 발생지","","","","","","","","","","","","98","111","260","629","701","686","241",
"폭행","서구","범죄 발생지","","","","","","","","","","","","146","204","529","1044","1458","1585","517",
"폭행","남구","범죄 발생지","","","","","","","","","","","","77","115","276","596","497","549","137",
"폭행","북구","범죄 발생지","","","","","","","","","","","","138","297","614","1304","1036","1223","408",
"폭행","광산","범죄 발생지","","","","","","","","","","","","204","196","457","1067","1024","1200","380",
"폭행","중구","범죄 발생지","","","","","","","","","","","","69","48","107","433","505","532","112",
"폭행","동구","범죄 발생지","","","","","","","","","","","","31","34","56","155","213","233","90",
"폭행","서구","범죄 발생지","","","","","","","","","","","","84","70","74","170","265","357","145",
"폭행","유성","범죄 발생지","","","","","","","","","","","","4","32","32","59","78","119","73",
"폭행","대덕","범죄 발생지","","","","","","","","","","","","29","29","47","135","124","235","111",
"폭행","중구","범죄 발생지","","","","","","","","","","","","73","91","376","561","584","483","570",
"폭행","동구","범죄 발생지","","","","","","","","","","","","24","24","104","154","248","284","285",
"폭행","남구","범죄 발생지","","","","","","","","","","","","107","100","410","830","934","869","1028",
"폭행","북구","범죄 발생지","","","","","","","","","","","","20","31","114","181","196","158","203",
"폭행","울주군","범죄 발생지","","","","","","","","","","","","52","52","199","385","459","540","531",
"상해","종로","범죄 발생지","","","","","","","","","","","","269","266","806","831","683","670","595",
"상해","중구","범죄 발생지","","","","","","","","","","","","338","313","677","700","633","569","509",
"상해","용산","범죄 발생지","","","","","","","","","","","","246","216","501","498","464","494","421",
"상해","성동","범죄 발생지","","","","","","","","","","","","182","202","565","570","621","473","302",
"상해","광진","범죄 발생지","","","","","","","","","","","","308","220","713","908","819","677","615",
"상해","동대문","범죄 발생지","","","","","","","","","","","","255","258","623","602","545","452","364",
"상해","중랑","범죄 발생지","","","","","","","","","","","","262","254","839","723","708","711","630",
"상해","성북","범죄 발생지","","","","","","","","","","","","251","195","514","567","491","373","330",
"상해","강북","범죄 발생지","","","","","","","","","","","","245","239","614","575","602","484","460",
"상해","도봉","범죄 발생지","","","","","","","","","","","","187","184","399","401","363","352","259",
"상해","노원","범죄 발생지","","","","","","","","","","","","293","282","865","831","776","531","473",
"상해","은평","범죄 발생지","","","","","","","","","","","","278","300","946","1041","979","784","639",
"상해","서대문","범죄 발생지","","","","","","","","","","","","205","220","612","763","672","615","442",
"상해","마포","범죄 발생지","","","","","","","","","","","","263","286","807","975","803","815","716",
"상해","양천","범죄 발생지","","","","","","","","","","","","248","233","584","583","450","372","334",
"상해","강서","범죄 발생지","","","","","","","","","","","","443","351","835","717","799","690","591",
"상해","구로","범죄 발생지","","","","","","","","","","","","332","342","1089","1068","913","801","723",
"상해","금천","범죄 발생지","","","","","","","","","","","","196","210","475","591","523","452","381",
"상해","영등포","범죄 발생지","","","","","","","","","","","","422","360","928","1010","983","854","905",
"상해","동작","범죄 발생지","","","","","","","","","","","","196","184","472","547","496","400","387",
"상해","관악","범죄 발생지","","","","","","","","","","","","301","226","611","681","511","564","483",
"상해","서초","범죄 발생지","","","","","","","","","","","","310","275","652","675","559","431","416",
"상해","강남","범죄 발생지","","","","","","","","","","","","424","404","869","1122","951","1018","986",
"상해","송파","범죄 발생지","","","","","","","","","","","","376","363","899","987","766","624","615",
"상해","강동","범죄 발생지","","","","","","","","","","","","245","270","812","936","846","749","608",
"상해","중구","범죄 발생지","","","","","","","","","","","","112","96","359","433","429","580","356",
"상해","서구","범죄 발생지","","","","","","","","","","","","117","122","357","361","358","334","245",
"상해","동구","범죄 발생지","","","","","","","","","","","","249","216","446","488","421","635","381",
"상해","영도","범죄 발생지","","","","","","","","","","","","106","87","300","408","395","408","324",
"상해","부산진","범죄 발생지","","","","","","","","","","","","357","342","956","1228","1194","1696","1040",
"상해","동래","범죄 발생지","","","","","","","","","","","","150","184","540","640","632","729","582",
"상해","남구","범죄 발생지","","","","","","","","","","","","224","158","445","540","560","638","412",
"상해","북구","범죄 발생지","","","","","","","","","","","","298","203","576","756","735","910","579",
"상해","해운대","범죄 발생지","","","","","","","","","","","","289","191","553","679","709","875","690",
"상해","사하","범죄 발생지","","","","","","","","","","","","189","187","609","907","676","811","677",
"상해","금정","범죄 발생지","","","","","","","","","","","","153","170","489","547","588","688","494",
"상해","강서","범죄 발생지","","","","","","","","","","","","69","80","130","151","151","193","152",
"상해","연제","범죄 발생지","","","","","","","","","","","","142","140","431","619","598","640","460",
"상해","수영","범죄 발생지","","","","","","","","","","","","107","122","349","360","423","415","329",
"상해","사상","범죄 발생지","","","","","","","","","","","","232","175","592","661","750","802","576",
"상해","기장군","범죄 발생지","","","","","","","","","","","","58","59","142","166","149","259","175",
"상해","중구","범죄 발생지","","","","","","","","","","","","188","207","353","406","363","292","300",
"상해","동구","범죄 발생지","","","","","","","","","","","","261","276","734","922","825","691","593",
"상해","서구","범죄 발생지","","","","","","","","","","","","183","160","503","764","604","561","427",
"상해","남구","범죄 발생지","","","","","","","","","","","","143","174","396","489","508","468","416",
"상해","북구","범죄 발생지","","","","","","","","","","","","251","278","723","875","902","770","595",
"상해","수성","범죄 발생지","","","","","","","","","","","","298","330","809","838","913","816","642",
"상해","달서","범죄 발생지","","","","","","","","","","","","376","336","1058","1437","1292","1191","1098",
"상해","달성군","범죄 발생지","","","","","","","","","","","","106","116","51","278","231","244","211",
"상해","중구","범죄 발생지","","","","","","","","","","","","127","149","293","299","311","277","214",
"상해","동구","범죄 발생지","","","","","","","","","","","","46","63","177","155","123","85","64",
"상해","서구","범죄 발생지","","","","","","","","","","","","235","239","787","735","645","590","389",
"상해","미추홀","범죄 발생지","","","","","","","","","","","","308","298","871","1053","768","690","525",
"상해","연수","범죄 발생지","","","","","","","","","","","","148","111","353","364","346","336","266",
"상해","남동","범죄 발생지","","","","","","","","","","","","317","330","1079","1225","1001","794","634",
"상해","부평","범죄 발생지","","","","","","","","","","","","378","367","1093","1314","1035","846","769",
"상해","계양","범죄 발생지","","","","","","","","","","","","215","176","573","571","464","463","375",
"상해","강화군","범죄 발생지","","","","","","","","","","","","39","52","18","135","108","119","108",
"상해","옹진군","범죄 발생지","","","","","","","","","","","","10","8","31","29","32","20","29",
"상해","동구","범죄 발생지","","","","","","","","","","","","144","135","162","331","319","282","89",
"상해","서구","범죄 발생지","","","","","","","","","","","","98","149","263","537","523","386","86",
"상해","남구","범죄 발생지","","","","","","","","","","","","62","83","155","264","216","230","69",
"상해","북구","범죄 발생지","","","","","","","","","","","","181","295","519","780","761","841","250",
"상해","광산","범죄 발생지","","","","","","","","","","","","104","121","252","376","366","280","88",
"상해","중구","범죄 발생지","","","","","","","","","","","","93","163","216","429","348","399","106",
"상해","동구","범죄 발생지","","","","","","","","","","","","161","160","269","480","552","529","144",
"상해","서구","범죄 발생지","","","","","","","","","","","","198","231","359","710","700","672","211",
"상해","유성","범죄 발생지","","","","","","","","","","","","8","113","153","288","319","339","116",
"상해","대덕","범죄 발생지","","","","","","","","","","","","88","129","159","316","289","329","84",
"상해","중구","범죄 발생지","","","","","","","","","","","","96","121","387","433","396","339","298",
"상해","동구","범죄 발생지","","","","","","","","","","","","91","96","297","332","340","353","272",
"상해","남구","범죄 발생지","","","","","","","","","","","","231","225","735","902","917","818","782",
"상해","북구","범죄 발생지","","","","","","","","","","","","66","73","178","195","159","155","147",
"상해","울주군","범죄 발생지","","","","","","","","","","","","103","127","319","376","293","356","274",
"협박","종로","범죄 발생지","","","","","","","","","","","","20","23","31","33","25","29","30",
"협박","중구","범죄 발생지","","","","","","","","","","","","29","28","26","30","24","38","34",
"협박","용산","범죄 발생지","","","","","","","","","","","","19","17","18","14","18","17","20",
"협박","성동","범죄 발생지","","","","","","","","","","","","15","11","21","15","16","15","10",
"협박","광진","범죄 발생지","","","","","","","","","","","","16","13","24","19","23","24","36",
"협박","동대문","범죄 발생지","","","","","","","","","","","","26","27","19","37","35","34","21",
"협박","중랑","범죄 발생지","","","","","","","","","","","","19","24","19","15","24","33","28",
"협박","성북","범죄 발생지","","","","","","","","","","","","21","14","20","25","22","25","18",
"협박","강북","범죄 발생지","","","","","","","","","","","","16","20","19","25","26","14","23",
"협박","도봉","범죄 발생지","","","","","","","","","","","","12","12","19","22","31","20","17",
"협박","노원","범죄 발생지","","","","","","","","","","","","29","23","37","28","33","24","21",
"협박","은평","범죄 발생지","","","","","","","","","","","","16","38","25","24","51","39","27",
"협박","서대문","범죄 발생지","","","","","","","","","","","","20","23","21","21","32","34","19",
"협박","마포","범죄 발생지","","","","","","","","","","","","14","23","20","29","36","36","35",
"협박","양천","범죄 발생지","","","","","","","","","","","","32","26","17","25","12","19","22",
"협박","강서","범죄 발생지","","","","","","","","","","","","23","19","29","26","27","40","25",
"협박","구로","범죄 발생지","","","","","","","","","","","","25","32","29","30","27","41","28",
"협박","금천","범죄 발생지","","","","","","","","","","","","16","10","9","14","12","13","13",
"협박","영등포","범죄 발생지","","","","","","","","","","","","25","32","24","30","32","30","33",
"협박","동작","범죄 발생지","","","","","","","","","","","","24","20","25","29","29","20","37",
"협박","관악","범죄 발생지","","","","","","","","","","","","17","17","24","38","39","29","39",
"협박","서초","범죄 발생지","","","","","","","","","","","","41","39","44","61","36","41","39",
"협박","강남","범죄 발생지","","","","","","","","","","","","46","35","53","56","85","102","83",
"협박","송파","범죄 발생지","","","","","","","","","","","","19","26","29","42","39","44","49",
"협박","강동","범죄 발생지","","","","","","","","","","","","15","11","18","17","18","25","24",
"협박","중구","범죄 발생지","","","","","","","","","","","","5","2","11","3","5","14","11",
"협박","서구","범죄 발생지","","","","","","","","","","","","19","8","12","10","7","28","6",
"협박","동구","범죄 발생지","","","","","","","","","","","","22","24","13","13","6","14","10",
"협박","영도","범죄 발생지","","","","","","","","","","","","4","1","18","13","12","65","16",
"협박","부산진","범죄 발생지","","","","","","","","","","","","37","20","20","48","29","111","49",
"협박","동래","범죄 발생지","","","","","","","","","","","","9","10","11","9","18","62","39",
"협박","남구","범죄 발생지","","","","","","","","","","","","19","18","24","21","23","51","27",
"협박","북구","범죄 발생지","","","","","","","","","","","","26","14","16","11","14","57","26",
"협박","해운대","범죄 발생지","","","","","","","","","","","","20","26","29","35","35","138","39",
"협박","사하","범죄 발생지","","","","","","","","","","","","7","14","14","8","15","42","24",
"협박","금정","범죄 발생지","","","","","","","","","","","","9","19","30","10","14","31","20",
"협박","강서","범죄 발생지","","","","","","","","","","","","5","3","-","3","2","17","6",
"협박","연제","범죄 발생지","","","","","","","","","","","","13","15","11","15","13","35","29",
"협박","수영","범죄 발생지","","","","","","","","","","","","6","7","13","14","19","31","22",
"협박","사상","범죄 발생지","","","","","","","","","","","","8","6","9","9","15","56","11",
"협박","기장군","범죄 발생지","","","","","","","","","","","","1","6","7","7","8","38","10",
"협박","중구","범죄 발생지","","","","","","","","","","","","10","7","13","6","5","6","5",
"협박","동구","범죄 발생지","","","","","","","","","","","","19","37","31","26","44","28","25",
"협박","서구","범죄 발생지","","","","","","","","","","","","9","13","9","12","15","7","13",
"협박","남구","범죄 발생지","","","","","","","","","","","","6","9","12","5","10","15","18",
"협박","북구","범죄 발생지","","","","","","","","","","","","7","13","21","15","20","25","26",
"협박","수성","범죄 발생지","","","","","","","","","","","","30","30","20","36","32","36","26",
"협박","달서","범죄 발생지","","","","","","","","","","","","8","33","33","24","47","48","46",
"협박","달성군","범죄 발생지","","","","","","","","","","","","6","7","3","3","5","8","8",
"협박","중구","범죄 발생지","","","","","","","","","","","","11","4","9","1","3","5","5",
"협박","동구","범죄 발생지","","","","","","","","","","","","1","5","5","5","3","-","3",
"협박","서구","범죄 발생지","","","","","","","","","","","","7","15","20","13","20","16","8",
"협박","미추홀","범죄 발생지","","","","","","","","","","","","7","14","17","14","17","11","12",
"협박","연수","범죄 발생지","","","","","","","","","","","","8","6","2","14","4","5","7",
"협박","남동","범죄 발생지","","","","","","","","","","","","11","11","19","20","17","13","15",
"협박","부평","범죄 발생지","","","","","","","","","","","","14","12","16","25","20","26","26",
"협박","계양","범죄 발생지","","","","","","","","","","","","12","8","13","13","10","19","12",
"협박","강화군","범죄 발생지","","","","","","","","","","","","","5","3","8","5","7","3",
"협박","옹진군","범죄 발생지","","","","","","","","","","","","","","1","-","-","-","1",
"협박","동구","범죄 발생지","","","","","","","","","","","","5","10","7","8","13","18","7",
"협박","서구","범죄 발생지","","","","","","","","","","","","14","11","14","19","24","28","9",
"협박","남구","범죄 발생지","","","","","","","","","","","","6","21","10","12","13","13","1",
"협박","북구","범죄 발생지","","","","","","","","","","","","13","18","16","36","24","37","9",
"협박","광산","범죄 발생지","","","","","","","","","","","","14","21","13","37","25","23","7",
"협박","중구","범죄 발생지","","","","","","","","","","","","14","6","10","20","25","34","3",
"협박","동구","범죄 발생지","","","","","","","","","","","","12","18","7","18","53","22","3",
"협박","서구","범죄 발생지","","","","","","","","","","","","18","20","24","33","35","29","7",
"협박","유성","범죄 발생지","","","","","","","","","","","","3","14","7","11","20","16","7",
"협박","대덕","범죄 발생지","","","","","","","","","","","","7","14","4","7","20","22","5",
"협박","중구","범죄 발생지","","","","","","","","","","","","4","4","11","15","19","11","11",
"협박","동구","범죄 발생지","","","","","","","","","","","","4","16","3","10","4","7","2",
"협박","남구","범죄 발생지","","","","","","","","","","","","12","12","15","14","25","21","27",
"협박","북구","범죄 발생지","","","","","","","","","","","","3","5","6","4","7","4","6",
"협박","울주군","범죄 발생지","","","","","","","","","","","","5","8","15","21","16","11","15",
"공갈","종로","범죄 발생지","","","","","","","","","","","","6","15","22","24","22","20","28",
"공갈","중구","범죄 발생지","","","","","","","","","","","","21","16","24","22","30","38","20",
"공갈","용산","범죄 발생지","","","","","","","","","","","","8","11","8","7","18","22","16",
"공갈","성동","범죄 발생지","","","","","","","","","","","","5","11","11","13","10","23","15",
"공갈","광진","범죄 발생지","","","","","","","","","","","","19","12","24","12","17","21","26",
"공갈","동대문","범죄 발생지","","","","","","","","","","","","18","13","34","20","30","40","41",
"공갈","중랑","범죄 발생지","","","","","","","","","","","","11","11","22","26","26","28","46",
"공갈","성북","범죄 발생지","","","","","","","","","","","","9","8","14","15","23","48","44",
"공갈","강북","범죄 발생지","","","","","","","","","","","","6","10","18","19","20","21","38",
"공갈","도봉","범죄 발생지","","","","","","","","","","","","12","6","12","14","10","20","22",
"공갈","노원","범죄 발생지","","","","","","","","","","","","15","13","32","25","25","32","42",
"공갈","은평","범죄 발생지","","","","","","","","","","","","18","13","28","24","25","30","21",
"공갈","서대문","범죄 발생지","","","","","","","","","","","","18","7","14","14","21","26","22",
"공갈","마포","범죄 발생지","","","","","","","","","","","","15","16","15","30","19","27","24",
"공갈","양천","범죄 발생지","","","","","","","","","","","","21","11","14","21","23","30","37",
"공갈","강서","범죄 발생지","","","","","","","","","","","","20","18","11","21","23","29","57",
"공갈","구로","범죄 발생지","","","","","","","","","","","","18","11","21","23","32","33","27",
"공갈","금천","범죄 발생지","","","","","","","","","","","","7","8","12","11","19","15","14",
"공갈","영등포","범죄 발생지","","","","","","","","","","","","26","23","20","36","34","31","38",
"공갈","동작","범죄 발생지","","","","","","","","","","","","7","8","11","15","14","18","19",
"공갈","관악","범죄 발생지","","","","","","","","","","","","3","17","15","21","27","32","38",
"공갈","서초","범죄 발생지","","","","","","","","","","","","35","19","36","35","25","33","45",
"공갈","강남","범죄 발생지","","","","","","","","","","","","40","26","45","52","52","63","77",
"공갈","송파","범죄 발생지","","","","","","","","","","","","23","13","18","36","54","30","53",
"공갈","강동","범죄 발생지","","","","","","","","","","","","14","9","8","13","34","20","27",
"공갈","중구","범죄 발생지","","","","","","","","","","","","15","2","16","11","10","48","11",
"공갈","서구","범죄 발생지","","","","","","","","","","","","61","10","14","10","13","25","12",
"공갈","동구","범죄 발생지","","","","","","","","","","","","14","5","11","16","13","47","15",
"공갈","영도","범죄 발생지","","","","","","","","","","","","11","1","9","12","10","56","61",
"공갈","부산진","범죄 발생지","","","","","","","","","","","","22","12","23","40","62","148","81",
"공갈","동래","범죄 발생지","","","","","","","","","","","","17","8","24","14","23","57","39",
"공갈","남구","범죄 발생지","","","","","","","","","","","","15","12","19","14","48","111","29",
"공갈","북구","범죄 발생지","","","","","","","","","","","","9","14","11","11","20","72","61",
"공갈","해운대","범죄 발생지","","","","","","","","","","","","33","14","22","36","57","105","57",
"공갈","사하","범죄 발생지","","","","","","","","","","","","23","8","11","18","17","78","50",
"공갈","금정","범죄 발생지","","","","","","","","","","","","10","2","15","22","13","56","52",
"공갈","강서","범죄 발생지","","","","","","","","","","","","2","1","4","4","2","16","23",
"공갈","연제","범죄 발생지","","","","","","","","","","","","18","8","25","11","19","38","27",
"공갈","수영","범죄 발생지","","","","","","","","","","","","9","9","10","7","11","18","66",
"공갈","사상","범죄 발생지","","","","","","","","","","","","26","6","21","9","14","46","33",
"공갈","기장군","범죄 발생지","","","","","","","","","","","","3","2","2","3","5","25","20",
"공갈","중구","범죄 발생지","","","","","","","","","","","","37","83","49","27","16","30","29",
"공갈","동구","범죄 발생지","","","","","","","","","","","","27","8","25","25","26","47","19",
"공갈","서구","범죄 발생지","","","","","","","","","","","","6","10","14","24","24","21","63",
"공갈","남구","범죄 발생지","","","","","","","","","","","","16","2","12","14","7","21","19",
"공갈","북구","범죄 발생지","","","","","","","","","","","","17","12","35","21","43","45","46",
"공갈","수성","범죄 발생지","","","","","","","","","","","","51","17","21","26","30","55","49",
"공갈","달서","범죄 발생지","","","","","","","","","","","","36","25","38","38","61","258","94",
"공갈","달성군","범죄 발생지","","","","","","","","","","","","5","4","1","7","10","9","13",
"공갈","중구","범죄 발생지","","","","","","","","","","","","5","8","15","13","6","17","13",
"공갈","동구","범죄 발생지","","","","","","","","","","","","4","2","5","5","3","10","5",
"공갈","서구","범죄 발생지","","","","","","","","","","","","19","19","17","33","36","67","34",
"공갈","미추홀","범죄 발생지","","","","","","","","","","","","26","30","51","45","36","43","42",
"공갈","연수","범죄 발생지","","","","","","","","","","","","12","22","21","20","31","35","23",
"공갈","남동","범죄 발생지","","","","","","","","","","","","31","40","59","41","25","33","32",
"공갈","부평","범죄 발생지","","","","","","","","","","","","14","32","70","54","56","58","47",
"공갈","계양","범죄 발생지","","","","","","","","","","","","16","10","30","19","23","34","24",
"공갈","강화군","범죄 발생지","","","","","","","","","","","","1","","-","1","6","1","3",
"공갈","옹진군","범죄 발생지","","","","","","","","","","","","1","","-","-","1","1","-",
"공갈","동구","범죄 발생지","","","","","","","","","","","","36","55","28","78","132","144","8",
"공갈","서구","범죄 발생지","","","","","","","","","","","","10","29","18","25","62","72","24",
"공갈","남구","범죄 발생지","","","","","","","","","","","","9","33","33","44","46","76","4",
"공갈","북구","범죄 발생지","","","","","","","","","","","","60","114","17","32","45","71","24",
"공갈","광산","범죄 발생지","","","","","","","","","","","","12","7","14","22","32","33","17",
"공갈","중구","범죄 발생지","","","","","","","","","","","","17","13","13","61","96","102","34",
"공갈","동구","범죄 발생지","","","","","","","","","","","","9","15","3","19","29","35","11",
"공갈","서구","범죄 발생지","","","","","","","","","","","","17","25","27","39","57","63","13",
"공갈","유성","범죄 발생지","","","","","","","","","","","","2","10","4","80","20","14","4",
"공갈","대덕","범죄 발생지","","","","","","","","","","","","2","3","9","19","88","72","120",
"공갈","중구","범죄 발생지","","","","","","","","","","","","9","9","21","45","61","46","42",
"공갈","동구","범죄 발생지","","","","","","","","","","","","6","7","13","9","9","11","15",
"공갈","남구","범죄 발생지","","","","","","","","","","","","23","13","19","74","46","68","54",
"공갈","북구","범죄 발생지","","","","","","","","","","","","3","","4","7","13","8","14",
"공갈","울주군","범죄 발생지","","","","","","","","","","","","10","3","2","7","12","27","35",
"약취와 유인","종로","범죄 발생지","","","","","","","","","","","","2","2","1","1","1","6","1",
"약취와 유인","중구","범죄 발생지","","","","","","","","","","","","3","","1","1","1","3","2",
"약취와 유인","용산","범죄 발생지","","","","","","","","","","","","1","2","7","1","1","-","2",
"약취와 유인","성동","범죄 발생지","","","","","","","","","","","","1","","1","-","2","2","1",
"약취와 유인","광진","범죄 발생지","","","","","","","","","","","","","","1","-","2","-","-",
"약취와 유인","동대문","범죄 발생지","","","","","","","","","","","","8","2","-","2","3","4","2",
"약취와 유인","중랑","범죄 발생지","","","","","","","","","","","","3","1","1","-","-","5","2",
"약취와 유인","성북","범죄 발생지","","","","","","","","","","","","5","7","-","3","-","2","2",
"약취와 유인","강북","범죄 발생지","","","","","","","","","","","","3","","2","-","1","3","3",
"약취와 유인","도봉","범죄 발생지","","","","","","","","","","","","2","","-","1","1","2","-",
"약취와 유인","노원","범죄 발생지","","","","","","","","","","","","1","","-","3","2","2","7",
"약취와 유인","은평","범죄 발생지","","","","","","","","","","","","2","","-","1","3","2","1",
"약취와 유인","서대문","범죄 발생지","","","","","","","","","","","","2","4","-","2","4","5","1",
"약취와 유인","마포","범죄 발생지","","","","","","","","","","","","2","","-","-","1","1","1",
"약취와 유인","양천","범죄 발생지","","","","","","","","","","","","","1","1","2","2","3","-",
"약취와 유인","강서","범죄 발생지","","","","","","","","","","","","1","","2","1","4","7","4",
"약취와 유인","구로","범죄 발생지","","","","","","","","","","","","1","1","-","2","-","1","3",
"약취와 유인","금천","범죄 발생지","","","","","","","","","","","","2","","-","-","-","1","2",
"약취와 유인","영등포","범죄 발생지","","","","","","","","","","","","5","","3","2","1","3","3",
"약취와 유인","동작","범죄 발생지","","","","","","","","","","","","3","","1","-","4","3","1",
"약취와 유인","관악","범죄 발생지","","","","","","","","","","","","1","","-","-","1","2","5",
"약취와 유인","서초","범죄 발생지","","","","","","","","","","","","1","","2","1","4","-","4",
"약취와 유인","강남","범죄 발생지","","","","","","","","","","","","1","2","-","3","2","4","2",
"약취와 유인","송파","범죄 발생지","","","","","","","","","","","","1","3","3","1","2","3","3",
"약취와 유인","강동","범죄 발생지","","","","","","","","","","","","3","","-","-","3","2","-",
"약취와 유인","중구","범죄 발생지","","","","","","","","","","","","","","-","8","-","2","-",
"약취와 유인","서구","범죄 발생지","","","","","","","","","","","","1","2","1","1","2","2","2",
"약취와 유인","동구","범죄 발생지","","","","","","","","","","","","4","","2","-","1","-","-",
"약취와 유인","영도","범죄 발생지","","","","","","","","","","","","1","","-","-","-","-","2",
"약취와 유인","부산진","범죄 발생지","","","","","","","","","","","","4","1","2","3","4","1","1",
"약취와 유인","동래","범죄 발생지","","","","","","","","","","","","1","","-","-","2","1","-",
"약취와 유인","남구","범죄 발생지","","","","","","","","","","","","2","","1","2","1","7","1",
"약취와 유인","북구","범죄 발생지","","","","","","","","","","","","","","1","1","-","1","1",
"약취와 유인","해운대","범죄 발생지","","","","","","","","","","","","2","","-","2","1","2","1",
"약취와 유인","사하","범죄 발생지","","","","","","","","","","","","2","1","-","-","3","2","1",
"약취와 유인","금정","범죄 발생지","","","","","","","","","","","","1","","-","1","-","1","1",
"약취와 유인","강서","범죄 발생지","","","","","","","","","","","","","2","2","1","-","1","-",
"약취와 유인","연제","범죄 발생지","","","","","","","","","","","","","","-","-","1","2","-",
"약취와 유인","수영","범죄 발생지","","","","","","","","","","","","","","-","1","1","-","2",
"약취와 유인","사상","범죄 발생지","","","","","","","","","","","","1","","-","1","3","2","5",
"약취와 유인","기장군","범죄 발생지","","","","","","","","","","","","1","","-","-","-","1","-",
"약취와 유인","중구","범죄 발생지","","","","","","","","","","","","3","","1","-","4","-","1",
"약취와 유인","동구","범죄 발생지","","","","","","","","","","","","","2","-","1","-","1","-",
"약취와 유인","서구","범죄 발생지","","","","","","","","","","","","","1","1","-","1","2","-",
