"범죄별","기관별","기간별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"신앙","검찰","2개월 이내","범죄사건 처리 기간[명]","명","27","51","44","71","32","42","29","38","48","57","64","47","143","96","29","16","15","12","10",
"신앙","검찰","3개월 이내","범죄사건 처리 기간[명]","명","72","71","62","74","92","65","61","65","78","55","60","62","165","164","41","14","3","10","11",
"신앙","검찰","6개월 이내","범죄사건 처리 기간[명]","명","113","62","74","71","48","47","116","84","77","119","133","148","137","357","88","16","26","28","54",
"신앙","검찰","6개월 초과","범죄사건 처리 기간[명]","명","1","-","15","-","-","-","62","26","67","13","5","16","26","120","15","2","2","8","6",
"기타음란행위","합계","계","범죄사건 처리 기간[명]","명","506","632","1022","1175","1356","1609","2568","2531","","","","","","","","","","","",
"기타음란행위","경찰","계","범죄사건 처리 기간[명]","명","252","312","508","582","678","803","1309","1281","1479","1708","2071","2645","2233","2596","2282","2090","1961","2043","1892",
"기타음란행위","경찰","10일 이내","범죄사건 처리 기간[명]","명","47","53","126","168","309","417","678","611","547","518","549","648","449","492","355","274","243","300","315",
"기타음란행위","경찰","20일 이내","범죄사건 처리 기간[명]","명","10","15","21","35","113","125","214","224","259","298","419","562","424","488","389","337","321","379","372",
"기타음란행위","경찰","1개월 이내","범죄사건 처리 기간[명]","명","46","52","61","70","68","82","127","118","161","203","283","368","350","383","366","277","252","304","275",
"기타음란행위","경찰","2개월 이내","범죄사건 처리 기간[명]","명","22","31","32","29","71","108","161","200","266","303","442","630","569","698","687","631","629","602","537",
"기타음란행위","경찰","3개월 이내","범죄사건 처리 기간[명]","명","12","11","19","22","38","46","87","80","132","109","168","193","240","332","288","312","245","298","259",
"기타음란행위","경찰","6개월 이내","범죄사건 처리 기간[명]","명","115","149","249","256","79","13","37","35","79","63","93","119","98","111","125","171","174","138","125",
"기타음란행위","경찰","6개월 초과","범죄사건 처리 기간[명]","명","-","1","-","2","-","12","5","13","35","214","117","125","103","92","72","88","97","22","9",
"기타음란행위","검찰","계","범죄사건 처리 기간[명]","명","254","320","514","593","678","806","1259","1250","1444","1645","1986","2580","2170","2558","2254","1783","1658","1719","1622",
"기타음란행위","검찰","10일 이내","범죄사건 처리 기간[명]","명","165","216","359","379","445","561","860","817","810","890","999","1570","1253","1490","1323","979","922","847","827",
"기타음란행위","검찰","20일 이내","범죄사건 처리 기간[명]","명","49","45","75","110","106","112","216","214","268","320","398","462","390","394","327","325","271","300","285",
"기타음란행위","검찰","1개월 이내","범죄사건 처리 기간[명]","명","17","33","45","48","71","62","87","120","178","205","261","239","213","237","216","189","169","202","200",
"기타음란행위","검찰","2개월 이내","범죄사건 처리 기간[명]","명","15","16","29","46","38","52","58","66","110","130","185","180","189","220","180","147","140","173","154",
"기타음란행위","검찰","3개월 이내","범죄사건 처리 기간[명]","명","7","9","6","9","17","16","16","21","48","69","95","73","74","134","102","75","80","88","66",
"기타음란행위","검찰","6개월 이내","범죄사건 처리 기간[명]","명","1","1","-","1","1","3","22","12","29","29","46","39","49","82","104","68","75","102","85",
"기타음란행위","검찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","-","1","2","2","17","2","1","2","-","1","7","5",
"과실범죄","합계","계","범죄사건 처리 기간[명]","명","11377","10393","12526","13492","13005","12944","15418","15726","","","","","","","","","","","",
"과실범죄","경찰","계","범죄사건 처리 기간[명]","명","5612","5157","6223","6695","6483","6426","7939","8042","8387","9008","9348","10184","10565","11040","11057","9644","9978","11421","11276",
"과실범죄","경찰","10일 이내","범죄사건 처리 기간[명]","명","196","219","326","341","667","879","985","1024","818","818","804","859","786","742","695","634","405","515","525",
"과실범죄","경찰","20일 이내","범죄사건 처리 기간[명]","명","71","91","138","136","481","779","1002","983","974","881","991","1151","1143","1241","1148","783","697","822","861",
"과실범죄","경찰","1개월 이내","범죄사건 처리 기간[명]","명","576","496","655","725","705","742","826","975","967","825","1032","1181","1156","1299","1190","856","755","900","941",
"과실범죄","경찰","2개월 이내","범죄사건 처리 기간[명]","명","731","631","828","850","1301","1635","1984","2281","2320","2046","2408","2700","2994","3084","2882","2198","2154","2361","2458",
"과실범죄","경찰","3개월 이내","범죄사건 처리 기간[명]","명","570","509","591","656","985","1097","1354","1357","1439","1315","1474","1678","2040","2076","2013","1771","1840","1963","2055",
"과실범죄","경찰","6개월 이내","범죄사건 처리 기간[명]","명","3321","3127","3606","3908","2173","1021","1192","1133","1333","1282","1428","1537","1776","1916","2231","2331","2685","3126","2965",
"과실범죄","경찰","6개월 초과","범죄사건 처리 기간[명]","명","147","84","79","79","171","273","596","289","536","1841","1211","1078","670","682","898","1071","1442","1734","1471",
"과실범죄","검찰","계","범죄사건 처리 기간[명]","명","5765","5236","6303","6797","6522","6518","7479","7684","8031","8489","8888","9793","9758","10760","10784","6662","6591","7254","6579",
"과실범죄","검찰","10일 이내","범죄사건 처리 기간[명]","명","2281","2145","2542","2838","2643","2740","2964","3270","3206","3627","3804","4480","4247","4632","4623","2713","2531","2710","2511",
"과실범죄","검찰","20일 이내","범죄사건 처리 기간[명]","명","811","753","850","885","745","869","926","1017","1096","1107","1134","1138","1131","1137","1068","851","765","805","772",
"과실범죄","검찰","1개월 이내","범죄사건 처리 기간[명]","명","512","500","588","579","586","550","716","656","688","808","764","700","716","685","686","676","602","771","854",
"과실범죄","검찰","2개월 이내","범죄사건 처리 기간[명]","명","689","658","843","908","838","867","887","858","872","811","945","928","920","1001","956","703","705","766","545",
"과실범죄","검찰","3개월 이내","범죄사건 처리 기간[명]","명","1044","822","1076","1167","1161","653","695","669","797","856","728","940","858","912","939","570","547","497","389",
"과실범죄","검찰","6개월 이내","범죄사건 처리 기간[명]","명","393","333","399","405","500","791","1135","1080","1191","1111","1203","1279","1573","1820","1860","978","1115","1287","1072",
"과실범죄","검찰","6개월 초과","범죄사건 처리 기간[명]","명","35","25","5","15","49","48","156","134","181","169","310","328","313","573","652","171","326","418","436",
"과실치사상","합계","계","범죄사건 처리 기간[명]","명","1967","1991","2896","3040","3048","3181","3608","3414","","","","","","","","","","","",
"과실치사상","경찰","계","범죄사건 처리 기간[명]","명","973","989","1440","1513","1524","1585","1839","1740","1985","2200","2345","2673","2895","3228","2919","2517","2553","2790","2927",
"과실치사상","경찰","10일 이내","범죄사건 처리 기간[명]","명","55","62","100","132","290","340","389","405","390","375","352","429","387","381","300","204","162","206","215",
"과실치사상","경찰","20일 이내","범죄사건 처리 기간[명]","명","12","27","59","61","187","315","353","348","383","376","446","523","535","611","556","383","340","409","443",
"과실치사상","경찰","1개월 이내","범죄사건 처리 기간[명]","명","123","141","202","220","235","243","244","272","309","301","396","420","469","542","492","372","336","396","444",
"과실치사상","경찰","2개월 이내","범죄사건 처리 기간[명]","명","144","144","187","202","321","384","451","424","549","521","620","707","843","958","843","803","786","856","892",
"과실치사상","경찰","3개월 이내","범죄사건 처리 기간[명]","명","86","72","114","89","141","189","182","172","214","191","235","280","360","405","390","367","459","439","519",
"과실치사상","경찰","6개월 이내","범죄사건 처리 기간[명]","명","547","538","773","807","342","106","140","87","98","116","131","170","221","260","280","313","374","412","360",
"과실치사상","경찰","6개월 초과","범죄사건 처리 기간[명]","명","6","5","5","2","8","8","80","32","42","320","165","144","80","71","58","75","96","72","54",
"과실치사상","검찰","계","범죄사건 처리 기간[명]","명","994","1002","1456","1527","1524","1596","1769","1674","1892","2103","2253","2597","2800","3168","2871","1469","1491","1611","1600",
"과실치사상","검찰","10일 이내","범죄사건 처리 기간[명]","명","575","590","837","909","883","946","1034","1080","1224","1402","1536","1815","1913","2099","1933","892","868","967","968",
"과실치사상","검찰","20일 이내","범죄사건 처리 기간[명]","명","158","160","203","208","191","220","228","228","275","257","278","315","324","354","305","236","197","188","221",
"과실치사상","검찰","1개월 이내","범죄사건 처리 기간[명]","명","90","101","146","123","128","132","155","122","130","180","153","131","159","186","166","113","130","139","153",
"과실치사상","검찰","2개월 이내","범죄사건 처리 기간[명]","명","94","94","149","158","166","156","181","132","128","131","145","162","156","234","187","112","114","121","98",
"과실치사상","검찰","3개월 이내","범죄사건 처리 기간[명]","명","63","41","100","99","121","84","74","53","77","63","71","80","116","136","99","68","74","84","51",
"과실치사상","검찰","6개월 이내","범죄사건 처리 기간[명]","명","14","11","21","30","35","56","85","55","52","68","64","87","111","139","156","44","104","106","105",
"과실치사상","검찰","6개월 초과","범죄사건 처리 기간[명]","명","-","5","-","-","-","2","12","4","6","2","6","7","21","20","25","4","4","6","4",
"업무상과실치사상","합계","계","범죄사건 처리 기간[명]","명","7241","6302","7143","7716","7577","6924","8777","9183","","","","","","","","","","","",
"업무상과실치사상","경찰","계","범죄사건 처리 기간[명]","명","3564","3125","3542","3818","3769","3422","4551","4713","4717","4972","5126","5404","5612","5674","5981","5262","5338","6478","6532",
"업무상과실치사상","경찰","10일 이내","범죄사건 처리 기간[명]","명","96","109","148","125","228","314","347","400","253","249","271","250","268","217","256","351","172","209","209",
"업무상과실치사상","경찰","20일 이내","범죄사건 처리 기간[명]","명","40","43","46","42","193","256","421","400","384","284","322","332","362","331","339","209","149","181","209",
"업무상과실치사상","경찰","1개월 이내","범죄사건 처리 기간[명]","명","302","226","273","325","346","311","391","497","440","329","376","461","412","447","381","247","186","275","262",
"업무상과실치사상","경찰","2개월 이내","범죄사건 처리 기간[명]","명","442","384","468","504","730","892","1126","1374","1296","1070","1234","1369","1430","1446","1379","842","734","805","1016",
"업무상과실치사상","경찰","3개월 이내","범죄사건 처리 기간[명]","명","396","355","382","421","669","671","912","919","920","847","970","1085","1303","1265","1219","1002","953","1122","1202",
"업무상과실치사상","경찰","6개월 이내","범죄사건 처리 기간[명]","명","2163","1937","2156","2329","1468","746","872","900","1020","980","1090","1139","1321","1404","1671","1692","1882","2316","2266",
"업무상과실치사상","경찰","6개월 초과","범죄사건 처리 기간[명]","명","125","71","69","72","135","232","482","223","404","1213","863","768","516","564","736","919","1262","1570","1368",
"업무상과실치사상","검찰","계","범죄사건 처리 기간[명]","명","3677","3177","3601","3898","3808","3502","4226","4470","4552","4658","4844","5162","5013","5502","5791","3533","3254","3744","3394",
"업무상과실치사상","검찰","10일 이내","범죄사건 처리 기간[명]","명","1074","954","991","1105","1093","948","1058","1287","1085","1197","1194","1373","1195","1268","1391","858","691","752","762",
"업무상과실치사상","검찰","20일 이내","범죄사건 처리 기간[명]","명","451","427","442","425","366","415","448","505","526","586","549","498","543","497","503","388","318","315","304",
"업무상과실치사상","검찰","1개월 이내","범죄사건 처리 기간[명]","명","313","293","300","340","327","291","413","379","401","453","464","417","375","350","370","365","273","423","470",
"업무상과실치사상","검찰","2개월 이내","범죄사건 처리 기간[명]","명","527","487","596","661","567","593","604","615","637","569","672","647","606","622","641","448","400","475","295",
"업무상과실치사상","검찰","3개월 이내","범죄사건 처리 기간[명]","명","910","702","897","1001","961","518","569","579","663","728","608","783","675","687","743","421","370","332","267",
"업무상과실치사상","검찰","6개월 이내","범죄사건 처리 기간[명]","명","368","301","370","351","448","692","994","976","1072","959","1060","1125","1345","1552","1562","887","890","1050","875",
"업무상과실치사상","검찰","6개월 초과","범죄사건 처리 기간[명]","명","34","13","5","15","46","45","140","129","168","166","297","319","274","526","581","166","312","397","421",
"실화","합계","계","범죄사건 처리 기간[명]","명","2169","2100","2487","2736","2380","2839","3033","3129","","","","","","","","","","","",
"실화","경찰","계","범죄사건 처리 기간[명]","명","1075","1043","1241","1364","1190","1419","1549","1589","1685","1836","1877","2107","2058","2138","2157","1865","2087","2153","1817",
"실화","경찰","10일 이내","범죄사건 처리 기간[명]","명","45","48","78","84","149","225","249","219","175","194","181","180","131","144","139","79","71","100","101",
"실화","경찰","20일 이내","범죄사건 처리 기간[명]","명","19","21","33","33","101","208","228","235","207","221","223","296","246","299","253","191","208","232","209",
"실화","경찰","1개월 이내","범죄사건 처리 기간[명]","명","151","129","180","180","124","188","191","206","218","195","260","300","275","310","317","237","233","229","235",
"실화","경찰","2개월 이내","범죄사건 처리 기간[명]","명","145","103","173","144","250","359","407","483","475","455","554","624","721","680","660","553","634","700","550",
"실화","경찰","3개월 이내","범죄사건 처리 기간[명]","명","88","82","95","146","175","237","260","266","305","277","269","313","377","406","404","402","428","402","334",
"실화","경찰","6개월 이내","범죄사건 처리 기간[명]","명","611","652","677","772","363","169","180","146","215","186","207","228","234","252","280","326","429","398","339",
"실화","경찰","6개월 초과","범죄사건 처리 기간[명]","명","16","8","5","5","28","33","34","34","90","308","183","166","74","47","104","77","84","92","49",
"실화","검찰","계","범죄사건 처리 기간[명]","명","1094","1057","1246","1372","1190","1420","1484","1540","1587","1728","1791","2034","1945","2090","2122","1660","1846","1899","1585",
"실화","검찰","10일 이내","범죄사건 처리 기간[명]","명","632","601","714","824","667","846","872","903","897","1028","1074","1292","1139","1265","1299","963","972","991","781",
"실화","검찰","20일 이내","범죄사건 처리 기간[명]","명","202","166","205","252","188","234","250","284","295","264","307","325","264","286","260","227","250","302","247",
"실화","검찰","1개월 이내","범죄사건 처리 기간[명]","명","109","106","142","116","131","127","148","155","157","175","147","152","182","149","150","198","199","209","231",
"실화","검찰","2개월 이내","범죄사건 처리 기간[명]","명","68","77","98","89","105","118","102","111","107","111","128","119","158","145","128","143","191","170","152",
"실화","검찰","3개월 이내","범죄사건 처리 기간[명]","명","71","79","79","67","79","51","52","37","57","65","49","77","67","89","97","81","103","81","71",
"실화","검찰","6개월 이내","범죄사건 처리 기간[명]","명","11","21","8","24","17","43","56","49","67","84","79","67","117","129","142","47","121","131","92",
"실화","검찰","6개월 초과","범죄사건 처리 기간[명]","명","1","7","-","-","3","1","4","1","7","1","7","2","18","27","46","1","10","15","11",
"기타형법범죄","합계","계","범죄사건 처리 기간[명]","명","114238","122202","155567","167686","145217","144324","185419","188942","","","","","","","","","","","",
"기타형법범죄","경찰","계","범죄사건 처리 기간[명]","명","53788","58513","74992","80733","72246","70330","94462","97582","112530","118845","122510","115766","122185","128203","126119","103589","105725","106817","102592",
"기타형법범죄","경찰","10일 이내","범죄사건 처리 기간[명]","명","2854","5068","8239","10136","16563","22690","28203","28217","27721","23842","26150","21689","20366","20228","17397","14654","12354","13534","13721",
"기타형법범죄","경찰","20일 이내","범죄사건 처리 기간[명]","명","1025","1588","2307","2588","5738","8208","11624","11711","12576","12878","15367","15102","16082","17055","15841","10997","10934","12470","12201",
"기타형법범죄","경찰","1개월 이내","범죄사건 처리 기간[명]","명","5904","6471","8608","9282","6941","6384","8289","8557","9625","9626","11693","11871","12932","13566","12973","8887","9100","10052","10054",
"기타형법범죄","경찰","2개월 이내","범죄사건 처리 기간[명]","명","8164","7761","9254","10598","13514","14854","19694","21114","22861","21767","25650","25107","27876","29280","27939","20167","19887","20897","20660",
"기타형법범죄","경찰","3개월 이내","범죄사건 처리 기간[명]","명","7262","6689","7862","6912","9397","10633","14371","13884","17249","15094","16410","16259","17979","19672","19369","14744","14628","14582","14963",
"기타형법범죄","경찰","6개월 이내","범죄사건 처리 기간[명]","명","27976","30526","38257","40891","19505","6738","9444","11102","16685","15351","17309","17077","20995","22257","24752","23993","23130","20724","20408",
"기타형법범죄","경찰","6개월 초과","범죄사건 처리 기간[명]","명","603","410","465","326","588","823","2837","2997","5813","20287","9931","8661","5955","6145","7848","10147","15692","14558","10585",
"기타형법범죄","검찰","계","범죄사건 처리 기간[명]","명","60450","63689","80575","86953","72971","73994","90957","91360","109619","114878","119401","114791","113801","123356","125035","56036","54755","54419","49180",
"기타형법범죄","검찰","10일 이내","범죄사건 처리 기간[명]","명","27830","31012","39645","41914","33657","38263","44853","45102","47768","52955","53681","53127","53740","56308","57455","28751","25511","24674","22895",
"기타형법범죄","검찰","20일 이내","범죄사건 처리 기간[명]","명","7114","8327","10594","12332","9073","9599","11272","11412","14234","14543","15883","14192","14039","13934","12250","8236","7602","7564","6750",
"기타형법범죄","검찰","1개월 이내","범죄사건 처리 기간[명]","명","3764","4573","6116","7195","5481","5572","7056","7104","9243","9778","10771","8744","8928","8612","8070","5923","5999","5900","5928",
"기타형법범죄","검찰","2개월 이내","범죄사건 처리 기간[명]","명","5532","5704","7365","8198","6850","6819","8047","7748","10699","10888","11208","10746","11685","12315","11807","5063","5691","5929","4704",
"기타형법범죄","검찰","3개월 이내","범죄사건 처리 기간[명]","명","8778","7642","10097","11094","9903","5550","6172","6620","8913","8765","9475","9054","8780","10107","9817","3665","3537","3411","2795",
"기타형법범죄","검찰","6개월 이내","범죄사건 처리 기간[명]","명","6815","6056","6286","5850","7267","7317","10681","10824","14404","14471","14381","14650","13100","17085","17941","3933","5621","6146","5177",
"기타형법범죄","검찰","6개월 초과","범죄사건 처리 기간[명]","명","617","375","472","370","740","874","2876","2550","4358","3478","4002","4278","3529","4995","7695","465","794","795","931",
"명예","합계","계","범죄사건 처리 기간[명]","명","21809","21170","30076","33912","32669","35924","48642","52312","","","","","","","","","","","",
"명예","경찰","계","범죄사건 처리 기간[명]","명","10554","10415","14867","16766","16292","17906","25261","27242","33690","39148","38211","34226","37303","40217","41393","36679","38845","38825","35176",
"명예","경찰","10일 이내","범죄사건 처리 기간[명]","명","179","409","1216","2116","2989","4380","6067","6432","6625","5096","5288","4166","4113","3833","3217","3523","2964","2895","3305",
"명예","경찰","20일 이내","범죄사건 처리 기간[명]","명","154","273","406","536","1365","2173","3002","3280","3462","3886","4451","4318","4456","4809","4767","3173","3538","4082","3968",
"명예","경찰","1개월 이내","범죄사건 처리 기간[명]","명","871","1032","1572","1895","1731","1914","2499","2691","2984","3458","4054","3771","4239","4471","4474","3131","3396","3866","3608",
"명예","경찰","2개월 이내","범죄사건 처리 기간[명]","명","1855","1735","2504","2680","3774","4715","6345","6972","7682","8429","9455","8362","9945","10510","10059","7460","7633","8165","7780",
"명예","경찰","3개월 이내","범죄사건 처리 기간[명]","명","1958","1636","2026","1748","2470","3170","4351","4189","6026","5947","6075","5600","6043","7349","6997","5651","5805","5744","5481",
"명예","경찰","6개월 이내","범죄사건 처리 기간[명]","명","5430","5253","7069","7731","3912","1455","2380","2820","5263","5174","6023","5498","6904","7250","9326","9746","9108","7665","7425",
"명예","경찰","6개월 초과","범죄사건 처리 기간[명]","명","107","77","74","60","51","99","617","858","1648","7158","2865","2511","1603","1995","2553","3995","6401","6408","3609",
"명예","검찰","계","범죄사건 처리 기간[명]","명","11255","10755","15209","17146","16377","18018","23381","25070","32007","36696","36385","33005","33878","37793","40575","14322","13874","13042","11075",
"명예","검찰","10일 이내","범죄사건 처리 기간[명]","명","4535","4714","7472","8566","8042","9567","11860","13070","15601","18142","17825","16044","17052","17760","18691","7564","6735","6384","5375",
"명예","검찰","20일 이내","범죄사건 처리 기간[명]","명","1078","1147","1710","2183","1828","2177","2644","2814","3949","4388","4562","3557","3721","3893","3488","2140","1987","1845","1601",
"명예","검찰","1개월 이내","범죄사건 처리 기간[명]","명","735","714","1091","1331","1213","1242","1711","1721","2436","2808","2919","2500","2457","2532","2356","1452","1616","1436","1273",
"명예","검찰","2개월 이내","범죄사건 처리 기간[명]","명","1162","1241","1431","1681","1654","1781","2206","2204","2864","3474","3438","2949","3608","3898","4145","1323","1372","1258","1039",
"명예","검찰","3개월 이내","범죄사건 처리 기간[명]","명","1750","1585","2100","2096","2109","1423","1623","1956","2401","2565","2738","2552","2641","3359","3446","914","845","734","596",
"명예","검찰","6개월 이내","범죄사건 처리 기간[명]","명","1813","1280","1318","1199","1417","1716","2800","2775","3654","4415","3788","4252","3525","5127","5882","861","1231","1264","1062",
"명예","검찰","6개월 초과","범죄사건 처리 기간[명]","명","182","74","87","90","114","112","537","530","1102","904","1115","1151","874","1224","2567","68","88","121","129",
"권리행사방해","합계","계","범죄사건 처리 기간[명]","명","10462","9098","9722","11260","9526","7965","10247","12782","","","","","","","","","","","",
"권리행사방해","경찰","계","범죄사건 처리 기간[명]","명","5086","4456","4776","5531","4752","3946","5594","7006","7968","9571","11946","14875","16466","15103","11799","7566","7027","7388","8130",
"권리행사방해","경찰","10일 이내","범죄사건 처리 기간[명]","명","100","148","252","358","264","169","282","396","277","359","615","807","992","985","675","595","260","337","474",
"권리행사방해","경찰","20일 이내","범죄사건 처리 기간[명]","명","43","63","50","93","185","227","411","504","497","569","959","1244","1530","1427","996","403","326","481","604",
"권리행사방해","경찰","1개월 이내","범죄사건 처리 기간[명]","명","401","337","450","487","470","360","569","620","620","726","1078","1469","1612","1467","1057","467","416","558","645",
"권리행사방해","경찰","2개월 이내","범죄사건 처리 기간[명]","명","828","815","850","1186","1311","1381","1746","2257","2128","2245","3114","4052","4114","3745","2965","1459","1266","1468","1652",
"권리행사방해","경찰","3개월 이내","범죄사건 처리 기간[명]","명","975","769","789","771","1094","1097","1567","1777","2312","2029","2590","3117","3456","2976","2402","1341","1158","1348","1532",
"권리행사방해","경찰","6개월 이내","범죄사건 처리 기간[명]","명","2681","2285","2350","2587","1409","644","909","1237","1810","2029","2748","3232","3941","3786","3081","2349","2233","2026","2095",
"권리행사방해","경찰","6개월 초과","범죄사건 처리 기간[명]","명","58","39","35","49","19","68","110","215","324","1614","842","954","821","717","623","952","1368","1170","1128",
"권리행사방해","검찰","계","범죄사건 처리 기간[명]","명","5376","4642","4946","5729","4774","4019","4653","5776","7505","8825","11299","14183","14882","14225","11587","2020","1643","1833","1898",
"권리행사방해","검찰","10일 이내","범죄사건 처리 기간[명]","명","2097","1914","2004","2330","1661","1445","1246","1846","2470","3114","4321","6312","7174","6685","5213","650","428","485","566",
"권리행사방해","검찰","20일 이내","범죄사건 처리 기간[명]","명","578","490","485","564","427","377","408","537","712","934","1258","1646","1723","1324","947","242","179","175","214",
"권리행사방해","검찰","1개월 이내","범죄사건 처리 기간[명]","명","315","292","322","355","318","272","347","461","516","697","1013","1003","1037","867","718","278","197","239","270",
"권리행사방해","검찰","2개월 이내","범죄사건 처리 기간[명]","명","569","520","602","723","586","536","662","682","897","1092","1248","1455","1563","1610","1117","261","191","231","219",
"권리행사방해","검찰","3개월 이내","범죄사건 처리 기간[명]","명","947","680","841","977","918","569","624","645","830","1007","1253","1255","1169","1213","1003","223","172","179","171",
"권리행사방해","검찰","6개월 이내","범죄사건 처리 기간[명]","명","831","727","672","740","834","767","1072","1280","1606","1654","1770","1951","1727","1993","1789","319","409","453","376",
"권리행사방해","검찰","6개월 초과","범죄사건 처리 기간[명]","명","39","19","20","40","30","53","294","325","474","327","436","561","489","533","800","47","67","71","82",
"신용업무경매","합계","계","범죄사건 처리 기간[명]","명","30587","35534","43916","47458","41922","40576","53837","51995","","","","","","","","","","","",
"신용업무경매","경찰","계","범죄사건 처리 기간[명]","명","14974","17546","21785","23525","20926","20209","27644","27050","28815","30485","31511","29269","30421","31423","30605","22721","23117","22930","21797",
"신용업무경매","경찰","10일 이내","범죄사건 처리 기간[명]","명","639","1299","2252","2952","4778","7304","9288","9105","8853","8015","9091","7574","6721","6592","5444","3672","3049","3435","2971",
"신용업무경매","경찰","20일 이내","범죄사건 처리 기간[명]","명","264","382","649","709","1434","2093","3341","3327","3674","3835","4579","4414","4693","4725","4385","2748","2798","2922","2780",
"신용업무경매","경찰","1개월 이내","범죄사건 처리 기간[명]","명","1430","1663","2221","2508","1721","1474","2117","2117","2263","2372","2793","2950","3143","3233","3121","1917","2005","1990","2121",
"신용업무경매","경찰","2개월 이내","범죄사건 처리 기간[명]","명","2005","2026","2228","2710","3531","3617","4914","4964","5196","4637","5606","5383","6002","6316","6054","4229","4215","4183","4106",
"신용업무경매","경찰","3개월 이내","범죄사건 처리 기간[명]","명","2004","2168","2373","1929","2734","2867","3785","3454","3419","3018","3161","3148","3708","4157","4155","3111","2997","2761","3052",
"신용업무경매","경찰","6개월 이내","범죄사건 처리 기간[명]","명","8401","9802","11920","12618","6447","2495","3137","3266","3672","3662","3559","3433","4395","4758","5302","4771","4677","4509","4425",
"신용업무경매","경찰","6개월 초과","범죄사건 처리 기간[명]","명","231","206","142","99","281","359","1062","817","1738","4946","2722","2367","1759","1642","2144","2273","3376","3130","2342",
"신용업무경매","검찰","계","범죄사건 처리 기간[명]","명","15613","17988","22131","23933","20996","20367","26193","24945","27189","28602","29891","28271","27884","29923","29789","14424","14526","14032","12166",
"신용업무경매","검찰","10일 이내","범죄사건 처리 기간[명]","명","6306","8288","10292","11573","9591","10469","13547","12960","12566","14691","14509","14458","14219","14372","14504","7957","7403","6848","6269",
"신용업무경매","검찰","20일 이내","범죄사건 처리 기간[명]","명","1852","2323","2952","3585","2549","2598","3256","3042","3601","3586","4297","3601","3604","3394","3007","1937","1878","1804","1546",
"신용업무경매","검찰","1개월 이내","범죄사건 처리 기간[명]","명","1027","1222","1522","1887","1393","1574","1857","1927","2101","2214","2713","1909","2033","2000","1837","1410","1417","1433","1355",
"신용업무경매","검찰","2개월 이내","범죄사건 처리 기간[명]","명","1452","1339","1958","1970","1646","1579","1974","1803","2139","2047","2220","2122","2246","2404","2310","1123","1303","1557","1032",
"신용업무경매","검찰","3개월 이내","범죄사건 처리 기간[명]","명","2763","2597","3156","2990","3011","1522","1526","1566","1975","1634","1758","1780","1694","2117","1866","872","804","711","542",
"신용업무경매","검찰","6개월 이내","범죄사건 처리 기간[명]","명","1957","2088","2038","1744","2416","2071","2884","2944","3467","3411","3212","3219","3150","4183","4157","1011","1395","1465","1133",
"신용업무경매","검찰","6개월 초과","범죄사건 처리 기간[명]","명","256","131","213","184","390","554","1149","703","1340","1019","1182","1182","938","1453","2108","114","326","214","289",
"주거침입","합계","계","범죄사건 처리 기간[명]","명","6863","7977","11176","11627","11131","12012","14582","15898","","","","","","","","","","","",
"주거침입","경찰","계","범죄사건 처리 기간[명]","명","3399","3960","5557","5753","5560","5992","7482","8152","8262","9644","11051","11140","12881","15704","16543","15488","14371","14546","13721",
"주거침입","경찰","10일 이내","범죄사건 처리 기간[명]","명","205","447","652","748","1600","2177","2698","2731","2539","2447","2865","2674","2901","3397","3188","2381","1840","2122","1966",
"주거침입","경찰","20일 이내","범죄사건 처리 기간[명]","명","62","132","200","240","587","858","1120","1165","1242","1361","1706","1795","2257","2673","2656","2285","1868","2169","2028",
"주거침입","경찰","1개월 이내","범죄사건 처리 기간[명]","명","476","531","759","819","588","581","686","771","799","868","1160","1316","1518","1857","2014","1780","1546","1647","1695",
"주거침입","경찰","2개월 이내","범죄사건 처리 기간[명]","명","468","453","578","635","894","1083","1442","1650","1723","1840","2228","2449","2946","3670","3926","3645","3344","3356","3278",
"주거침입","경찰","3개월 이내","범죄사건 처리 기간[명]","명","257","214","360","318","487","682","852","899","951","893","1208","1192","1452","1879","2156","2188","2138","2124","2097",
"주거침입","경찰","6개월 이내","범죄사건 처리 기간[명]","명","1912","2166","2985","2983","1362","507","534","778","708","793","1022","954","1291","1667","1927","2441","2593","2338","2101",
"주거침입","경찰","6개월 초과","범죄사건 처리 기간[명]","명","19","17","23","10","42","104","150","158","300","1442","862","760","516","561","676","768","1042","790","556",
"주거침입","검찰","계","범죄사건 처리 기간[명]","명","3464","4017","5619","5874","5571","6020","7100","7746","7869","8996","10454","10778","12122","15229","16174","10956","9935","9818","8967",
"주거침입","검찰","10일 이내","범죄사건 처리 기간[명]","명","2048","2432","3324","3467","3169","3607","4127","4332","4058","5072","5759","6112","6802","8344","9544","6522","5307","5156","4870",
"주거침입","검찰","20일 이내","범죄사건 처리 기간[명]","명","554","714","935","978","826","904","1040","1209","1178","1305","1452","1480","1697","2001","1833","1619","1446","1369","1186",
"주거침입","검찰","1개월 이내","범죄사건 처리 기간[명]","명","273","305","516","457","447","456","533","607","750","657","888","754","903","1125","1036","1052","1049","987","978",
