"범죄별","기관별","기간별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"산업안전보건법","경찰","6개월 이내","범죄사건 처리 기간[명]","명","89","87","174","138","236","170","342","470","362","269","361","393","495","341","341","322","400","299","291",
"산업안전보건법","경찰","6개월 초과","범죄사건 처리 기간[명]","명","35","26","38","30","28","21","88","186","131","100","89","97","80","120","125","148","144","162","197",
"산업안전보건법","검찰","계","범죄사건 처리 기간[명]","명","4496","4490","4251","4307","2563","4424","11158","10753","9298","8538","12047","13472","12810","15776","10136","9626","8713","5741","3545",
"산업안전보건법","검찰","10일 이내","범죄사건 처리 기간[명]","명","1101","1104","914","837","742","1489","4474","4374","3635","3515","5305","6790","5857","7471","4223","3796","2526","1925","1139",
"산업안전보건법","검찰","20일 이내","범죄사건 처리 기간[명]","명","694","547","461","501","478","639","1860","1666","1537","1210","1851","2004","1920","2023","1215","1206","1019","482","287",
"산업안전보건법","검찰","1개월 이내","범죄사건 처리 기간[명]","명","433","479","431","433","279","388","1219","1197","936","976","1204","1193","1173","1225","793","870","779","437","235",
"산업안전보건법","검찰","2개월 이내","범죄사건 처리 기간[명]","명","774","806","763","692","452","667","1200","1103","1060","919","1148","1166","1181","1579","1072","907","1132","641","385",
"산업안전보건법","검찰","3개월 이내","범죄사건 처리 기간[명]","명","1284","1385","1466","1629","551","697","1101","972","1034","958","968","1019","980","1249","895","936","910","559","311",
"산업안전보건법","검찰","6개월 이내","범죄사건 처리 기간[명]","명","207","166","209","206","61","535","1215","1350","1023","830","1467","1164","1491","1889","1516","1543","1785","1254","844",
"산업안전보건법","검찰","6개월 초과","범죄사건 처리 기간[명]","명","3","3","7","9","-","9","89","91","73","130","104","136","208","340","422","368","562","443","344",
"산업재해보상보험법","합계","계","범죄사건 처리 기간[명]","명","2","-","-","44","124","65","97","101","","","","","","","","","","","",
"산업재해보상보험법","경찰","계","범죄사건 처리 기간[명]","명","-","-","-","22","61","27","48","52","","","","","","","","","","","",
"산업재해보상보험법","경찰","10일 이내","범죄사건 처리 기간[명]","명","-","-","-","1","9","2","1","15","","","","","","","","","","","",
"산업재해보상보험법","경찰","20일 이내","범죄사건 처리 기간[명]","명","-","-","-","-","10","6","10","-","","","","","","","","","","","",
"산업재해보상보험법","경찰","1개월 이내","범죄사건 처리 기간[명]","명","-","-","-","1","7","2","4","5","","","","","","","","","","","",
"산업재해보상보험법","경찰","2개월 이내","범죄사건 처리 기간[명]","명","-","-","-","-","25","6","12","9","","","","","","","","","","","",
"산업재해보상보험법","경찰","3개월 이내","범죄사건 처리 기간[명]","명","-","-","-","1","6","5","14","15","","","","","","","","","","","",
"산업재해보상보험법","경찰","6개월 이내","범죄사건 처리 기간[명]","명","-","-","-","19","4","3","7","6","","","","","","","","","","","",
"산업재해보상보험법","경찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","-","-","-","3","-","2","","","","","","","","","","","",
"산업재해보상보험법","검찰","계","범죄사건 처리 기간[명]","명","2","-","-","22","63","38","49","49","","","","","","","","","","","",
"산업재해보상보험법","검찰","10일 이내","범죄사건 처리 기간[명]","명","-","-","-","2","23","5","17","6","","","","","","","","","","","",
"산업재해보상보험법","검찰","20일 이내","범죄사건 처리 기간[명]","명","-","-","-","-","5","3","6","5","","","","","","","","","","","",
"산업재해보상보험법","검찰","1개월 이내","범죄사건 처리 기간[명]","명","-","-","-","-","6","3","6","-","","","","","","","","","","","",
"산업재해보상보험법","검찰","2개월 이내","범죄사건 처리 기간[명]","명","-","-","-","1","8","7","6","8","","","","","","","","","","","",
"산업재해보상보험법","검찰","3개월 이내","범죄사건 처리 기간[명]","명","2","-","-","18","18","16","8","14","","","","","","","","","","","",
"산업재해보상보험법","검찰","6개월 이내","범죄사건 처리 기간[명]","명","-","-","-","1","3","4","6","15","","","","","","","","","","","",
"산업재해보상보험법","검찰","6개월 초과","범죄사건 처리 기간[명]","명","-","-","-","-","-","-","-","1","","","","","","","","","","","",
