"죄종별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"특수폭행","발생건수 대비 검거건수[%]","%","77.2727272727","80","73.9","94.1","93.1","96.5","95.6","95.8","96.4","94.1","95.1","94.5",
"특수폭행","검거인원[명]","명","36","26","31","15","365","1781","1680","1784","1925","1763","1839","1987",
"특수폭행","남자검거인원[명]","명","18","23","19","11","307","1557","1392","1488","1599","1463","1454","1583",
"특수폭행","여자검거인원[명]","명","1","3","12","1","50","209","259","281","305","276","357","386",
"특수폭행","불상검거인원[명]","명","17","-","","3","8","15","29","15","21","24","28","18",
"특수폭행","법인체[개]","개","","-","","","","-","-","-","-","-","-","1",
"특수폭행(상습)","발생건수[건]","건","-","-","","","","-","3","-","2","1","-","3",
"특수폭행(상습)","검거건수[건]","건","-","-","","","","-","3","1","2","1","-","2",
"특수폭행(상습)","발생건수 대비 검거건수[%]","%","-","","","","","-","100","-","100","100","-","66.7",
"특수폭행(상습)","검거인원[명]","명","-","-","","","","-","3","1","3","-","-","2",
"특수폭행(상습)","남자검거인원[명]","명","-","-","","","","-","3","1","3","-","-","2",
"특수폭행(상습)","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"특수폭행(상습)","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"특수폭행(상습)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"특수폭행치상","발생건수[건]","건","-","-","2","2","5","32","13","27","24","31","26","25",
"특수폭행치상","검거건수[건]","건","-","-","2","","4","34","12","25","21","28","25","21",
"특수폭행치상","발생건수 대비 검거건수[%]","%","-","","100","-","80","106.3","92.3","92.6","87.5","90.3","96.2","84",
"특수폭행치상","검거인원[명]","명","-","-","2","5","6","42","12","24","34","74","56","32",
"특수폭행치상","남자검거인원[명]","명","-","-","1","4","4","37","9","21","29","55","50","26",
"특수폭행치상","여자검거인원[명]","명","-","-","1","1","2","5","3","3","5","15","6","6",
"특수폭행치상","불상검거인원[명]","명","-","-","","","","-","-","-","-","4","-","-",
"특수폭행치상","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"특수폭행치사","발생건수[건]","건","-","-","1","","","-","1","2","-","-","-","-",
"특수폭행치사","검거건수[건]","건","-","-","1","","","-","1","1","1","-","-","-",
"특수폭행치사","발생건수 대비 검거건수[%]","%","-","","100","","","-","100","50","-","-","-","-",
"특수폭행치사","검거인원[명]","명","-","-","5","","","-","1","1","1","-","-","-",
"특수폭행치사","남자검거인원[명]","명","-","-","5","","","-","1","1","1","-","-","-",
"특수폭행치사","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"특수폭행치사","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"특수폭행치사","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"존속폭행","발생건수[건]","건","104","152","158","205","279","371","281","354","368","401","475","449",
"존속폭행","검거건수[건]","건","104","147","155","200","274","359","278","349","358","386","465","440",
"존속폭행","발생건수 대비 검거건수[%]","%","100","96.7","98.1","97.6","98.2","96.8","98.9","98.6","97.3","96.3","97.9","98",
"존속폭행","검거인원[명]","명","129","171","185","248","333","448","364","411","435","457","558","536",
"존속폭행","남자검거인원[명]","명","110","145","161","203","280","349","288","324","341","337","417","390",
"존속폭행","여자검거인원[명]","명","19","26","24","44","53","98","75","87","94","119","141","146",
"존속폭행","불상검거인원[명]","명","-","-","","1","","1","1","-","-","1","-","-",
"존속폭행","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"존속폭행(특수)","발생건수[건]","건","1","-","","","1","5","4","6","4","9","21","18",
"존속폭행(특수)","검거건수[건]","건","1","-","","","1","5","4","6","4","7","22","18",
"존속폭행(특수)","발생건수 대비 검거건수[%]","%","100","","","","100","100","100","100","100","77.8","104.8","100",
"존속폭행(특수)","검거인원[명]","명","1","-","","","","5","4","8","6","9","23","19",
"존속폭행(특수)","남자검거인원[명]","명","1","-","","","","4","4","5","4","5","14","14",
"존속폭행(특수)","여자검거인원[명]","명","-","-","","","","1","-","3","2","4","9","5",
"존속폭행(특수)","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"존속폭행(특수)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"존속폭행(상습)","발생건수[건]","건","-","-","","1","3","1","2","-","4","3","2","1",
"존속폭행(상습)","검거건수[건]","건","-","-","","1","3","1","2","-","4","3","2","1",
"존속폭행(상습)","발생건수 대비 검거건수[%]","%","-","","","100","100","100","100","-","100","100","100","100",
"존속폭행(상습)","검거인원[명]","명","-","-","","1","3","1","2","-","4","3","2","1",
"존속폭행(상습)","남자검거인원[명]","명","-","-","","1","3","1","2","-","4","3","2","1",
"존속폭행(상습)","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"존속폭행(상습)","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"존속폭행(상습)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"존속폭행치상","발생건수[건]","건","3","-","1","2","3","4","9","4","5","6","5","3",
"존속폭행치상","검거건수[건]","건","3","-","1","2","3","4","9","4","5","6","5","3",
"존속폭행치상","발생건수 대비 검거건수[%]","%","100","","100","100","100","100","100","100","100","100","100","100",
"존속폭행치상","검거인원[명]","명","3","-","2","2","3","4","10","5","6","7","6","5",
"존속폭행치상","남자검거인원[명]","명","1","-","2","2","3","2","8","3","6","2","3","5",
"존속폭행치상","여자검거인원[명]","명","2","-","","","","2","2","2","-","5","3","-",
"존속폭행치상","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"존속폭행치상","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"존속폭행치사","발생건수[건]","건","-","-","2","","1","-","1","-","-","1","-","-",
"존속폭행치사","검거건수[건]","건","-","-","2","","1","-","1","-","-","1","-","-",
"존속폭행치사","발생건수 대비 검거건수[%]","%","-","","100","","100","-","100","-","-","100","-","-",
"존속폭행치사","검거인원[명]","명","-","-","2","","1","-","1","-","-","1","-","-",
"존속폭행치사","남자검거인원[명]","명","-","-","1","","1","-","1","-","-","1","-","-",
"존속폭행치사","여자검거인원[명]","명","-","-","1","","","-","-","-","-","-","-","-",
"존속폭행치사","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"존속폭행치사","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"특가법(운전자폭행등)","발생건수[건]","건","1362","1280","1168","1094","966","1005","887","699","729","770","1115","1115",
"특가법(운전자폭행등)","검거건수[건]","건","1346","1266","1161","1087","959","998","881","692","722","758","1095","1097",
"특가법(운전자폭행등)","발생건수 대비 검거건수[%]","%","98.825256975","98.9","99.4","99.4","99.3","99.3","99.3","99","99","98.4","98.2","98.4",
"특가법(운전자폭행등)","검거인원[명]","명","1437","1349","1227","1125","1012","1041","926","743","760","791","1158","1164",
"특가법(운전자폭행등)","남자검거인원[명]","명","1382","1275","1162","1066","959","983","858","683","700","717","1074","1090",
"특가법(운전자폭행등)","여자검거인원[명]","명","52","70","64","59","52","57","68","60","60","73","83","74",
"특가법(운전자폭행등)","불상검거인원[명]","명","3","4","1","","1","1","-","-","-","1","1","-",
"특가법(운전자폭행등)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"특가법(보복폭행등)","발생건수[건]","건","","","","","10","18","15","11","9","11","24","19",
"특가법(보복폭행등)","검거건수[건]","건","","","","","10","17","15","11","8","12","24","19",
"특가법(보복폭행등)","발생건수 대비 검거건수[%]","%","","","","","100","94.4","100","100","88.9","109.1","100","100",
"특가법(보복폭행등)","검거인원[명]","명","","","","","12","16","12","11","8","10","29","19",
"특가법(보복폭행등)","남자검거인원[명]","명","","","","","9","13","12","9","7","9","25","16",
"특가법(보복폭행등)","여자검거인원[명]","명","","","","","3","3","-","2","1","1","4","3",
"특가법(보복폭행등)","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"특가법(보복폭행등)","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"특가법(보복범죄등)","발생건수[건]","건","22","66","45","47","14","15","5","8","5","17","14","14",
"특가법(보복범죄등)","검거건수[건]","건","24","67","44","49","15","15","6","8","5","15","12","14",
"특가법(보복범죄등)","발생건수 대비 검거건수[%]","%","109.0909091","101.5","97.8","104.3","107.1","100","120","100","100","88.2","85.7","100",
"특가법(보복범죄등)","검거인원[명]","명","29","81","45","55","18","10","9","6","5","15","13","11",
"특가법(보복범죄등)","남자검거인원[명]","명","27","75","43","51","17","9","9","6","4","12","9","11",
"특가법(보복범죄등)","여자검거인원[명]","명","1","4","2","4","1","1","-","-","1","3","4","-",
"특가법(보복범죄등)","불상검거인원[명]","명","1","2","","","","-","-","-","-","-","-","-",
"특가법(보복범죄등)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습폭행)","발생건수[건]","건","","","","6","9","7","4","4","2","4","2","1",
"아동학대처벌법위반(상습폭행)","검거건수[건]","건","","","","6","9","8","5","4","2","4","2","1",
"아동학대처벌법위반(상습폭행)","발생건수 대비 검거건수[%]","%","","","","100","100","114.3","125","100","100","100","100","100",
"아동학대처벌법위반(상습폭행)","검거인원[명]","명","","","","6","11","7","4","2","2","4","2","1",
"아동학대처벌법위반(상습폭행)","남자검거인원[명]","명","","","","5","5","4","2","-","1","3","-","1",
"아동학대처벌법위반(상습폭행)","여자검거인원[명]","명","","","","1","6","3","2","2","1","1","2","-",
"아동학대처벌법위반(상습폭행)","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습폭행)","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"체포·감금","발생건수[건]","건","157","155","140","178","181","273","258","201","193","217","233","241",
"체포·감금","검거건수[건]","건","138","142","120","166","163","248","244","195","180","195","211","211",
"체포·감금","발생건수 대비 검거건수[%]","%","87.898089172","91.6","85.7","93.3","90.1","90.8","94.6","97","93.3","89.9","90.6","87.6",
"체포·감금","검거인원[명]","명","199","253","190","233","233","380","347","329","292","311","324","331",
"체포·감금","남자검거인원[명]","명","148","173","146","167","188","298","277","249","208","240","239","244",
"체포·감금","여자검거인원[명]","명","29","59","31","59","40","67","65","61","71","66","77","67",
"체포·감금","불상검거인원[명]","명","22","21","13","7","5","15","5","19","13","5","8","20",
"체포·감금","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"체포·감금","발생건수[건]","건","146","143","126","167","164","222","222","169","159","180","181","197",
"체포·감금","검거건수[건]","건","127","130","108","157","146","199","209","162","146","160","160","175",
"체포·감금","발생건수 대비 검거건수[%]","%","86.9863013699","90.9","85.7","94","89","89.6","94.1","95.9","91.8","88.9","88.4","88.8",
"체포·감금","검거인원[명]","명","180","240","170","213","210","287","277","226","223","228","216","237",
"체포·감금","남자검거인원[명]","명","134","162","132","154","166","225","228","179","158","178","162","184",
"체포·감금","여자검거인원[명]","명","25","57","26","53","39","52","44","41","53","46","50","37",
"체포·감금","불상검거인원[명]","명","21","21","12","6","5","10","5","6","12","4","4","16",
"체포·감금","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"체포·감금(중)","발생건수[건]","건","3","2","3","","6","8","4","6","4","6","3","1",
"체포·감금(중)","검거건수[건]","건","3","2","3","","6","8","4","7","4","6","3","1",
"체포·감금(중)","발생건수 대비 검거건수[%]","%","100","100","100","","100","100","100","116.7","100","100","100","100",
"체포·감금(중)","검거인원[명]","명","2","4","7","","6","9","4","13","5","5","3","1",
"체포·감금(중)","남자검거인원[명]","명","1","4","6","","6","8","4","11","4","4","3","1",
"체포·감금(중)","여자검거인원[명]","명","1","-","","","","1","-","2","1","1","-","-",
"체포·감금(중)","불상검거인원[명]","명","-","-","1","","","-","-","-","-","-","-","-",
"체포·감금(중)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"체포·감금(특수)","발생건수[건]","건","-","-","4","","","","","","","","","",
"체포·감금(특수)","검거건수[건]","건","-","-","2","","","","","","","","","",
"체포·감금(특수)","발생건수 대비 검거건수[%]","%","-","","50","","","","","","","","","",
"체포·감금(특수)","검거인원[명]","명","-","-","2","4","","","","","","","","",
"체포·감금(특수)","남자검거인원[명]","명","-","-","","","","","","","","","","",
"체포·감금(특수)","여자검거인원[명]","명","-","-","2","4","","","","","","","","",
"체포·감금(특수)","불상검거인원[명]","명","-","-","","","","","","","","","","",
"체포·감금(특수)","법인체[개]","개","","-","","","","","","","","","","",
"체포·감금(특수중)","발생건수[건]","건","-","-","","","","","","","","","","",
"체포·감금(특수중)","검거건수[건]","건","-","-","","","","","","","","","","",
"체포·감금(특수중)","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"체포·감금(특수중)","검거인원[명]","명","-","-","","","","","","","","","","",
"체포·감금(특수중)","남자검거인원[명]","명","-","-","","","","","","","","","","",
"체포·감금(특수중)","여자검거인원[명]","명","-","-","","","","","","","","","","",
"체포·감금(특수중)","불상검거인원[명]","명","-","-","","","","","","","","","","",
"체포·감금(특수중)","법인체[개]","개","","-","","","","","","","","","","",
"체포·감금(특수·특수중)","발생건수[건]","건","","","","","","19","17","12","13","15","19","20",
"체포·감금(특수·특수중)","검거건수[건]","건","","","","","","19","16","13","12","14","18","17",
"체포·감금(특수·특수중)","발생건수 대비 검거건수[%]","%","","","","","","100","94.1","108.3","92.3","93.3","94.7","85",
"체포·감금(특수·특수중)","검거인원[명]","명","","","","","","51","27","45","24","36","47","44",
