"죄종별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"공갈","발생건수 대비 검거건수[%]","%","68","62.7","57.8","61.5","76","75","69.2","63.1","62.4","49.3","44.8","35.2",
"공갈","검거인원[명]","명","866","935","686","898","760","870","912","1018","1069","1006","842","892",
"공갈","남자검거인원[명]","명","709","755","527","679","549","640","619","636","644","554","482","434",
"공갈","여자검거인원[명]","명","143","152","109","112","133","141","118","128","110","153","113","131",
"공갈","불상검거인원[명]","명","14","28","50","107","78","89","175","254","315","299","247","327",
"공갈","법인체[개]","개","","-","","","","1","-","2","3","1","-","-",
"공갈","발생건수[건]","건","892","1027","802","948","627","667","718","743","944","907","911","1131",
"공갈","검거건수[건]","건","606","668","461","580","475","492","490","456","581","438","398","381",
"공갈","발생건수 대비 검거건수[%]","%","67.9372197309","65","57.5","61.2","75.8","73.8","68.2","61.4","61.5","48.3","43.7","33.7",
"공갈","검거인원[명]","명","853","930","666","870","734","820","816","903","996","944","795","828",
"공갈","남자검거인원[명]","명","696","750","507","655","525","601","534","559","577","511","445","381",
"공갈","여자검거인원[명]","명","143","152","109","109","131","131","107","104","104","144","105","121",
"공갈","불상검거인원[명]","명","14","28","50","106","78","88","175","240","315","289","245","326",
"공갈","법인체[개]","개","","-","","","","-","-","1","1","1","-","-",
"공갈(상습)","발생건수[건]","건","4","43","5","6","9","29","14","12","18","5","4","1",
"공갈(상습)","검거건수[건]","건","3","3","5","6","8","29","13","13","11","5","3","1",
"공갈(상습)","발생건수 대비 검거건수[%]","%","75","7","100","100","88.9","100","92.9","108.3","61.1","100","75","100",
"공갈(상습)","검거인원[명]","명","3","5","5","8","11","8","33","23","15","19","3","4",
"공갈(상습)","남자검거인원[명]","명","3","5","5","8","10","7","33","18","15","9","3","4",
"공갈(상습)","여자검거인원[명]","명","-","-","","","1","1","-","5","-","-","-","-",
"공갈(상습)","불상검거인원[명]","명","-","-","","","","-","-","-","-","10","-","-",
"공갈(상습)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"특경법(공갈)","발생건수[건]","건","4","-","9","6","7","5","4","10","6","7","5","9",
"특경법(공갈)","검거건수[건]","건","3","-","6","4","6","4","1","6","8","4","6","6",
"특경법(공갈)","발생건수 대비 검거건수[%]","%","75","","66.7","66.7","85.7","80","25","60","133.3","57.1","120","66.7",
"특경법(공갈)","검거인원[명]","명","10","-","15","20","15","22","20","43","31","16","25","22",
"특경법(공갈)","남자검거인원[명]","명","10","-","15","16","14","17","16","18","29","11","21","18",
"특경법(공갈)","여자검거인원[명]","명","-","-","","3","1","5","4","14","2","5","4","3",
"특경법(공갈)","불상검거인원[명]","명","-","-","","1","","-","-","11","-","-","-","1",
"특경법(공갈)","법인체[개]","개","","-","","","","1","-","1","2","-","-","-",
"아동학대처벌법위반(상습공갈)","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습공갈)","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습공갈)","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습공갈)","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습공갈)","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습공갈)","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습공갈)","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습공갈)","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"특수공갈","발생건수[건]","건","","","","","","4","20","23","15","21","8","18",
"특수공갈","검거건수[건]","건","","","","","","4","19","22","13","16","9","19",
"특수공갈","발생건수 대비 검거건수[%]","%","","","","","","100","95","95.7","86.7","76.2","112.5","105.6",
"특수공갈","검거인원[명]","명","","","","","","20","43","49","27","27","19","37",
"특수공갈","남자검거인원[명]","명","","","","","","15","36","41","23","23","13","30",
"특수공갈","여자검거인원[명]","명","","","","","","4","7","5","4","4","4","7",
"특수공갈","불상검거인원[명]","명","","","","","","1","-","3","-","-","2","-",
"특수공갈","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"특수공갈(상습)","발생건수[건]","건","","","","","","","","","","","","1",
"특수공갈(상습)","검거건수[건]","건","","","","","","","","","","","","1",
"특수공갈(상습)","발생건수 대비 검거건수[%]","%","","","","","","","","","","","","100",
"특수공갈(상습)","검거인원[명]","명","","","","","","","","","","","","1",
"특수공갈(상습)","남자검거인원[명]","명","","","","","","","","","","","","1",
"특수공갈(상습)","여자검거인원[명]","명","","","","","","","","","","","","-",
"특수공갈(상습)","불상검거인원[명]","명","","","","","","","","","","","","-",
"특수공갈(상습)","법인체[개]","개","","","","","","","","","","","","-",
"손괴","발생건수[건]","건","11983","12104","11477","11725","11739","11672","10986","10842","10640","10435","9367","10250",
"손괴","검거건수[건]","건","5549","5687","5347","5543","5599","6017","5994","6020","6113","6001","5579","5987",
"손괴","발생건수 대비 검거건수[%]","%","46.3072686306","47","46.6","47.3","47.7","51.6","54.6","55.5","57.5","57.5","59.6","58.4",
"손괴","검거인원[명]","명","6271","6494","6189","6430","6393","6983","6978","6969","7081","7040","6257","6770",
"손괴","남자검거인원[명]","명","5530","5699","5335","5563","5460","5800","5927","5773","5876","5709","5139","5491",
"손괴","여자검거인원[명]","명","680","653","704","663","813","908","849","1008","1015","1073","1028","1132",
"손괴","불상검거인원[명]","명","61","142","150","204","120","275","202","188","190","258","90","147",
"손괴","법인체[개]","개","","1","1","1","2","-","4","8","3","1","1","3",
"손괴의죄","발생건수[건]","건","","","","11725","11739","11672","10986","10842","10640","10435","9367","10250",
"손괴의죄","검거건수[건]","건","","","","5543","5599","6017","5994","6020","6113","6001","5579","5987",
"손괴의죄","발생건수 대비 검거건수[%]","%","","","","47.3","47.7","51.6","54.6","55.5","57.5","57.5","59.6","58.4",
"손괴의죄","검거인원[명]","명","","","","6430","6393","6983","6978","6969","7081","7040","6257","6770",
"손괴의죄","남자검거인원[명]","명","","","","5563","5460","5800","5927","5773","5876","5709","5139","5491",
"손괴의죄","여자검거인원[명]","명","","","","663","813","908","849","1008","1015","1073","1028","1132",
"손괴의죄","불상검거인원[명]","명","","","","204","120","275","202","188","190","258","90","147",
"손괴의죄","법인체[개]","개","","","","1","2","-","4","8","3","1","1","3",
"아동학대처벌법위반(상습손괴)","발생건수[건]","건","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습손괴)","검거건수[건]","건","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습손괴)","발생건수 대비 검거건수[%]","%","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습손괴)","검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습손괴)","남자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습손괴)","여자검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습손괴)","불상검거인원[명]","명","","","","","","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습손괴)","법인체[개]","개","","","","","","-","-","-","-","-","-","-",
"지능범죄","발생건수[건]","건","71286","72244","76543","72308","73308","72454","70782","75843","80728","85991","68342","78604",
"지능범죄","검거건수[건]","건","44683","43152","43018","44059","46119","45859","44988","46577","47550","48797","36248","38606",
"지능범죄","발생건수 대비 검거건수[%]","%","62.6813118985","59.7","56.2","60.9","62.9","63.3","63.6","61.4","58.9","56.7","53","49.1",
"지능범죄","검거인원[명]","명","97300","97168","104052","98057","92783","86606","80412","89857","93359","94930","61251","60902",
"지능범죄","남자검거인원[명]","명","66808","65519","69294","63330","59415","57300","51777","55387","55261","55247","36181","37537",
"지능범죄","여자검거인원[명]","명","18669","18173","19398","17555","17412","16859","14677","16702","17222","16857","11848","12603",
"지능범죄","불상검거인원[명]","명","11823","13476","15360","17172","15956","12447","13958","17768","20876","22826","13222","10762",
"지능범죄","법인체[개]","개","","165","281","183","257","262","262","298","322","267","165","168",
"직무유기","발생건수[건]","건","94","118","127","119","106","112","118","149","145","174","229","373",
"직무유기","검거건수[건]","건","64","81","72","54","50","53","49","53","52","48","47","36",
"직무유기","발생건수 대비 검거건수[%]","%","68.085106383","68.6","56.7","45.4","47.2","47.3","41.5","35.6","35.9","27.6","20.5","9.7",
"직무유기","검거인원[명]","명","164","285","212","227","260","151","167","186","235","327","237","263",
"직무유기","남자검거인원[명]","명","91","150","141","141","142","89","108","88","99","125","97","90",
"직무유기","여자검거인원[명]","명","17","49","18","18","36","22","19","28","36","72","25","22",
"직무유기","불상검거인원[명]","명","56","86","53","68","82","40","40","70","100","130","115","151",
"직무유기","법인체[개]","개","","-","4","2","7","-","-","-","2","3","2","-",
"직무유기·수행거부","발생건수[건]","건","94","118","127","118","105","112","118","149","145","172","229","373",
"직무유기·수행거부","검거건수[건]","건","64","81","72","54","50","53","49","53","52","48","47","36",
"직무유기·수행거부","발생건수 대비 검거건수[%]","%","68.085106383","68.6","56.7","45.8","47.6","47.3","41.5","35.6","35.9","27.9","20.5","9.7",
"직무유기·수행거부","검거인원[명]","명","164","285","212","227","260","151","167","186","229","327","234","263",
"직무유기·수행거부","남자검거인원[명]","명","91","150","141","141","142","89","108","88","94","125","94","90",
"직무유기·수행거부","여자검거인원[명]","명","17","49","18","18","36","22","19","28","36","72","25","22",
"직무유기·수행거부","불상검거인원[명]","명","56","86","53","68","82","40","40","70","99","130","115","151",
"직무유기·수행거부","법인체[개]","개","","-","4","2","7","-","-","-","2","3","2","-",
"특가법(직무유기)","발생건수[건]","건","-","-","","","","-","-","-","-","2","-","-",
"특가법(직무유기)","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"특가법(직무유기)","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","-",
"특가법(직무유기)","검거인원[명]","명","-","-","","","","-","-","-","6","-","3","-",
"특가법(직무유기)","남자검거인원[명]","명","-","-","","","","-","-","-","5","-","3","-",
"특가법(직무유기)","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"특가법(직무유기)","불상검거인원[명]","명","-","-","","","","-","-","-","1","-","-","-",
"특가법(직무유기)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"폭력행위등처벌에관한법률위반(직무유기)","발생건수[건]","건","-","-","","1","1","-","-","-","-","-","-","-",
"폭력행위등처벌에관한법률위반(직무유기)","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","-",
"폭력행위등처벌에관한법률위반(직무유기)","발생건수 대비 검거건수[%]","%","-","","","-","","-","-","-","-","-","-","-",
"폭력행위등처벌에관한법률위반(직무유기)","검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"폭력행위등처벌에관한법률위반(직무유기)","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"폭력행위등처벌에관한법률위반(직무유기)","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"폭력행위등처벌에관한법률위반(직무유기)","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"폭력행위등처벌에관한법률위반(직무유기)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"직권남용","발생건수[건]","건","73","77","93","82","99","130","137","192","203","185","241","403",
"직권남용","검거건수[건]","건","49","47","69","57","57","80","60","83","95","67","63","64",
"직권남용","발생건수 대비 검거건수[%]","%","67.1232876712","61","74.2","69.5","57.6","61.5","43.8","43.2","46.8","36.2","26.1","15.9",
"직권남용","검거인원[명]","명","162","145","153","161","165","207","238","304","364","336","338","447",
"직권남용","남자검거인원[명]","명","90","100","126","115","101","143","130","163","203","150","163","170",
"직권남용","여자검거인원[명]","명","8","9","10","14","24","25","21","29","41","26","30","31",
"직권남용","불상검거인원[명]","명","64","36","17","32","40","39","87","112","120","160","145","246",
"직권남용","법인체[개]","개","","-","2","","","-","2","1","-","-","1","-",
"직권남용(권리행사방해·체포·감금)","발생건수[건]","건","49","53","60","52","70","81","94","144","147","128","173","290",
"직권남용(권리행사방해·체포·감금)","검거건수[건]","건","30","32","43","30","36","44","36","58","64","44","36","40",
"직권남용(권리행사방해·체포·감금)","발생건수 대비 검거건수[%]","%","61.2244897959","60.4","71.7","57.7","51.4","54.3","38.3","40.3","43.5","34.4","20.8","13.8",
"직권남용(권리행사방해·체포·감금)","검거인원[명]","명","121","100","94","106","121","129","148","209","250","235","241","328",
"직권남용(권리행사방해·체포·감금)","남자검거인원[명]","명","55","64","73","64","65","76","69","117","127","97","114","109",
"직권남용(권리행사방해·체포·감금)","여자검거인원[명]","명","8","7","8","11","24","22","20","26","33","23","27","21",
"직권남용(권리행사방해·체포·감금)","불상검거인원[명]","명","58","29","13","31","32","31","59","66","90","115","100","198",
"직권남용(권리행사방해·체포·감금)","법인체[개]","개","","-","2","","","-","-","1","-","-","1","-",
"독직폭행·가혹행위","발생건수[건]","건","20","16","24","22","24","39","30","39","41","44","49","87",
"독직폭행·가혹행위","검거건수[건]","건","18","10","17","20","16","27","16","18","21","14","17","13",
"독직폭행·가혹행위","발생건수 대비 검거건수[%]","%","90","62.5","70.8","90.9","66.7","69.2","53.3","46.2","51.2","31.8","34.7","14.9",
"독직폭행·가혹행위","검거인원[명]","명","34","29","37","34","38","60","55","83","85","78","64","83",
"독직폭행·가혹행위","남자검거인원[명]","명","30","24","33","33","32","53","42","37","55","32","30","40",
"독직폭행·가혹행위","여자검거인원[명]","명","-","-","1","","","-","-","1","3","2","1","4",
"독직폭행·가혹행위","불상검거인원[명]","명","4","5","3","1","6","7","13","45","27","44","33","39",
"독직폭행·가혹행위","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"피의사실공표","발생건수[건]","건","3","1","1","2","","-","3","2","2","2","4","5",
"피의사실공표","검거건수[건]","건","-","1","","2","","-","2","1","1","1","-","2",
"피의사실공표","발생건수 대비 검거건수[%]","%","-","100","0","100","","-","66.7","50","50","50","-","40",
"피의사실공표","검거인원[명]","명","3","1","","4","","-","11","3","1","5","2","5",
"피의사실공표","남자검거인원[명]","명","1","1","","3","","-","4","3","1","4","-","1",
"피의사실공표","여자검거인원[명]","명","-","-","","1","","-","1","-","-","1","-","3",
"피의사실공표","불상검거인원[명]","명","2","-","","","","-","6","-","-","-","2","1",
"피의사실공표","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"공무상비밀누설","발생건수[건]","건","1","7","5","4","3","6","6","4","10","8","10","13",
"공무상비밀누설","검거건수[건]","건","1","4","6","3","3","5","2","3","6","6","5","5",
"공무상비밀누설","발생건수 대비 검거건수[%]","%","100","57.1","120","75","100","83.3","33.3","75","60","75","50","38.5",
"공무상비밀누설","검거인원[명]","명","4","13","17","11","3","10","16","6","25","12","6","20",
"공무상비밀누설","남자검거인원[명]","명","4","9","15","10","2","7","7","3","17","11","5","13",
"공무상비밀누설","여자검거인원[명]","명","-","2","1","1","","2","-","2","5","-","-","2",
"공무상비밀누설","불상검거인원[명]","명","-","2","1","","1","1","9","1","3","1","1","5",
"공무상비밀누설","법인체[개]","개","","-","","","","-","2","-","-","-","-","-",
"선거방해","발생건수[건]","건","-","-","","","","1","-","-","-","-","1","1",
"선거방해","검거건수[건]","건","-","-","","","","1","-","-","-","-","1","-",
"선거방해","발생건수 대비 검거건수[%]","%","-","","","","","100","-","-","-","-","100","-",
"선거방해","검거인원[명]","명","-","-","","","","1","-","-","-","-","1","-",
"선거방해","남자검거인원[명]","명","-","-","","","","1","-","-","-","-","1","-",
"선거방해","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"선거방해","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"선거방해","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"특가법(체포·감금,독직폭행·가혹행위)","발생건수[건]","건","-","-","3","2","2","3","4","3","3","3","4","7",
"특가법(체포·감금,독직폭행·가혹행위)","검거건수[건]","건","-","-","3","2","2","3","4","3","3","2","4","4",
"특가법(체포·감금,독직폭행·가혹행위)","발생건수 대비 검거건수[%]","%","-","","100","100","100","100","100","100","100","66.7","100","57.1",
"특가법(체포·감금,독직폭행·가혹행위)","검거인원[명]","명","-","2","5","6","3","7","8","3","3","6","24","11",
"특가법(체포·감금,독직폭행·가혹행위)","남자검거인원[명]","명","-","2","5","5","2","6","8","3","3","6","13","7",
"특가법(체포·감금,독직폭행·가혹행위)","여자검거인원[명]","명","-","-","","1","","1","-","-","-","-","2","1",
"특가법(체포·감금,독직폭행·가혹행위)","불상검거인원[명]","명","-","-","","","1","-","-","-","-","-","9","3",
"특가법(체포·감금,독직폭행·가혹행위)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"증수뢰","발생건수[건]","건","105","70","51","64","57","44","54","62","60","62","49","73",
"증수뢰","검거건수[건]","건","86","58","38","44","43","29","45","51","47","45","44","48",
"증수뢰","발생건수 대비 검거건수[%]","%","81.9047619048","82.9","74.5","68.8","75.4","65.9","83.3","82.3","78.3","72.6","89.8","65.8",
"증수뢰","검거인원[명]","명","236","210","106","215","225","90","177","201","213","145","146","137",
"증수뢰","남자검거인원[명]","명","214","199","87","186","201","69","162","170","182","118","120","114",
"증수뢰","여자검거인원[명]","명","21","11","15","8","24","14","13","27","25","23","20","19",
"증수뢰","불상검거인원[명]","명","1","-","4","21","","7","2","4","6","4","6","4",
"증수뢰","법인체[개]","개","","1","3","","","-","-","1","2","-","-","1",
"뇌물수수등","발생건수[건]","건","57","29","35","37","36","29","27","29","23","16","13","12",
"뇌물수수등","검거건수[건]","건","49","26","27","30","30","19","26","25","21","11","14","7",
"뇌물수수등","발생건수 대비 검거건수[%]","%","85.9649122807","89.7","77.1","81.1","83.3","65.5","96.3","86.2","91.3","68.8","107.7","58.3",
"뇌물수수등","검거인원[명]","명","97","87","62","131","115","45","90","91","71","24","43","40",
"뇌물수수등","남자검거인원[명]","명","90","86","53","105","109","36","81","69","62","22","34","36",
"뇌물수수등","여자검거인원[명]","명","7","1","8","6","6","8","8","21","6","1","6","3",
"뇌물수수등","불상검거인원[명]","명","-","-","1","20","","1","1","1","3","1","3","1",
"뇌물수수등","법인체[개]","개","","1","","","","-","-","-","1","-","-","-",
"뇌물공여등","발생건수[건]","건","25","11","7","10","13","9","12","8","13","7","7","12",
"뇌물공여등","검거건수[건]","건","18","11","4","8","10","6","9","6","9","7","5","9",
"뇌물공여등","발생건수 대비 검거건수[%]","%","72","100","57.1","80","76.9","66.7","75","75","69.2","100","71.4","75",
"뇌물공여등","검거인원[명]","명","80","68","27","75","88","34","47","43","49","44","34","24",
"뇌물공여등","남자검거인원[명]","명","70","63","17","72","81","25","46","39","44","30","28","19",
"뇌물공여등","여자검거인원[명]","명","10","5","7","2","7","5","1","2","3","13","3","3",
"뇌물공여등","불상검거인원[명]","명","-","-","3","1","","4","-","2","2","1","3","2",
"뇌물공여등","법인체[개]","개","","-","3","","","-","-","1","-","-","-","1",
"특가법(뇌물)","발생건수[건]","건","9","10","8","10","5","6","12","11","7","11","2","14",
"특가법(뇌물)","검거건수[건]","건","8","7","6","5","3","4","8","8","5","5","1","12",
"특가법(뇌물)","발생건수 대비 검거건수[%]","%","88.8888888889","70","75","50","60","66.7","66.7","72.7","71.4","45.5","50","85.7",
"특가법(뇌물)","검거인원[명]","명","43","29","16","6","21","9","18","32","45","16","1","27",
"특가법(뇌물)","남자검거인원[명]","명","39","26","16","6","10","7","17","30","36","14","1","22",
"특가법(뇌물)","여자검거인원[명]","명","3","3","","","11","-","-","1","9","2","-","4",
"특가법(뇌물)","불상검거인원[명]","명","1","-","","","","2","1","1","-","-","-","1",
"특가법(뇌물)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"특가법(알선수재)","발생건수[건]","건","2","6","1","7","3","-","-","2","2","6","3","3",
"특가법(알선수재)","검거건수[건]","건","-","2","1","1","","-","-","2","2","6","3","3",
"특가법(알선수재)","발생건수 대비 검거건수[%]","%","-","33.3","100","14.3","","-","-","100","100","100","100","100",
"특가법(알선수재)","검거인원[명]","명","-","4","1","3","1","2","1","13","2","12","9","6",
"특가법(알선수재)","남자검거인원[명]","명","-","4","1","3","1","1","1","12","2","9","9","6",
"특가법(알선수재)","여자검거인원[명]","명","-","-","","","","1","-","1","-","2","-","-",
"특가법(알선수재)","불상검거인원[명]","명","-","-","","","","-","-","-","-","1","-","-",
"특가법(알선수재)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"부패방지법","발생건수[건]","건","-","-","","","","-","-","-","-","-","1","1",
"부패방지법","검거건수[건]","건","-","-","","","","-","-","-","-","-","-","1",
"부패방지법","발생건수 대비 검거건수[%]","%","-","","","","","-","-","-","-","-","-","100",
"부패방지법","검거인원[명]","명","-","-","","","","-","-","-","-","-","1","-",
"부패방지법","남자검거인원[명]","명","-","-","","","","-","-","-","-","-","1","-",
"부패방지법","여자검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"부패방지법","불상검거인원[명]","명","-","-","","","","-","-","-","-","-","-","-",
"부패방지법","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"부정청탁금지법","발생건수[건]","건","","","","","","-","3","12","15","22","23","31",
"부정청탁금지법","검거건수[건]","건","","","","","","-","2","10","10","16","21","16",
"부정청탁금지법","발생건수 대비 검거건수[%]","%","","","","","","-","66.7","83.3","66.7","72.7","91.3","51.6",
"부정청탁금지법","검거인원[명]","명","","","","","","-","21","22","46","49","58","40",
"부정청탁금지법","남자검거인원[명]","명","","","","","","-","17","20","38","43","47","31",
"부정청탁금지법","여자검거인원[명]","명","","","","","","-","4","2","7","5","11","9",
"부정청탁금지법","불상검거인원[명]","명","","","","","","-","-","-","1","1","-","-",
"부정청탁금지법","법인체[개]","개","","","","","","-","-","-","1","-","-","-",
"특경법(수재등)","발생건수[건]","건","4","4","","","","","","","","","","",
"특경법(수재등)","검거건수[건]","건","4","2","","","","","","","","","","",
"특경법(수재등)","발생건수 대비 검거건수[%]","%","100","50","","","","","","","","","","",
"특경법(수재등)","검거인원[명]","명","5","4","","","","","","","","","","",
"특경법(수재등)","남자검거인원[명]","명","5","4","","","","","","","","","","",
"특경법(수재등)","여자검거인원[명]","명","-","-","","","","","","","","","","",
"특경법(수재등)","불상검거인원[명]","명","-","-","","","","","","","","","","",
"특경법(수재등)","법인체[개]","개","","-","","","","","","","","","","",
"특경법(증재등)","발생건수[건]","건","1","-","","","","","","","","","","",
"특경법(증재등)","검거건수[건]","건","-","1","","","","","","","","","","",
"특경법(증재등)","발생건수 대비 검거건수[%]","%","-","100","","","","","","","","","","",
"특경법(증재등)","검거인원[명]","명","-","1","","","","","","","","","","",
"특경법(증재등)","남자검거인원[명]","명","-","1","","","","","","","","","","",
"특경법(증재등)","여자검거인원[명]","명","-","-","","","","","","","","","","",
"특경법(증재등)","불상검거인원[명]","명","-","-","","","","","","","","","","",
"특경법(증재등)","법인체[개]","개","","-","","","","","","","","","","",
"특경법(알선수재)","발생건수[건]","건","7","10","","","","","","","","","","",
"특경법(알선수재)","검거건수[건]","건","7","9","","","","","","","","","","",
"특경법(알선수재)","발생건수 대비 검거건수[%]","%","100","90","","","","","","","","","","",
"특경법(알선수재)","검거인원[명]","명","11","17","","","","","","","","","","",
"특경법(알선수재)","남자검거인원[명]","명","10","15","","","","","","","","","","",
"특경법(알선수재)","여자검거인원[명]","명","1","2","","","","","","","","","","",
"특경법(알선수재)","불상검거인원[명]","명","-","-","","","","","","","","","","",
"특경법(알선수재)","법인체[개]","개","","-","","","","","","","","","","",
"통화","발생건수[건]","건","3914","3967","1786","1433","800","867","1149","452","423","207","127","181",
"통화","검거건수[건]","건","39","65","27","39","27","22","69","23","25","10","10","7",
"통화","발생건수 대비 검거건수[%]","%",".9964230966","1.6","1.5","2.7","3.4","2.5","6","5.1","5.9","4.8","7.9","3.9",
"통화","검거인원[명]","명","1867","1466","850","868","483","592","980","430","429","216","119","156",
"통화","남자검거인원[명]","명","25","65","156","165","93","58","97","53","39","14","22","14",
"통화","여자검거인원[명]","명","4","5","3","4","3","6","8","1","11","4","3","1",
"통화","불상검거인원[명]","명","1838","1396","691","699","387","528","875","376","379","198","94","141",
"통화","법인체[개]","개","","-","","","","2","-","-","-","-","-","-",
"통화위조·변조","발생건수[건]","건","2360","2188","922","620","521","628","891","306","234","119","88","107",
"통화위조·변조","검거건수[건]","건","9","27","12","12","10","13","52","15","7","4","3","3",
"통화위조·변조","발생건수 대비 검거건수[%]","%",".3813559322","1.2","1.3","1.9","1.9","2.1","5.8","4.9","3","3.4","3.4","2.8",
"통화위조·변조","검거인원[명]","명","514","510","383","338","279","451","747","276","222","119","76","89",
"통화위조·변조","남자검거인원[명]","명","2","19","73","63","45","35","68","43","17","7","11","8",
"통화위조·변조","여자검거인원[명]","명","-","-","1","","2","5","4","-","5","1","1","-",
"통화위조·변조","불상검거인원[명]","명","512","491","309","275","232","411","675","233","200","111","64","81",
"통화위조·변조","법인체[개]","개","","-","","","","2","-","-","-","-","-","-",
"특가법(통화위조)","발생건수[건]","건","1448","1661","780","682","151","20","5","4","-","4","-","-",
"특가법(통화위조)","검거건수[건]","건","22","18","9","23","9","-","1","3","-","-","-","-",
"특가법(통화위조)","발생건수 대비 검거건수[%]","%","1.5193370166","1.1","1.2","3.4","6","-","20","75","-","-","-","-",
"특가법(통화위조)","검거인원[명]","명","1306","896","436","460","127","18","7","5","3","4","-","-",
"특가법(통화위조)","남자검거인원[명]","명","2","25","74","90","33","7","2","5","1","-","-","-",
"특가법(통화위조)","여자검거인원[명]","명","1","-","1","4","","-","-","-","-","-","-","-",
"특가법(통화위조)","불상검거인원[명]","명","1303","871","361","366","94","11","5","-","2","4","-","-",
"특가법(통화위조)","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"기타통화에관한죄","발생건수[건]","건","106","118","84","131","128","219","253","142","189","84","39","74",
"기타통화에관한죄","검거건수[건]","건","8","20","6","4","8","9","16","5","18","6","7","4",
"기타통화에관한죄","발생건수 대비 검거건수[%]","%","7.5471698113","16.9","7.1","3.1","6.3","4.1","6.3","3.5","9.5","7.1","17.9","5.4",
"기타통화에관한죄","검거인원[명]","명","47","60","31","70","77","123","226","149","204","93","43","67",
"기타통화에관한죄","남자검거인원[명]","명","21","21","9","12","15","16","27","5","21","7","11","6",
"기타통화에관한죄","여자검거인원[명]","명","3","5","1","","1","1","4","1","6","3","2","1",
"기타통화에관한죄","불상검거인원[명]","명","23","34","21","58","61","106","195","143","177","83","30","60",
"기타통화에관한죄","법인체[개]","개","","-","","","","-","-","-","-","-","-","-",
"문서·인장","발생건수[건]","건","3645","3428","3459","3338","3368","2952","2622","2555","2450","2424","1997","2178",
"문서·인장","검거건수[건]","건","2634","2423","2400","2390","2472","2250","2024","2014","1921","1780","1333","1341",
"문서·인장","발생건수 대비 검거건수[%]","%","72.2633744856","70.7","69.4","71.6","73.4","76.2","77.2","78.8","78.4","73.4","66.8","61.6",
"문서·인장","검거인원[명]","명","5445","5251","5514","5240","4912","4443","3925","3912","3991","3755","2598","2518",
"문서·인장","남자검거인원[명]","명","3600","3530","3728","3541","3286","2999","2716","2706","2676","2402","1689","1665",
"문서·인장","여자검거인원[명]","명","1540","1412","1347","1282","1206","1062","943","965","986","947","603","654",
"문서·인장","불상검거인원[명]","명","305","309","439","417","420","382","266","241","329","406","306","199",
"문서·인장","법인체[개]","개","","13","19","22","28","35","31","24","23","27","21","17",
"공문서위조·변조","발생건수[건]","건","779","775","737","613","644","581","535","523","569","474","301","422",
"공문서위조·변조","검거건수[건]","건","510","524","481","454","511","457","406","421","454","359","206","251",
