crime_type_original,crime_group_refined,first_year,last_year,year_count,observation_count,year_span,coverage_rate,time_machine_grade
존속상해치사,폭력,1990,2022,26,26,33,78.78787878787878,10Y
관세법,기타,1990,2021,24,24,32,75.0,10Y
존속폭행치상,폭력,1994,2022,22,22,29,75.86206896551724,10Y
골재채취법,기타,1994,2020,21,21,27,77.77777777777779,10Y
강제추행(준),성범죄,1994,2012,19,19,19,100.0,10Y
건설산업기본법,기타,2004,2022,19,19,19,100.0,10Y
공중위생관리법,기타,2004,2022,19,19,19,100.0,10Y
국민건강보험법,기타,2004,2022,19,19,19,100.0,10Y
국민연금법,기타,2004,2022,19,19,19,100.0,10Y
기타,기타,2004,2022,19,19,19,100.0,10Y
농지법,기타,2004,2022,19,19,19,100.0,10Y
담배사업법,기타,2004,2022,19,19,19,100.0,10Y
도로교통법(무면허운전),교통,2004,2022,19,19,19,100.0,10Y
도로교통법(음주운전),교통,2004,2022,19,19,19,100.0,10Y
도로교통법(음주측정거부),교통,2004,2022,19,19,19,100.0,10Y
미성년자등간음·추행(심신미약자),성범죄,1994,2012,19,19,19,100.0,10Y
사전자기록등위작·변작,기타,2004,2022,19,19,19,100.0,10Y
여객자동차운수사업법,기타,2004,2022,19,19,19,100.0,10Y
외국환거래법,기타,2004,2022,19,19,19,100.0,10Y
유해화학물질관리법,기타,1992,2010,19,19,19,100.0,10Y
윤락행위등방지법,성범죄,1990,2009,19,19,20,95.0,10Y
의장법,기타,1990,2008,19,19,19,100.0,10Y
자동차손해배상보장법,교통,2004,2022,19,19,19,100.0,10Y
자연공원법,기타,2004,2022,19,19,19,100.0,10Y
전기통신기본법,기타,2004,2022,19,19,19,100.0,10Y
전파법,기타,2004,2022,19,19,19,100.0,10Y
지방세법,기타,2004,2022,19,19,19,100.0,10Y
철도법,기타,1990,2008,19,19,19,100.0,10Y
통신비밀보호법,기타,2004,2022,19,19,19,100.0,10Y
특경법(재산국외도피),기타,1994,2020,19,19,27,70.37037037037037,10Y
화물자동차운수사업법,기타,2004,2022,19,19,19,100.0,10Y
강간치상(준),성범죄,1994,2011,18,18,18,100.0,10Y
강제추행치상(준),성범죄,1994,2011,18,18,18,100.0,10Y
공전자기록등위작·변작,기타,2005,2022,18,18,18,100.0,10Y
공인위조·부정사용행사,위조,1994,2010,17,17,17,100.0,10Y
공직선거법,기타,2006,2022,17,17,17,100.0,10Y
과실사상의 죄,기타,1994,2010,17,17,17,100.0,10Y
권리행사를 방해하는 죄,기타,1994,2010,17,17,17,100.0,10Y
낙태의 죄,기타,1994,2010,17,17,17,100.0,10Y
뇌물수수·요구·약속,공직·부패,1994,2010,17,17,17,100.0,10Y
무고의 죄,기타,1994,2010,17,17,17,100.0,10Y
미성년자약취유인,기타,1994,2010,17,17,17,100.0,10Y
방문판매등에 관한 법률,기타,1994,2010,17,17,17,100.0,10Y
사행행위등 규제 및 처벌특례법,기타,1994,2010,17,17,17,100.0,10Y
상습도박,도박,1994,2010,17,17,17,100.0,10Y
소음·진동규제법,기타,1994,2010,17,17,17,100.0,10Y
수질환경보전법,기타,1992,2008,17,17,17,100.0,10Y
액화석유가스의 안전 및 사업관리법,기타,1994,2010,17,17,17,100.0,10Y
유가증권위(변)조,기타,1994,2010,17,17,17,100.0,10Y
유실물 표류물 점유이탈물 매장물횡령,절도,1994,2010,17,17,17,100.0,10Y
음화등반포(판매·임대·전시·제조),기타,1994,2010,17,17,17,100.0,10Y
일반(건조물등)방화,방화,1994,2010,17,17,17,100.0,10Y
자기소유(건조물등)방화,방화,1994,2010,17,17,17,100.0,10Y
장물에 관한죄,절도,1994,2010,17,17,17,100.0,10Y
전투경찰대설치법,기타,1994,2010,17,17,17,100.0,10Y
직권남용(권리행사방해체포·감금),기타,1994,2010,17,17,17,100.0,10Y
체포감금,기타,1994,2010,17,17,17,100.0,10Y
추행·간음·영리·약취유인,성범죄,1994,2010,17,17,17,100.0,10Y
통화위(변)조,기타,1994,2010,17,17,17,100.0,10Y
풍속영업의 규제에 관한 법률,기타,1994,2010,17,17,17,100.0,10Y
허위감정·증거인멸은닉·증인은닉죄,기타,1994,2010,17,17,17,100.0,10Y
현주(현존)자동차방화,방화,1994,2010,17,17,17,100.0,10Y
현주·현존(건조물등)방화,방화,1994,2010,17,17,17,100.0,10Y
현주·현존(건조물등)방화치사,방화,1994,2010,17,17,17,100.0,10Y
도시공원및녹지등에관한법률,기타,2007,2022,16,16,16,100.0,10Y
미성년자의 제강간(강제추행강간살인),살인,1994,2010,16,16,17,94.11764705882352,10Y
체포·감금치사·상(중·특수·상습),기타,1994,2010,16,16,17,94.11764705882352,10Y
특가법(영리약취·유인),기타,1994,2010,16,16,17,94.11764705882352,10Y
특가법(운전자폭행등),폭력,2007,2022,16,16,16,100.0,10Y
폭력행위등처벌에 관한 법률 위반,폭력,1994,2010,16,16,17,94.11764705882352,10Y
현주·현존(건조물등)방화치상,방화,1994,2010,16,16,17,94.11764705882352,10Y
강간등상해,성범죄,1997,2011,15,15,15,100.0,10Y
뇌물공여·약속·의사표시,공직·부패,1995,2010,15,15,16,93.75,10Y
도로교통법(공동위험행위),교통,2008,2022,15,15,15,100.0,10Y
도로교통법(사고후미조치),교통,2008,2022,15,15,15,100.0,10Y
도시계획법,기타,1990,2004,15,15,15,100.0,10Y
사인등위조·부정사용행사,위조,1995,2010,15,15,16,93.75,10Y
오수·분뇨 및 축산폐수의 처리에 관한 법률,기타,1994,2010,15,15,17,88.23529411764706,10Y
특가법(위험운전치사상),기타,2008,2022,15,15,15,100.0,10Y
화염병사용등의 처벌에 관한 법률,기타,1994,2010,15,15,17,88.23529411764706,10Y
공연법,기타,1990,2009,14,14,20,70.0,10Y
공중위생법,기타,1990,2003,14,14,14,100.0,10Y
대마관리법,마약,1990,2003,14,14,14,100.0,10Y
도로교통법(교통사고),교통,1994,2010,14,14,17,82.35294117647058,10Y
마약법,마약,1990,2003,14,14,14,100.0,10Y
부녀매매,기타,1994,2010,14,14,17,82.35294117647058,10Y
부정경쟁방지법,기타,1990,2003,14,14,14,100.0,10Y
자동차·선박등불법사용,기타,1997,2010,14,14,14,100.0,10Y
자동차운수사업법,기타,1990,2003,14,14,14,100.0,10Y
조수보호 및 수렵에 관한 법률,기타,1990,2004,14,14,15,93.33333333333333,10Y
존속체포감금,기타,1994,2010,14,14,17,82.35294117647058,10Y
피보호자(감호자)간음,성범죄,1994,2010,14,14,17,82.35294117647058,10Y
학원의설립·운영에관한법률,기타,1990,2003,14,14,14,100.0,10Y
향정신성의 약품관리법,마약,1990,2003,14,14,14,100.0,10Y
국외이송약취유인,기타,1994,2009,13,13,16,81.25,10Y
디자인보호법,기타,2010,2022,13,13,13,100.0,10Y
새마을금고법,기타,1994,2010,13,13,17,76.47058823529412,10Y
철도안전법,기타,2010,2022,13,13,13,100.0,10Y
체포감금(특수),기타,1994,2010,13,13,17,76.47058823529412,10Y
가스·전기·증기공급사용방해,기타,1999,2011,12,12,13,92.3076923076923,10Y
강력범죄,기타,2011,2022,12,12,12,100.0,10Y
개인정보보호법,기타,2011,2022,12,12,12,100.0,10Y
건설업법,기타,1990,2002,12,12,13,92.3076923076923,10Y
게임산업진흥에관한법률,기타,2011,2022,12,12,12,100.0,10Y
공무방해에관한죄,기타,2011,2022,12,12,12,100.0,10Y
공안을해하는죄,기타,2011,2022,12,12,12,100.0,10Y
공인등의위조·부정사용및행사,위조,2011,2022,12,12,12,100.0,10Y
공인중개사법,기타,2011,2022,12,12,12,100.0,10Y
공중밀집장소에서의추행,성범죄,2011,2022,12,12,12,100.0,10Y
과실치사상의죄,기타,2011,2022,12,12,12,100.0,10Y
교통방해의죄,기타,2011,2022,12,12,12,100.0,10Y
교통범죄,기타,2011,2022,12,12,12,100.0,10Y
국토의계획및이용에관한법률,기타,2011,2022,12,12,12,100.0,10Y
권리행사를방해하는죄,기타,2011,2022,12,12,12,100.0,10Y
기타경제범죄,기타,2011,2022,12,12,12,100.0,10Y
기타노동범죄,기타,2011,2022,12,12,12,100.0,10Y
기타도박범죄,도박,2011,2022,12,12,12,100.0,10Y
기타범죄,기타,2011,2022,12,12,12,100.0,10Y
기타보건범죄,기타,2011,2022,12,12,12,100.0,10Y
기타통화에관한죄,기타,2011,2022,12,12,12,100.0,10Y
기타환경범죄,기타,2011,2022,12,12,12,100.0,10Y
노동범죄,기타,2011,2022,12,12,12,100.0,10Y
농수산물 유통 및 가격안정에 관한 법률,기타,1994,2010,12,12,17,70.58823529411765,10Y
뇌물공여등,공직·부패,2011,2022,12,12,12,100.0,10Y
뇌물수수등,공직·부패,2011,2022,12,12,12,100.0,10Y
대부업의등록및금융이용자보호에관한법률,기타,2011,2022,12,12,12,100.0,10Y
도박(상습),도박,2011,2022,12,12,12,100.0,10Y
도박범죄,도박,2011,2022,12,12,12,100.0,10Y
마약류관리에관한법률(대마),마약,2011,2022,12,12,12,100.0,10Y
마약류관리에관한법률(마약),마약,2011,2022,12,12,12,100.0,10Y
마약류관리에관한법률(향정),마약,2011,2022,12,12,12,100.0,10Y
마약범죄,마약,2011,2022,12,12,12,100.0,10Y
명예에관한죄,기타,2011,2022,12,12,12,100.0,10Y
무고의죄,기타,2011,2022,12,12,12,100.0,10Y
문서·인장,기타,2011,2022,12,12,12,100.0,10Y
미성년자보호법,기타,1990,2001,12,12,12,100.0,10Y
방문판매등에관한법률,기타,2011,2022,12,12,12,100.0,10Y
병역범죄,기타,2011,2022,12,12,12,100.0,10Y
보건범죄,기타,2011,2022,12,12,12,100.0,10Y
