year,region,crime_type_original,occurrence_count,arrest_count,clearance_rate,source_period,source_file,data_role,has_occurrence,has_arrest,has_clearance_rate,calculated_clearance_rate,rate_difference,clearance_over_100,rate_mismatch,quality_flag,real_data_evidence,crime_data_map,time_machine,yolo_evidence,crime_group_standard,csi_core_group,is_aggregate,crime_group_refined,related_groups,is_multi_group,csi_analysis_group,include_detail_analysis
1990,범위확인필요,변호사법,97.0,84.0,86.6,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,86.5979381443299,0.0020618556700924,False,False,OK,True,True,True,False,기타,False,False,기타,,False,False,True
1990,범위확인필요,병역법,4907.0,4592.0,93.6,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,93.58059914407988,0.0194008559201108,False,False,OK,True,True,True,False,기타,False,False,기타,,False,False,True
1990,범위확인필요,병역법위반등의 범죄처벌특조법,877.0,722.0,82.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,82.32611174458381,0.0261117445838152,False,False,OK,True,True,True,False,기타,False,False,기타,,False,False,True
1990,범위확인필요,보건범죄단속에 관한 특별조치법,130.0,123.0,94.6,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,94.6153846153846,0.0153846153846188,False,False,OK,True,True,True,False,기타,False,False,기타,,False,False,True
1990,범위확인필요,보통살인죄,96.0,89.0,92.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,92.70833333333334,0.0083333333333399,False,False,OK,True,True,True,False,살인,True,False,살인,살인,False,True,True
1990,범위확인필요,복표발매·중개·취득죄,15.0,14.0,93.3,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,93.33333333333331,0.0333333333333314,False,False,OK,True,True,True,False,기타,False,False,기타,,False,False,True
1990,범위확인필요,복표발행등단속법,53.0,53.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,100.0,0.0,False,False,OK,True,True,True,False,기타,False,False,기타,,False,False,True
1990,범위확인필요,부동산중개업법,130.0,139.0,106.9,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,106.92307692307692,0.0230769230769141,True,False,CLEARANCE_OVER_100,True,True,True,False,기타,False,False,기타,,False,False,True
1990,범위확인필요,부정경쟁방지법,48.0,44.0,91.7,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,91.66666666666666,0.0333333333333456,False,False,OK,True,True,True,False,기타,False,False,기타,,False,False,True
1990,범위확인필요,부정수표단속법,13860.0,8476.0,61.2,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,61.15440115440115,0.0455988455988531,False,False,OK,True,True,True,False,기타,False,False,재산·경제,,False,True,True
1990,범위확인필요,비밀침해죄,5.0,2.0,40.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,40.0,0.0,False,False,OK,True,True,True,False,기타,False,False,기타,,False,False,True
1990,범위확인필요,사기,13893.0,12503.0,90.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,89.99496149139856,0.0050385086014443,False,False,OK,True,True,True,False,사기,True,False,재산·경제,사기,False,True,True
1990,범위확인필요,사문서위·변조죄,781.0,711.0,91.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,91.0371318822023,0.0371318822023027,False,False,OK,True,True,True,False,기타,False,False,위조,위조,False,True,True
1990,범위확인필요,사인위조부정행사죄,8.0,8.0,100.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,100.0,0.0,False,False,OK,True,True,True,False,기타,False,False,위조,위조,False,True,True
1990,범위확인필요,사회보호법,28.0,21.0,75.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,75.0,0.0,False,False,OK,True,True,True,False,기타,False,False,기타,,False,False,True
1990,범위확인필요,산림법,32.0,22.0,68.8,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,68.75,0.0499999999999971,False,False,OK,True,True,True,False,기타,False,False,기타,,False,False,True
1990,범위확인필요,산업안전보건법,10.0,5.0,50.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,50.0,0.0,False,False,OK,True,True,True,False,기타,False,False,기타,,False,False,True
1990,범위확인필요,살인,113.0,112.0,99.1,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,99.1150442477876,0.015044247787614,False,False,OK,True,True,True,False,살인,True,False,살인,살인,False,True,True
1990,범위확인필요,살인미수예비음모죄,6.0,9.0,150.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,150.0,0.0,True,False,CLEARANCE_OVER_100,True,True,True,False,살인,True,False,살인,살인,False,True,True
1990,범위확인필요,상법,8.0,9.0,112.5,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,112.5,0.0,True,False,CLEARANCE_OVER_100,True,True,True,False,기타,False,False,기타,,False,False,True
1990,범위확인필요,상습강도죄,13.0,4.0,30.8,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,30.76923076923077,0.0307692307692306,False,False,OK,True,True,True,False,강도,True,False,강도,강도,False,True,True
1990,범위확인필요,상습도박죄,43.0,51.0,118.6,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,118.6046511627907,0.0046511627907079,True,False,CLEARANCE_OVER_100,True,True,True,False,기타,False,False,도박,도박,False,True,True
1990,범위확인필요,상습장물취득죄,2.0,6.0,300.0,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,300.0,0.0,True,False,CLEARANCE_OVER_100,True,True,True,False,기타,False,False,절도,절도,False,True,True
1990,범위확인필요,상습절도,59.0,65.0,110.2,1990-2010,132_TX_132_2009_H1003_20260915164522.csv,TIME_MACHINE,True,True,True,110.16949152542372,0.0305084745762798,True,False,CLEARANCE_OVER_100,True,True,True,False,절도,True,False,절도,절도,False,True,True
